Score,Source,QA_ID,Extracted_Answer
-0.0,The rest of the neurologic and systemic examination was unremarkable.,Merge Q584,C
0.0,"Gene examinations showed a mutation in the N-ras-2 gene.A and B, T1-weighted axial brain magnetic resonance imaging at the levels of pons, midbrain, and thalamus, performed ten years earlier, shows multiple parenchymal lesions including the pons, bilateral amygdala, and the left temporal pole (arrowheads).",Merge Q584,C
-0.0,Family history was unremarkable.,Merge Q584,C
0.0,"Her consciousness was intact, but her memory and concentration were poor.",Merge Q584,C
-0.0,"She refused further investigations until a year earlier, when she developed mild headache.",Merge Q584,C
0.0,She began to limp intermittently ten years earlier.,Merge Q584,C
-0.0,Spinal cord MRI was normal.,Merge Q584,C
0.0,Magnetic resonance imaging showed minor focal enlargement of the lesions in the left temporal pole.,Merge Q584,C
-0.017328090965747833,"A brain magnetic resonance imaging (MRI) showed multiple parenchymal lesions involving the pons, bilateral amygdala, and the left temporal pole (Figure 1A).",Merge Q584,C
-0.08988629281520844,There were no focal motor or sensory deficits.,Merge Q584,C
-0.18675809738076038,Pupil reflection was normal.,Merge Q584,C
-0.21392027216667936,A teenage Chinese girl with intermittent limp and increasing headache was admitted to the hospital.,Merge Q584,C
44.63450475613433,"B and C, Hematoxylin-eosin–stained shave biopsy specimen showing an ulcerated epidermis, colonic mucosa, and granulation tissue (B, original magnification ×2.7; C, original magnification ×10).",Merge Q585,A
19.85423342298286,"A shave biopsy specimen was obtained for histologic examination (Figure, B and C).A, Clinical photograph of the red friable papule in the umbilicus.",Merge Q585,A
15.410223836499489,"The umbilicus demonstrated a bright red, friable, 5-mm papule (Figure, A).",Merge Q585,A
0.6529516636163084,"The lesion was treated as an infantile hemangioma with timolol by an outside dermatologist and as an umbilical pyogenic granuloma with silver nitrate by the patient’s pediatrician, with minimal improvement.",Merge Q585,A
0.0,.,Merge Q585,A
0.0,The patient was born at 38½ weeks by normal spontaneous vaginal delivery.,Merge Q585,A
-0.0,His medical history was notable for tongue tie from birth.,Merge Q585,A
0.0,"An 8-month-old white male was seen for evaluation of a red, bleeding umbilical mass.",Merge Q585,A
-0.0,The lesion had been present since loss of the umbilical stump at 1 week of life.,Merge Q585,A
-0.5601305034080535,"On examination, he was an alert and healthy-appearing child.",Merge Q585,A
-1.716401495039463,It bled easily with Valsalva maneuver or trauma.,Merge Q585,A
35.584188155555545,"Two days later, the patient returned to the clinic with decreased vision in his left eye, which showed an IOP measured by GAT of 6 mm Hg, visual acuity of 20/400, and a cornea that was edematous (Figure 1).A, Slitlamp photograph showing a prominent laser-assisted in situ keratomileusis (LASIK) flap in the patient’s left eye.",Merge Q586,C
3.8309159634170196,"B, A slit beam focused on the cornea reveals a shallow fluid interface between the stromal bed and the LASIK flap (arrowheads).Increase the frequency of prednisolone administration to 6 times per dayRecheck IOP with a handheld tonometer off the LASIK flapReassure the patient and recheck IOP in 1 week.",Merge Q586,C
2.7160129509866238,"Three months earlier, the patient experienced an episode of elevated intraocular pressure (IOP) of the left eye, which was treated with travoprost ophthalmic solution, 0.004%, and oral acetazolamide and resolved.",Merge Q586,C
1.6658975362170978,"The patient started treatment with dorzolamide hydrochloride, timolol maleate, brimonidine tartrate, latanoprost, and oral acetazolamide.The next day, the left eye IOP improved to 28 mm Hg as measured by Goldmann applanation tonometry (GAT), with a clear cornea and return of visual acuity to 20/20.",Merge Q586,C
0.9726967746108541,"His ocular history was significant for high myopia, a long-standing traumatic retinal detachment in his right eye, and laser-assisted in situ keratomileusis (LASIK) surgery of the left eye 8 months earlier.",Merge Q586,C
-0.0,"Because of a concern for possible trabeculitis, he also started treatment with topical prednisolone acetate 4 times daily and oral valacyclovir hydrochloride.",Merge Q586,C
-0.0,"Despite continuing maximum medical therapy for 1 week, the patient’s examination findings remained unchanged.",Merge Q586,C
0.0,His initial IOPs were right eye 16 mm Hg and left eye 46 mm Hg by TonoPen.,Merge Q586,C
0.0,Examination of the left eye indicated normal gonioscopy results and unremarkable anterior and posterior segment examination findings except for the presence of corneal edema without keratic precipitates.,Merge Q586,C
0.0,The patient’s presenting visual acuity was counting fingers OD (baseline) and 20/200 OS.,Merge Q586,C
-0.8882529419943491,A 24-year-old South Asian man presented with acute-onset pain and decreased vision in his left eye.,Merge Q586,C
1.0227171212554296,The rims of the lesions were raised with slight white scale and the centers slightly depressed and wrinkled in appearance (Figure 1).Clinical images of the inferior medial bilateral breasts with 1- to 2-cm erythematous annular atrophic plaques with more involvement of the left breast (A) than the right (B).,Merge Q587,B
0.8688013844446543,Separate from the scars and located on the inferior medial bilateral breasts were 1- to 2-cm slightly erythematous annular atrophic plaques with more involvement of the left breast than the right.,Merge Q587,B
0.31745208890597204,A white woman in her 50s without significant medical history underwent breast augmentation surgery with saline implants without postoperative complications.,Merge Q587,B
0.0,.,Merge Q587,B
0.0,"Seven years after the second surgery, she was referred to dermatology for improvement of the areas for cosmetic reasons.On physical examination, the patient had well-healed, barely identifiable scars on the inframammary creases and lower breast areas.",Merge Q587,B
-0.01284561452037601,"Five years later, she underwent a bilateral augmentation mammoplasty with removal and replacement of silicone gel implants and major mastopexy with capsulotomy.",Merge Q587,B
-0.26120059192180634,"Although the patient’s surgical course was uncomplicated, several months postoperatively she noted persistent asymptomatic rough areas that she assumed were scars.",Merge Q587,B
1.0182709862443413,"Magnetic resonance imaging 3 months later showed a stable mass without change in size or appearance.A, T1-weighted magnetic resonance image (MRI) of the orbit with contrast shows a well-circumscribed, enhancing soft-tissue lesion in the right orbit superomedially (arrowhead).",Merge Q588,C
0.8329221606254578,Further inquiry revealed that symptoms always developed after using her electronic reader tablet in dim lighting while lying on her left side.,Merge Q588,C
0.6633884901308863,"Notably, the patient reported immediate resolution of vision loss on turning on the lights.",Merge Q588,C
0.49895484032199905,"Computed tomography of the head revealed no change in orbital lesion size with Valsalva maneuver (Figure, B).",Merge Q588,C
0.42444639613545454,"She reported 5 episodes, each lasting a few minutes and all occurring on awakening.",Merge Q588,C
0.4166361093521118,Normal retinal nerve fiber and ganglion cell layer thickness were observed in each eye on optical coherence tomography.,Merge Q588,C
0.20371189791051314,The retina was flat without evidence of whitening or Hollenhorst plaques.,Merge Q588,C
0.18871336673248573,Carotid ultrasonography and head magnetic resonance angiography showed no abnormalities.,Merge Q588,C
0.12773718488404817,Posterior pole examination revealed evidence of posterior vitreous detachment and normal optic nerves with 0.2 cup-to-disc ratio in each eye.,Merge Q588,C
0.12274045527601062,.,Merge Q588,C
0.08668050230268054,Anterior segment examination showed mild cataract and dry eye.,Merge Q588,C
-0.0,Inflammatory marker levels were normal.,Merge Q588,C
-0.0,"Pupils, intraocular pressure, and motility were unremarkable.",Merge Q588,C
0.0,"B, Computed tomographic (CT) scan of the orbit with contrast shows the mass (arrowhead); no change noted on Valsalva maneuver.On examination, visual acuity was 20/25 OD.",Merge Q588,C
-0.03636255520355453,"She denied headaches, visual aura, or neurologic symptoms.",Merge Q588,C
-0.21497301757335663,Humphrey visual fields were full.,Merge Q588,C
-0.4024256751761214,"A woman in her late 50s was referred to the neuro-ophthalmology clinic for evaluation of a 7-month history of recurrent, transient vision loss in the right eye.",Merge Q588,C
-0.48198181278543994,"Her other medical history was unremarkable.Six months prior to presentation, workup at her local hospital for the transient vision loss revealed an enhancing right orbital mass on magnetic resonance imaging (Figure, A).",Merge Q588,C
0.9135362217839937,The arrowheads indicate the area of detachment.Take the patient to the operating room for a saline washout with an air bubbleTake the patient to the operating room for an alteplase washout with an air bubble.,Merge Q589,B
0.5409011916740415,"By the 1-week postoperative visit, the patient began to develop blood in the interface, which had not resolved by the 1-month postoperative visit with a visual acuity of 20/50 (Figure).Hemorrhagic Descemet membrane detachment after canaloplasty.",Merge Q589,B
0.18780004135424364,The patient had a persistent Descemet membrane detachment at the 1-day postoperative visit (Figure).,Merge Q589,B
0.18705112882419034,A viscoelastic material was injected into the Schlemm canal to attempt to break the obstruction.,Merge Q589,B
0.090147992952562,A washout was not performed because of concerns of further exacerbating the detachment or inducing a hemorrhage.,Merge Q589,B
0.018696423638123447,This resulted in a large inferior nasal Descemet membrane detachment.,Merge Q589,B
-0.0,"The procedure was aborted, a 50% air bubble was injected into the eye, and the physicians recommended that the patient maintain a face-up position.",Merge Q589,B
-0.0,"B, At postoperative month 1, blood was observed in the interface, which appeared by the postoperative week 1 visit.",Merge Q589,B
0.0,The patient elected to proceed with cataract extraction and a lens implant followed by canaloplasty.,Merge Q589,B
0.0,"The cataract extraction and lens implant went routinely, but during the canaloplasty, a hard-stop obstruction was encountered at the 7-o’clock position during the passage of the illuminated catheter.",Merge Q589,B
-0.06181654374163832,"A, At postoperative day 1, a persistent Descemet membrane detachment was observed with no blood in the detachment interface.",Merge Q589,B
-0.2637292145157723,"A man in his 50s presented with primary open-angle glaucoma and a visually significant cataract, causing a 4-diopter myopic shift.",Merge Q589,B
33.15817036213566,"A 34-year-old man presented with headache, double vision, and seizures for 1 month and altered consciousness for 1 week.",Merge Q590,C
12.821249540895224,"B, Chest radiography showing a radiolucent nodular shadow in left middle lung field.His hemoglobin level was 19.3 grams per deciliter (to convert to grams per liter, multiply by 10.0), his total leukocyte count was 13 500/μL (to convert to cells × 109/L, multiply by 0.001), his hematocrit was 62.4% (to convert to a proportion of 1.0, multiply by 10), and his platelet count was 210 000/μL (to convert to cells × 109/L, multiply by 0.001).",Merge Q590,C
10.781452885894906,His blood cultures were found to be sterile.,Merge Q590,C
9.381463376481113,"A radiograph of his chest showed a nodular shadow in the left middle field of the lung (Figure, B).",Merge Q590,C
8.737651213437275,"There were no meningeal signs.His cranial magnetic resonance image showed 2 ring-enhancing lesions in the right frontal and left parietal cortexes, along with surrounding brain edema and mass effects.",Merge Q590,C
5.977479009761253,An arterial blood gas test result showed an oxygen saturation level of 80%.,Merge Q590,C
5.39577504247427,"The central liquefaction showed restricted diffusion on diffusion-weighted magnetic resonance images.A, Cranial T1-weighted postcontrast magnetic resonance image showing ring-enhancing lesions in the right frontal and left parietal lobes.",Merge Q590,C
4.3026745926269445,The 2-dimensional echocardiogram did not show any evidence of congenital heart disease.,Merge Q590,C
3.89589133365949,"Both lesions showed a thin-walled, contrast-enhancing rim with a central liquefaction (Figure, A).",Merge Q590,C
2.6626174825476445,"He was a vegetarian, nonsmoker, and nondrinker.",Merge Q590,C
-0.0,.,Merge Q590,C
0.0,He had normal liver and renal function test results.,Merge Q590,C
0.0,An enzyme-linked immunosorbent assay for HIV was nonreactive.,Merge Q590,C
0.0,"His motor and sensory examination results were normal; however, he had brisk deep-tendon jerks and extensor planter responses.",Merge Q590,C
-0.0,His pupil size and pupillary light reactions were normal.,Merge Q590,C
-0.0,"He denied a history of drug addiction.On examination, he was confused.",Merge Q590,C
-0.0,The right eye was deviated laterally secondary to right-medial rectus palsy.,Merge Q590,C
0.0,He had ptosis in his right eye.,Merge Q590,C
-0.0,His chest and cardiovascular examination results were normal.,Merge Q590,C
-0.0,"He denied a history of fever, head trauma, limb weakness, or vomiting.",Merge Q590,C
0.0,He had facial flushing and grade III clubbing in his fingers and toes.,Merge Q590,C
0.0,"He had had 2 episodes of seizures that were characterized by tonic head and eye deviation to the left, followed by a brief period of tonic-clonic activity of all 4 limbs and postictal confusion for 10 to 15 minutes.",Merge Q590,C
-1.160218145412423,He also had grade II papilledema.,Merge Q590,C
3.986592765226385,The left globe was within normal limits and intraocular pressure was 16 mm Hg OD and 8 mm Hg OS.A computed tomography scan showed a large extraconal inferonasal metallic foreign body (FB) within the right orbit that was abutting the inferior rectus muscle without fractures or intracranial intrusion (Figure 1).Computed tomography scan of the orbit demonstrates a large extraconal metallic foreign body of the right orbit abutting the inferior rectus muscle on coronal (A) and sagittal (B) images.Obtain a magnetic resonance imaging study to further delineate the soft tissue injuryRepair canalicular lacerations and leave the foreign body in placeRepair canalicular lacerations and perform an orbitotomy for FB removal.,Merge Q591,B
-0.0,Severe pain was noted with supraduction and infraduction of the right eye.,Merge Q591,B
-0.0,"The patient had a large-angle alternating exotropia, as well as mild supraduction, infraduction, and adduction deficits in the right eye.",Merge Q591,B
0.0,The bullet passed through a wooden door before entering the patient’s right orbit.,Merge Q591,B
-0.0,His ocular history included exotropia and amblyopia in the right eye.,Merge Q591,B
-0.0,A 45-year-old man presented to the emergency department after being shot with a .22-caliber pistol.,Merge Q591,B
-0.1098812134090839,"A slitlamp examination of the right eye revealed a normal anterior segment, while a mild vitreous hemorrhage, extramacular retinal whitening, and a subretinal hemorrhage in the inferonasal periphery was noted on ophthalmoscopic examination.",Merge Q591,B
-0.27855148426970366,"An examination revealed normal pupillary light reflexes, a visual acuity of 20/70 OD and 20/40 OS, and normal color vision OU.There was 3 mm of proptosis in the right eye, as well as right-sided periocular ecchymosis.",Merge Q591,B
-0.6179035364699844,"An entry wound was visible inferior to the right medial canthus, and the right upper and lower eyelids had full-thickness lacerations involving the canaliculi.",Merge Q591,B
4.0006515387331945,"Cytogenetic studies from the bone marrow did not reveal any abnormalities.Histopathologic examination of bone marrow aspirate from patient (A, Wright-Giemsa, original magnification ×1000; B, Prussian blue iron, original magnification ×1000).Check serum trace element levels, including iron, copper, and zincObtain periodic outpatient complete blood cell counts and treat with supportive transfusions as clinically indicatedPerform endoscopy of upper and lower gastrointestinal tract.",Merge Q592,A
0.6898925067439436,"Twelve years prior, he underwent uncomplicated Roux-en-Y gastric bypass (RYGB) surgery.",Merge Q592,A
0.26445472240448,No new medications had been started in the past year.,Merge Q592,A
0.1625852569195074,"Histopathologic examination of bone marrow aspirate revealed a normocellular marrow and dyserythropoiesis with vacuolized and dysplastic erythroid precursors (Figure, panel A), left-shifted granulocytic maturation with vacuolized granulocytic precursors, ring sideroblasts (Figure, panel B), and no increase in blasts.",Merge Q592,A
0.1218311303516848,"Examination revealed temperature of 36.7°C; heart rate, 91/min; blood pressure, 120/70 mm Hg; and body mass index, 20.1 (calculated as weight in kilograms divided by height in meters squared).",Merge Q592,A
0.0,"Review of systems was notable for fatigue and negative for fever, night sweats, weight loss, dyspnea, or abnormal bleeding.",Merge Q592,A
0.0,"Results of serum protein electrophoresis were normal, as were levels of lactate dehydrogenase, ferritin, folate, vitamin B12, and thyroid-stimulating hormone.",Merge Q592,A
-0.0,"A computed tomography (CT) scan of the abdomen showed no lymphadenopathy, masses, or hepatosplenomegaly.",Merge Q592,A
-0.0,"He was well-appearing with conjunctival pallor but no petechiae, no hepatosplenomegaly, and a normal neurologic examination.Laboratory evaluation showed a white blood cell count of 1.7 × 103/μL with an absolute neutrophil count of 0.17 × 103/μL; hemoglobin level, 7 g/dL with mean corpuscular volume of 103 fL (reticulocyte index, 0.94); and platelet count, 116 × 103/μL.",Merge Q592,A
-0.008784740111454591,Peripheral blood smear showed occasional pseudo Pelger-Huet cells and rare teardrop cells.,Merge Q592,A
-0.024914572159138584,Results of a complete blood cell count from 8 months prior were normal.,Merge Q592,A
-0.2148436686869582,"He had a distant history of viral myocarditis and was taking lisinopril, carvedilol, furosemide, aspirin, and a multivitamin.",Merge Q592,A
-0.2609329870433096,A 54-year-old man presented for evaluation of new-onset pancytopenia.,Merge Q592,A
1.1067146611818766,"A woman in her 20s was seen with a 6-year history of recurrent, pruritic skin eruptions involving the middle and lower back.",Merge Q593,B
0.6848128919616556,"Physical examination showed several discrete, erythematous, scaly papules admixed with light brown reticulated macules and patches (Figure, A and B).",Merge Q593,B
0.2940682088782814,"D, Prominent dermal melanophages are present (hematoxylin-eosin, original magnification ×20).",Merge Q593,B
0.20278189942952776,.,Merge Q593,B
0.12891074608502331,"C, Histopathologic examination shows eosinophilic spongiosis with interface dermatitis, dyskeratosis, and neutrophilic exocytosis (hematoxylin-eosin, original magnification ×20).",Merge Q593,B
0.0,"B, Discrete erythematous and scaly papules and overlying hyperpigmented patches are shown.",Merge Q593,B
0.0,"Punch biopsy specimens were obtained for further evaluation (Figure, C and D).A, Light brown macules and patches on the back show a strikingly reticular pattern.",Merge Q593,B
-0.26980530470609665,"She was treated with potent topical corticosteroids and oral prednisone, with no improvement.",Merge Q593,B
-0.4885117764397834,"Before evaluation in our department, the patient had undergone a skin biopsy that showed spongiotic dermatitis, had patch testing that was reportedly negative, and received a diagnosis of atopic dermatitis.",Merge Q593,B
-1.383630287463244,"She denied use of heating pads, space heaters, or other forms of external radiation.",Merge Q593,B
0.7151546957702588,"Her medical history was significant for heavy smoking, reflux, and surgical procedures including a right inguinal hernia repair, total abdominal hysterectomy, and bilateral salpingo-oopherectomy, all more than 5 years prior.",Merge Q594,B
0.30814229955098776,"A 45-year-old woman presented to the emergency department on the morning after Thanksgiving with sudden, severe, constant epigastric pain that migrated to the right upper quadrant as well as subjective fever and emesis since the previous evening.",Merge Q594,B
0.2837771473263212,Contrast-enhanced computed tomography demonstrated a focal area of mixed fat density involving the distal small bowel concerning for a lead point with adjacent mesenteric fat stranding (Figure 1).,Merge Q594,B
0.21109448428963673,The patient was subsequently taken to the operating room for exploratory laparotomy and found to have an obstruction in the distal ileum.,Merge Q594,B
0.056387500056559924,"On examination, she had a distended and tympanic abdomen with tenderness, guarding, and rebound in the epigastrium and right upper quadrant.",Merge Q594,B
0.006208956241607666,"She denied hematochezia, melena, or hematemesis.",Merge Q594,B
0.0,.,Merge Q594,B
-0.0,"A, Coronal view demonstrating obstructing intraluminal lesion (arrowhead).",Merge Q594,B
0.0,"Vital signs and standard laboratory test results were unremarkable.An upright abdominal plain radiograph showed a distended, thickened stomach and multiple dilated loops of small bowel with air-fluid levels.",Merge Q594,B
-0.1472992475303776,"B, Transverse view demonstrating obstructing intraluminal lesion (arrowhead).",Merge Q594,B
-0.1867769078068431,The scan also revealed multiple bilateral lung nodules.Computed tomography of abdomen.,Merge Q594,B
-0.43095017628565396,She reported a failure to pass stool or flatus since the onset of symptoms.,Merge Q594,B
0.8119858749540336,"Magnetic resonance imaging (MRI) of the brain revealed diffuse abnormalities on T2-weighted fluid-attenuated inversion recovery sequences (Figure, B).A, Color fundus photograph of the right eye demonstrates severe optic disc edema, retinal hemorrhages, cotton-wool spots, and macular exudates.",Merge Q595,B
0.17789570673007699,Her intraocular pressure was 14 mm Hg OD and 10 mm Hg OS.,Merge Q595,B
0.0661927486394856,"Extraocular movements were intact, and pupils were round and reactive with no afferent pupillary defect.",Merge Q595,B
-0.0,"B, Magnetic resonance imaging scan of the brain in axial T2-weighted fluid-attenuated inversion recovery sequences reveals diffuse T2-weighted signal abnormality involving the cerebral hemispheres, brain stem, and cerebellum.",Merge Q595,B
-0.0,"Results of examination of her fundus are shown in the Figure, A.",Merge Q595,B
0.0,.,Merge Q595,B
0.0,Results of the patient’s anterior segment examination were within normal limits.,Merge Q595,B
-0.0,Her best-corrected visual acuity was 20/100 OD and 20/70 OS.,Merge Q595,B
-0.0,She had a history of chronic migraines and reported worsening headaches during the past 3 months.,Merge Q595,B
0.0,She reported intermittent tinnitus but denied transient visual obscurations or hearing changes.,Merge Q595,B
-0.006275177001953125,"The patient experienced intermittent episodes of numbness of her tongue, teeth, and upper extremities.",Merge Q595,B
-0.07628728009379357,Results of a review of systems were otherwise unremarkable.,Merge Q595,B
-0.09165445069423613,"A woman in her 30s was referred for evaluation of severe bilateral optic disc edema, retinal hemorrhages, and a gradual decrease in vision during a 3-week period.",Merge Q595,B
-0.22764934139239937,The patient was not taking any medications and denied a history of illicit drug use.,Merge Q595,B
13.375588903071977,"The lesions had been present since childhood, but the size of the lesions and the intensity of pain associated with them had recently increased with even light touch causing paroxysms of pain.",Merge Q596,A
3.9319110645780593,"The patient underwent duplex ultrasonography of representative papules on the thigh, and a skin biopsy specimen of a papule on the thigh was obtained for histopathologic evaluation.Clinically, multiple discrete and agminated blue papules are apparent, nodular, blue cutaneous lesions cobblestone-like in appearance, on the thigh (A) and hand and thigh (B).",Merge Q596,A
2.704353243112564,"The pain associated with these papules worsened as the day progressed, and she could not tolerate elastic compression due to excessive pain on compression.",Merge Q596,A
2.4037502004524156,"On palpation, the papules were exquisitely tender and partially compressible.",Merge Q596,A
0.3793457037493313,"Physical examination revealed multiple discrete and agminated blue papules on the face, arms, hands, and thighs with a cobblestoned appearance (Figure 1).",Merge Q596,A
-0.0,.,Merge Q596,A
0.0,Her medical and family histories were unremarkable.,Merge Q596,A
0.0,A woman in her 30s presented with multiple discrete and clustered blue papules on her face and extremities.,Merge Q596,A
0.059433993023328996,"Fluorescein angiography showed multiple retinal arteriolar occlusions with variable leakage (Figure).In this widefield fluorescein angiography, there are multiple areas of retinal artery occlusion not at branch points, with prominent leakage of fluorescein dye at some of the occlusions in each eye.Administer systemic steroids and discuss the potential need for long-term immunosuppression for Susac syndromeGive intravenous acyclovir and intravitreal foscarnet for viral retinitisObserve for acute posterior multifocal placoid pigment epitheliopathy.",Merge Q597,B
-0.0,Optical coherence tomography showed inner retinal thinning with preservation of outer retinal architecture.,Merge Q597,B
0.0,"The macula appeared flat, and there were scattered peripheral retinal hemorrhages and areas of retinal vascular nonperfusion in both eyes.",Merge Q597,B
-0.0,The optic discs were pink with sharp margins.,Merge Q597,B
0.0,Anterior segment biomicroscopy was normal without vitreous cell or haze.,Merge Q597,B
-0.0,"Visual acuity was 20/20 OU with normal pupil response, visual fields to finger counting, motility, and intraocular pressure.",Merge Q597,B
0.0,"Results from laboratory tests for hypercoagulable states, antinucleolar antibodies, antineutrophilic cytoplasmic antibodies, human immunodeficiency virus, Lyme disease, and tuberculosis were unrevealing.Ophthalmology was consulted.",Merge Q597,B
0.0,"Results from cerebrospinal fluid polymerase chain reaction were negative for herpes simplex virus, varicella zoster virus, and cytomegalovirus.",Merge Q597,B
-0.0,"A lumbar puncture showed lymphocytosis (80%), normal glucose levels, and protein levels greater than 125 mg/dL.",Merge Q597,B
0.0,"Results from computed tomography of the head were normal, but magnetic resonance imaging of the brain revealed multifocal punctate areas of restricted diffusion.",Merge Q597,B
0.0,"White blood cell count was elevated at 14 600/μL (to convert to ×109 per liter, multiply by 0.001).",Merge Q597,B
0.0,"She was alert but confused and disoriented, and she manifested gait imbalance and ataxia.",Merge Q597,B
-0.0,Review of systems was remarkable for concomitant hearing loss and vertigo for 1 month.,Merge Q597,B
-0.0,"A woman in her teens with no relevant medical history was brought to the hospital for personality changes, headache, and decreased vision bilaterally.",Merge Q597,B
17.813682998324982,He had a 16-year history of diabetes mellitus that was being treated with metformin.,Merge Q598,D
13.38123255418716,"A lesional skin biopsy was performed (Figure 1B and C).A, Clinical image of the reddish brown hyperkeratotic papules on the front of the left leg.",Merge Q598,D
9.667361348893653,Physical examination revealed reddish brown hyperkeratotic papules 1 to 10 mm wide on the front and back of the left leg from knee to ankle.,Merge Q598,D
3.7724065134022866,"A man in his 60s presented with a 10-year history of a slowly progressive, asymptomatic cutaneous eruption on his left leg (Figure 1A).",Merge Q598,D
2.693910308244032,There was no history of another endocrine disorder or malignant neoplasm.,Merge Q598,D
1.5450824460676655,The rest of the physical examination findings were unremarkable.,Merge Q598,D
1.443296362781504,There was no family history of similar cutaneous findings.,Merge Q598,D
0.0,"B and C, Hematoxylin-eosin–stained lesional skin biopsy specimens revealing compact hyperkeratosis, epidermal atrophy, and bandlike lymphocyte infiltrate in the superficial dermis.",Merge Q598,D
-0.0,.,Merge Q598,D
0.0,Removal of the scales caused slight bleeding.,Merge Q598,D
0.0,Hematological and biochemical test results were unremarkable.,Merge Q598,D
0.8612925475996813,Fluorescein angiography demonstrated no leakage.Color fundus photograph of the right eye showing a pale nerve and mildly dilated and tortuous veins.Ask the patient to taper the oral prednisone and reassure her that the symptoms will gradually resolveAdminister intravitreal injection of an anti–vascular endothelial growth factor agent.,Merge Q599,C
0.4747247447086587,A woman in her late 20s presented with blurry vision in both eyes of 2-week duration.,Merge Q599,C
0.4278862854523181,Her ocular history included optic neuropathy 5 years prior to presentation.,Merge Q599,C
0.1940124230759062,A dilated ophthalmoscopic examination revealed mild optic nerve pallor (associated with her past episodes of optic neuritis) (Figure).,Merge Q599,C
0.10295250204893906,"As her Bell palsy was improving, she noted worsening of her visual acuity.",Merge Q599,C
0.05694606341421604,Her medical history included acute lymphocytic leukemia (currently in remission) after an allogenic hematopoetic stem cell transplant.,Merge Q599,C
-0.0,The vitreous was free of cells in each eye.,Merge Q599,C
0.0,Tensions were 12 mm Hg bilaterally.,Merge Q599,C
-0.0,Her best-corrected visual acuity was hand motion OD and 20/400 OS.,Merge Q599,C
-0.0,"Two months before presentation, she developed Bell palsy on the right side of her face for which she was being treated with oral prednisone; her other medications were oral contraceptives and multivitamins.",Merge Q599,C
-0.17035277095050755,A slitlamp examination revealed normal anterior segments in each eye.,Merge Q599,C
1.343908836186741,"Computed tomography of the orbits and magnetic resonance imaging (MRI) of the brain and orbits showed a large lesion of the right greater wing of the sphenoid bone extending toward the orbital apex with edema and enhancement of the right temporal lobe of the brain (Figure 1).A, Axial computed tomography (CT) of the orbits with contrast shows a large destructive lesion in the right sphenoid bone and anterior aspect of the middle cranial fossa.",Merge Q600,D
0.07634664376377368,"The lesion can be seen also involving the right side of the sphenoid bone, orbital apex, and scalp anteriorly.",Merge Q600,D
0.07160169310987385,.,Merge Q600,D
0.034326597818387435,"B, A T1-weighted magnetic resonance image (MRI) of the brain and orbits without contrast shows the involvement of the right temporal lobe.",Merge Q600,D
0.0,The scale across the bottom of each image is measured in centimeters.,Merge Q600,D
-0.0,The remainder of the slitlamp and dilated fundus examination results were within normal limits.,Merge Q600,D
-0.0,"The patient’s visual acuity, color vision, and pupillary examination results were within normal limits, and intraocular pressures were 28 mm Hg OD and 20 mm Hg OS.",Merge Q600,D
-0.0,There was trace vasodilation and chemosis of the conjunctiva in the right eye.,Merge Q600,D
0.0,There was right upper and lower eyelid edema with mild erythema and 3 mm of proptosis.,Merge Q600,D
0.0,The extraocular movements and confrontational visual fields were normal.,Merge Q600,D
-0.09292817211348435,"A 4-year-old girl with no previous medical or ocular history presented with 10 days of right painless, periorbital swelling and erythema.",Merge Q600,D
-0.14792027308744204,The eyelids were nontender to palpation.,Merge Q600,D
-0.2109557083517878,The patient was previously treated with an oral combination of amoxicillin and clavulanic acid and topical gentamicin therapy without any improvement.,Merge Q600,D
-0.21410909963499322,"A indicates anterior; R, right.",Merge Q600,D
0.05264997109770775,Prior treatment with intralesional triamcinolone injections for a presumed keloid yielded no improvement.,Merge Q601,B
0.0493123719468068,Computed tomography scan of the abdomen showed a well-circumscribed nodule within the umbilicus without intrabdominal extension or herniation.,Merge Q601,B
-0.0,Surgical excision followed by umbilical reconstruction was performed.,Merge Q601,B
-0.0,"Glandular epithelium composed of basophilic cuboidal cells and showing decapitation secretion was also present (Figure, D).",Merge Q601,B
0.0,"The stroma tissue was characterized by small spindle cells, hemorrhage, and numerous hemosiderin-laden macrophages (Figure, C).",Merge Q601,B
-0.0,.,Merge Q601,B
0.0,"D, Glandular epithelium showing prominent decapitation secretion (hematoxylin-eosin).Histopathologic examination revealed stromal tissue and glandular epithelium within the dermis (Figure, B).",Merge Q601,B
0.0,"C, Higher-power view demonstrating a spindle-cell stroma with hemorrhage and hemosiderin-laden macrophages (hematoxylin-eosin).",Merge Q601,B
0.0,"A, Smooth reddish-brown nodule within the umbilicus.",Merge Q601,B
0.0,"B, Low-power view showing glandular and stromal tissue within the dermis (hematoxylin-eosin).",Merge Q601,B
0.0,There was no change in size with the Valsalva maneuver.Clinical image and punch biopsy specimen.,Merge Q601,B
0.0,"Physical examination showed a discrete, reddish-brown, noncompressible, smooth nodule within the umbilicus (Figure, A).",Merge Q601,B
0.0,She described occasional pain and intermittent bleeding from the site.,Merge Q601,B
0.0,A woman in her 40s with no significant medical history presented with a 1-year history of an umbilical nodule.,Merge Q601,B
