ID,src,lab5,lab4,sent_idx,h5,h4
ID0883,medxpert,H,L,3,True,False
ID0884,mmlu,L,L,3,False,False
ID0885,medbullets,I,L,3,False,False
ID0887,medbullets,L,L,3,False,False
ID0889,jama,L,L,3,False,False
ID0893,medbullets,I,L,3,False,False
ID0894,jama,H,H,3,True,True
ID0895,jama,H,H,3,True,True
ID0899,jama,H,L,3,True,False
ID0900,jama,L,L,3,False,False
ID0901,medbullets,L,L,3,False,False
ID0902,medxpert,I,I,3,False,False
ID0904,jama,H,H,3,True,True
ID0907,medxpert,H,H,3,True,True
ID0908,jama,L,L,3,False,False
ID0909,mmlu,I,I,3,False,False
ID0910,mmlu,H,H,3,True,True
ID0911,mmlu,H,H,3,True,True
ID0912,medxpert,I,I,3,False,False
ID0915,jama,H,L,3,True,False
ID0916,jama,I,I,3,False,False
ID0918,mmlu,L,L,3,False,False
ID0919,medxpert,I,L,3,False,False
ID0922,medxpert,H,H,3,True,True
ID0923,medbullets,H,H,3,True,True
ID0924,medbullets,H,H,3,True,True
ID0925,jama,I,I,3,False,False
ID0926,medxpert,I,I,3,False,False
ID0927,jama,H,L,3,True,False
ID0928,medbullets,L,L,3,False,False
ID0934,medxpert,I,I,3,False,False
ID0935,jama,L,L,3,False,False
ID0937,jama,H,L,3,True,False
ID0939,jama,I,L,3,False,False
ID0941,medxpert,H,L,3,True,False
ID0942,medxpert,I,L,3,False,False
ID0944,mmlu,H,H,3,True,True
ID0948,medxpert,I,I,3,False,False
ID0949,medbullets,H,H,3,True,True
ID0951,mmlu,L,I,3,False,False
ID0953,mmlu,H,H,3,True,True
ID0954,jama,I,L,3,False,False
ID0957,medxpert,H,L,3,True,False
ID0961,jama,H,H,3,True,True
ID0962,jama,I,I,3,False,False
ID0963,mmlu,L,L,3,False,False
ID0965,medxpert,L,H,3,False,True
ID0967,medbullets,I,L,3,False,False
ID0968,jama,I,L,3,False,False
ID0969,jama,I,I,3,False,False
ID0970,medbullets,H,L,3,True,False
ID0972,medxpert,H,H,3,True,True
ID0973,jama,L,L,3,False,False
ID0974,medbullets,I,I,3,False,False
ID0976,jama,H,H,3,True,True
ID0977,jama,L,L,3,False,False
ID0979,medxpert,I,I,3,False,False
ID0981,jama,H,L,3,True,False
ID0982,jama,H,H,3,True,True
ID0987,medbullets,H,H,3,True,True
ID0990,jama,L,H,3,False,True
ID0991,jama,L,L,3,False,False
ID0992,medxpert,H,H,3,True,True
ID0993,jama,I,L,3,False,False
ID0994,medxpert,H,L,3,True,False
ID0996,jama,H,L,3,True,False
ID0998,jama,L,I,3,False,False
ID0999,mmlu,H,L,3,True,False
ID1001,jama,I,I,3,False,False
ID1002,jama,H,H,3,True,True
ID1005,jama,L,L,3,False,False
ID1006,jama,L,L,3,False,False
ID1009,medxpert,H,L,3,True,False
ID1011,jama,L,L,3,False,False
ID1013,mmlu,H,H,3,True,True
ID1014,jama,L,L,3,False,False
ID1015,jama,H,L,3,True,False
ID1016,jama,L,L,3,False,False
ID1017,jama,I,L,3,False,False
ID1019,jama,L,I,3,False,False
ID1020,jama,I,I,3,False,False
ID1021,jama,H,H,3,True,True
ID1022,jama,L,L,3,False,False
ID1024,medbullets,I,I,3,False,False
ID1025,mmlu,H,L,3,True,False
ID1026,medxpert,H,L,3,True,False
ID1028,medbullets,L,H,3,False,True
ID1029,medxpert,L,L,3,False,False
ID1031,medxpert,I,L,3,False,False
ID1032,jama,L,L,3,False,False
ID1035,jama,L,L,3,False,False
ID1037,jama,L,L,3,False,False
ID1038,jama,H,H,3,True,True
ID1040,jama,I,I,3,False,False
ID1044,mmlu,H,H,3,True,True
ID1047,jama,H,L,3,True,False
ID1048,jama,H,H,3,True,True
ID1049,jama,L,L,3,False,False
ID1051,medbullets,H,H,3,True,True
ID1055,medxpert,L,L,3,False,False
ID1058,medxpert,I,I,3,False,False
ID1059,mmlu,I,L,3,False,False
ID1060,jama,L,L,3,False,False
ID1062,medxpert,L,L,3,False,False
ID1063,mmlu,H,H,3,True,True
ID1064,mmlu,I,I,3,False,False
ID1065,medxpert,H,H,3,True,True
ID1066,medxpert,L,L,3,False,False
ID1067,medxpert,H,L,3,True,False
ID1068,jama,L,L,3,False,False
ID1070,jama,L,L,3,False,False
ID1071,jama,H,L,3,True,False
ID1072,medxpert,L,L,3,False,False
ID1073,jama,L,L,3,False,False
ID1074,medxpert,H,L,3,True,False
ID1075,jama,L,L,3,False,False
ID1076,jama,I,L,3,False,False
ID1077,jama,H,L,3,True,False
ID1079,jama,L,L,3,False,False
ID1080,jama,L,H,3,False,True
ID1081,medbullets,L,L,3,False,False
ID1082,mmlu,L,L,3,False,False
ID1084,jama,L,L,3,False,False
ID1085,medxpert,L,L,3,False,False
ID1087,jama,H,H,3,True,True
ID1088,mmlu,H,H,3,True,True
ID1089,jama,H,H,3,True,True
ID1090,jama,L,L,3,False,False
ID1093,medbullets,H,L,3,True,False
ID1098,jama,L,L,3,False,False
ID1099,jama,H,L,3,True,False
ID1101,jama,H,H,3,True,True
ID1102,medxpert,H,H,3,True,True
ID1108,medxpert,H,H,3,True,True
ID1110,jama,H,H,3,True,True
ID1112,mmlu,I,L,3,False,False
ID1113,jama,H,L,3,True,False
ID1114,mmlu,I,L,3,False,False
ID1116,medbullets,I,I,3,False,False
ID1117,medxpert,H,L,3,True,False
ID1118,jama,L,L,3,False,False
ID1119,jama,L,L,3,False,False
ID1121,jama,H,L,3,True,False
ID1123,jama,I,L,3,False,False
ID1125,medxpert,L,L,3,False,False
ID1127,jama,L,H,3,False,True
ID1129,medbullets,L,L,3,False,False
ID1130,medbullets,H,H,3,True,True
ID1131,jama,I,L,3,False,False
ID1132,jama,L,L,3,False,False
ID1135,jama,H,L,3,True,False
ID1137,medbullets,H,H,3,True,True
ID1138,jama,H,H,3,True,True
ID1139,jama,H,L,3,True,False
ID1140,jama,H,H,3,True,True
ID1141,medxpert,H,L,3,True,False
ID1142,medbullets,H,L,3,True,False
ID1146,jama,H,H,3,True,True
ID1147,medxpert,I,L,3,False,False
ID1148,jama,H,L,3,True,False
ID1149,jama,L,L,3,False,False
ID1150,jama,L,L,3,False,False
ID1151,medxpert,I,L,3,False,False
ID1152,mmlu,L,L,3,False,False
ID1153,medbullets,H,H,3,True,True
ID1154,medxpert,L,I,3,False,False
ID1155,medxpert,I,L,3,False,False
ID1157,medbullets,L,L,3,False,False
ID1158,medbullets,L,L,3,False,False
ID1160,jama,H,H,3,True,True
ID1161,medxpert,H,H,3,True,True
ID1162,jama,H,H,3,True,True
ID1163,mmlu,L,L,3,False,False
ID1166,jama,L,L,3,False,False
ID1167,jama,L,L,3,False,False
ID1170,jama,H,L,3,True,False
ID1171,jama,I,I,3,False,False
ID1172,medxpert,L,H,3,False,True
ID1174,jama,L,L,3,False,False
ID1175,jama,H,L,3,True,False
ID1176,medxpert,H,H,3,True,True
ID1178,jama,I,L,3,False,False
ID1179,medxpert,H,H,3,True,True
ID1180,mmlu,H,H,3,True,True
ID1181,mmlu,H,H,3,True,True
ID1182,mmlu,L,L,3,False,False
ID1183,jama,L,H,3,False,True
ID1184,medxpert,L,L,3,False,False
ID1185,jama,I,L,3,False,False
ID1187,mmlu,I,I,3,False,False
ID1189,medxpert,H,L,3,True,False
ID1190,medxpert,L,L,3,False,False
ID1193,jama,H,H,3,True,True
ID1194,medxpert,I,I,3,False,False
ID1198,jama,L,H,3,False,True
ID1199,medxpert,L,L,3,False,False
ID1200,medbullets,H,H,3,True,True
ID1201,jama,L,H,3,False,True
ID1202,medbullets,I,L,3,False,False
ID1204,jama,H,H,3,True,True
ID1206,mmlu,L,L,3,False,False
ID1207,jama,L,L,3,False,False
ID1208,medxpert,H,H,3,True,True
ID1209,mmlu,H,L,3,True,False
ID1212,medxpert,L,L,3,False,False
ID1214,jama,L,I,3,False,False
ID1215,jama,H,L,3,True,False
ID1216,jama,L,L,3,False,False
ID1217,jama,L,L,3,False,False
ID1218,medbullets,H,H,3,True,True
ID1219,jama,L,L,3,False,False
ID1221,medbullets,I,I,3,False,False
ID1223,mmlu,H,L,3,True,False
ID1224,jama,H,L,3,True,False
ID1226,medxpert,H,H,3,True,True
ID1227,mmlu,L,L,3,False,False
ID1228,medbullets,L,L,3,False,False
ID1229,jama,I,I,3,False,False
ID1230,jama,L,L,3,False,False
ID1232,medbullets,L,L,3,False,False
ID1233,jama,I,L,3,False,False
ID1234,jama,L,L,3,False,False
ID1236,jama,L,L,3,False,False
ID1239,mmlu,H,L,3,True,False
ID1240,mmlu,H,L,3,True,False
ID1242,jama,L,L,3,False,False
ID1244,jama,H,H,3,True,True
ID1245,medbullets,I,L,3,False,False
ID1246,medbullets,H,L,3,True,False
ID1247,jama,L,L,3,False,False
ID1248,mmlu,I,L,3,False,False
ID1249,medbullets,I,L,3,False,False
ID1251,medxpert,L,L,3,False,False
ID1252,medxpert,H,I,3,True,False
ID1254,medxpert,I,I,3,False,False
ID1255,medxpert,H,H,3,True,True
ID1256,medxpert,H,H,3,True,True
ID1258,mmlu,L,L,3,False,False
ID1260,jama,L,I,3,False,False
ID1261,mmlu,L,L,3,False,False
ID1262,medbullets,H,H,3,True,True
ID1264,jama,L,L,3,False,False
ID1266,jama,L,L,3,False,False
ID1267,jama,L,I,3,False,False
ID1268,mmlu,H,H,3,True,True
ID1269,medbullets,H,L,3,True,False
ID1270,medxpert,H,H,3,True,True
ID1271,medbullets,H,H,3,True,True
ID1272,mmlu,H,H,3,True,True
ID1273,jama,L,L,3,False,False
ID1275,jama,H,L,3,True,False
ID1276,jama,L,L,3,False,False
ID1277,mmlu,H,L,3,True,False
ID1278,medbullets,I,L,3,False,False
ID1279,medbullets,H,H,3,True,True
ID1280,medxpert,H,I,3,True,False
ID1281,jama,L,L,3,False,False
ID1284,medxpert,I,L,3,False,False
ID1285,jama,H,I,3,True,False
ID1286,jama,H,L,3,True,False
ID1287,mmlu,I,L,3,False,False
ID1288,jama,H,L,3,True,False
ID1289,jama,H,H,3,True,True
ID1290,jama,H,H,3,True,True
ID1291,medxpert,L,I,3,False,False
ID1294,medxpert,I,L,3,False,False
ID1296,mmlu,I,I,3,False,False
ID1297,mmlu,L,H,3,False,True
ID1298,medxpert,L,L,3,False,False
ID1299,medxpert,H,H,3,True,True
ID1301,jama,H,L,3,True,False
ID1302,mmlu,L,I,3,False,False
ID1303,jama,I,L,3,False,False
ID1307,medbullets,I,L,3,False,False
ID1308,jama,L,L,3,False,False
ID1309,medxpert,H,H,3,True,True
ID1310,mmlu,I,I,3,False,False
ID1311,medxpert,H,L,3,True,False
ID1312,medxpert,H,L,3,True,False
ID1313,medbullets,H,H,3,True,True
ID1314,jama,L,L,3,False,False
ID1315,medbullets,H,H,3,True,True
ID1316,mmlu,L,H,3,False,True
ID1318,jama,L,L,3,False,False
ID1320,jama,H,H,3,True,True
ID1321,jama,L,H,3,False,True
ID1324,medxpert,H,H,3,True,True
ID1328,medxpert,H,H,3,True,True
ID1329,medbullets,I,I,3,False,False
ID1330,mmlu,H,H,3,True,True
ID1331,mmlu,H,L,3,True,False
ID1332,jama,L,L,3,False,False
ID1333,medxpert,I,I,3,False,False
ID1334,jama,L,L,3,False,False
ID1335,mmlu,I,I,3,False,False
ID1336,mmlu,I,I,3,False,False
ID1337,medbullets,L,L,3,False,False
ID1338,medbullets,H,H,3,True,True
ID1339,mmlu,I,I,3,False,False
ID1340,medxpert,L,L,3,False,False
ID1343,medbullets,L,L,3,False,False
ID1345,medbullets,H,H,3,True,True
ID1346,jama,H,L,3,True,False
ID1347,jama,H,H,3,True,True
ID1348,jama,L,L,3,False,False
ID1349,jama,L,H,3,False,True
ID1350,jama,L,L,3,False,False
ID1352,jama,L,L,3,False,False
ID1353,jama,H,L,3,True,False
ID1354,jama,L,H,3,False,True
ID1355,mmlu,H,H,3,True,True
ID1356,medxpert,I,I,3,False,False
ID1357,medxpert,L,L,3,False,False
ID1359,jama,H,H,3,True,True
ID1360,jama,L,L,3,False,False
ID1362,medbullets,L,L,3,False,False
ID1366,jama,L,H,3,False,True
ID1368,jama,L,L,3,False,False
ID1369,medxpert,H,H,3,True,True
ID1371,medbullets,H,L,3,True,False
ID1373,jama,I,L,3,False,False
ID1374,jama,L,H,3,False,True
ID1376,jama,L,L,3,False,False
ID1377,jama,L,L,3,False,False
ID1378,medbullets,H,L,3,True,False
ID1380,medxpert,L,L,3,False,False
ID1381,jama,L,L,3,False,False
ID1382,jama,L,L,3,False,False
ID1383,mmlu,L,L,3,False,False
ID1384,medbullets,L,L,3,False,False
ID1385,medxpert,L,L,3,False,False
ID1387,jama,L,L,3,False,False
ID1388,jama,H,H,3,True,True
ID1389,medxpert,H,L,3,True,False
ID1391,jama,H,L,3,True,False
ID1392,medxpert,H,H,3,True,True
ID1394,medbullets,I,I,3,False,False
ID1395,medxpert,H,H,3,True,True
ID1396,medxpert,H,H,3,True,True
ID1397,medbullets,I,I,3,False,False
ID1398,jama,H,L,3,True,False
ID1399,medxpert,H,L,3,True,False
ID1401,jama,L,L,3,False,False
ID1402,jama,I,I,3,False,False
ID1403,jama,H,L,3,True,False
ID1405,mmlu,H,L,3,True,False
ID1409,medxpert,I,L,3,False,False
ID1411,medbullets,L,H,3,False,True
ID1413,medbullets,H,H,3,True,True
ID1414,medxpert,L,H,3,False,True
ID1416,jama,H,H,3,True,True
ID1418,mmlu,L,L,3,False,False
ID1419,jama,L,L,3,False,False
ID1421,mmlu,H,H,3,True,True
ID1422,medbullets,L,L,3,False,False
ID1423,medxpert,H,H,3,True,True
ID1425,mmlu,I,L,3,False,False
ID1426,mmlu,H,H,3,True,True
ID1428,medxpert,L,L,3,False,False
ID1429,jama,I,L,3,False,False
ID1430,jama,I,L,3,False,False
ID1431,jama,L,L,3,False,False
ID1432,medxpert,L,L,3,False,False
ID1434,medxpert,L,L,3,False,False
ID1438,jama,H,H,3,True,True
ID1439,medbullets,H,L,3,True,False
ID1442,mmlu,L,L,3,False,False
ID1445,mmlu,L,L,3,False,False
ID1446,mmlu,L,L,3,False,False
ID1448,medxpert,L,I,3,False,False
ID1449,medxpert,L,L,3,False,False
ID1450,jama,H,L,3,True,False
ID1452,medbullets,I,I,3,False,False
ID1453,jama,H,L,3,True,False
ID1454,mmlu,L,L,3,False,False
ID1457,medbullets,H,L,3,True,False
ID1458,jama,L,L,3,False,False
ID1459,jama,H,H,3,True,True
ID1460,mmlu,H,H,3,True,True
ID1462,medxpert,L,L,3,False,False
ID1463,medxpert,H,H,3,True,True
ID1464,jama,H,L,3,True,False
ID1466,mmlu,L,L,3,False,False
ID1467,mmlu,L,L,3,False,False
ID1468,medbullets,H,L,3,True,False
ID1469,jama,H,L,3,True,False
ID1474,mmlu,L,L,3,False,False
ID1475,medbullets,H,L,3,True,False
ID1476,jama,H,H,3,True,True
ID1477,jama,H,H,3,True,True
ID1479,mmlu,H,H,3,True,True
ID1480,medbullets,H,H,3,True,True
ID1481,jama,H,H,3,True,True
ID1485,jama,L,I,3,False,False
ID1486,jama,L,L,3,False,False
ID1488,medbullets,H,H,3,True,True
ID1489,medbullets,I,L,3,False,False
ID1490,medbullets,L,L,3,False,False
ID1491,jama,L,L,3,False,False
ID1492,medxpert,I,L,3,False,False
ID1494,medbullets,H,L,3,True,False
ID1495,medbullets,H,H,3,True,True
ID1496,medbullets,L,L,3,False,False
ID1500,mmlu,H,H,3,True,True
ID1501,medxpert,H,L,3,True,False
ID1504,medxpert,H,L,3,True,False
ID1505,jama,I,L,3,False,False
ID1506,mmlu,H,H,3,True,True
ID1507,mmlu,L,L,3,False,False
ID1508,medbullets,I,I,3,False,False
ID1510,jama,L,H,3,False,True
ID1513,jama,H,H,3,True,True
ID1514,jama,L,H,3,False,True
ID1515,mmlu,H,H,3,True,True
ID1517,jama,L,L,3,False,False
ID1518,jama,L,L,3,False,False
ID1520,jama,L,L,3,False,False
ID1524,mmlu,I,I,3,False,False
ID1525,jama,L,L,3,False,False
ID1526,medbullets,H,H,3,True,True
ID1529,jama,I,I,3,False,False
ID1530,jama,L,I,3,False,False
ID1531,jama,H,H,3,True,True
ID1532,jama,L,L,3,False,False
ID1533,jama,I,I,3,False,False
ID1534,medbullets,H,H,3,True,True
ID1536,medbullets,H,L,3,True,False
ID1538,jama,H,H,3,True,True
ID1539,medbullets,I,I,3,False,False
ID1540,jama,H,L,3,True,False
ID1541,medbullets,L,L,3,False,False
ID1543,mmlu,H,H,3,True,True
ID1544,mmlu,I,I,3,False,False
ID1545,jama,L,L,3,False,False
ID1550,jama,L,L,3,False,False
ID1551,jama,H,L,3,True,False
ID1552,medbullets,L,H,3,False,True
ID1553,medbullets,I,L,3,False,False
ID1555,jama,L,L,3,False,False
ID1557,medxpert,I,I,3,False,False
ID1558,jama,L,L,3,False,False
ID1559,medxpert,I,L,3,False,False
ID1560,jama,L,H,3,False,True
ID1561,jama,L,L,3,False,False
ID1565,medbullets,L,L,3,False,False
ID1566,medbullets,I,L,3,False,False
ID1567,medxpert,L,L,3,False,False
ID1569,mmlu,L,L,3,False,False
ID1570,medbullets,H,L,3,True,False
ID1571,medxpert,H,H,3,True,True
ID1572,medxpert,H,L,3,True,False
ID1573,jama,H,L,3,True,False
ID1574,jama,I,L,3,False,False
ID1575,jama,H,H,3,True,True
ID1578,medxpert,H,H,3,True,True
ID1580,medxpert,H,L,3,True,False
ID1581,jama,I,L,3,False,False
ID1582,medxpert,I,I,3,False,False
ID1583,mmlu,I,L,3,False,False
ID1584,jama,L,L,3,False,False
ID1585,jama,L,L,3,False,False
ID1586,mmlu,L,L,3,False,False
ID1587,mmlu,I,I,3,False,False
ID1590,mmlu,H,H,3,True,True
ID1591,medxpert,L,L,3,False,False
ID1593,medxpert,L,L,3,False,False
ID1594,jama,L,L,3,False,False
ID1596,mmlu,I,I,3,False,False
ID1599,medbullets,L,H,3,False,True
ID1601,jama,L,L,3,False,False
ID1602,medbullets,L,L,3,False,False
ID1605,jama,L,L,3,False,False
ID1607,jama,H,H,3,True,True
ID1610,jama,L,L,3,False,False
ID1612,jama,L,I,3,False,False
ID1613,mmlu,L,L,3,False,False
ID1614,medxpert,H,H,3,True,True
ID1617,medxpert,L,L,3,False,False
ID1618,jama,H,L,3,True,False
ID1622,mmlu,H,H,3,True,True
ID1625,medxpert,L,L,3,False,False
ID1629,medbullets,H,H,3,True,True
ID1632,medbullets,I,I,3,False,False
ID1633,mmlu,I,I,3,False,False
ID1634,medbullets,L,L,3,False,False
ID1636,medbullets,H,H,3,True,True
ID1637,medbullets,I,L,3,False,False
ID1638,jama,H,L,3,True,False
ID1640,medxpert,I,I,3,False,False
ID1641,jama,H,H,3,True,True
ID1645,jama,I,L,3,False,False
ID1646,medxpert,L,I,3,False,False
ID1650,mmlu,L,L,3,False,False
ID1651,jama,L,H,3,False,True
ID1652,jama,I,L,3,False,False
ID1653,jama,L,L,3,False,False
ID1654,medxpert,H,H,3,True,True
ID1655,jama,L,H,3,False,True
ID1656,medxpert,I,I,3,False,False
ID1659,jama,H,H,3,True,True
ID1660,mmlu,H,H,3,True,True
ID1662,mmlu,L,L,3,False,False
ID1663,jama,H,L,3,True,False
ID1664,jama,L,L,3,False,False
ID1666,medbullets,I,L,3,False,False
ID1667,medxpert,H,L,3,True,False
ID1668,medbullets,H,H,3,True,True
ID1671,jama,H,H,3,True,True
ID1672,jama,L,I,3,False,False
ID1673,medxpert,L,L,3,False,False
ID1674,jama,I,L,3,False,False
ID1676,medxpert,H,H,3,True,True
ID1678,jama,L,H,3,False,True
ID1679,jama,L,L,3,False,False
ID1680,jama,L,L,3,False,False
ID1683,jama,L,L,3,False,False
ID1684,medxpert,H,H,3,True,True
ID1685,medbullets,H,H,3,True,True
ID1687,medxpert,H,H,3,True,True
ID1688,mmlu,H,L,3,True,False
ID1689,jama,H,L,3,True,False
ID1691,medxpert,I,L,3,False,False
ID1692,jama,I,I,3,False,False
ID1693,medbullets,I,L,3,False,False
ID1694,medxpert,H,H,3,True,True
ID1695,jama,H,H,3,True,True
ID1696,medxpert,L,L,3,False,False
ID1697,jama,L,L,3,False,False
ID1698,medxpert,L,L,3,False,False
ID1699,jama,H,L,3,True,False
ID1700,mmlu,L,L,3,False,False
ID1701,mmlu,L,L,3,False,False
ID1702,jama,H,H,3,True,True
ID1704,medbullets,I,L,3,False,False
ID1706,medbullets,L,I,3,False,False
ID1710,jama,I,I,3,False,False
ID1711,jama,I,I,3,False,False
ID1712,medxpert,H,L,3,True,False
ID1713,jama,L,L,3,False,False
ID1714,jama,L,I,3,False,False
ID1715,mmlu,L,L,3,False,False
ID1716,jama,L,L,3,False,False
ID1717,medxpert,I,I,3,False,False
ID1718,medbullets,H,H,3,True,True
ID1722,medxpert,I,I,3,False,False
ID1724,medxpert,L,H,3,False,True
ID1725,mmlu,I,I,3,False,False
ID1727,medxpert,H,H,3,True,True
ID1728,jama,L,L,3,False,False
ID1732,jama,L,H,3,False,True
ID1734,jama,L,H,3,False,True
ID1738,medbullets,H,H,3,True,True
ID1741,medxpert,L,L,3,False,False
ID1742,medxpert,H,L,3,True,False
ID1743,medxpert,I,I,3,False,False
ID1744,medxpert,L,L,3,False,False
ID1746,medxpert,I,I,3,False,False
ID1747,jama,H,L,3,True,False
ID1749,mmlu,I,I,3,False,False
ID1750,medxpert,L,L,3,False,False
ID1751,medxpert,I,I,3,False,False
ID1755,medxpert,L,L,3,False,False
ID1756,jama,L,L,3,False,False
ID1757,medxpert,L,H,3,False,True
ID1758,medxpert,I,I,3,False,False
ID1761,jama,H,H,3,True,True
ID1762,jama,I,I,3,False,False
ID1765,jama,L,H,3,False,True
ID1766,medxpert,L,I,3,False,False
ID1767,medxpert,H,H,3,True,True
ID1768,medbullets,H,H,3,True,True
ID1769,jama,H,H,3,True,True
ID1772,medxpert,H,H,3,True,True
ID1773,medxpert,I,I,3,False,False
ID1774,mmlu,L,I,3,False,False
ID1775,medxpert,H,I,3,True,False
ID1776,medxpert,H,H,3,True,True
ID1777,medxpert,L,L,3,False,False
ID1778,medxpert,I,L,3,False,False
ID1779,medxpert,L,L,3,False,False
ID1783,medxpert,I,I,3,False,False
ID1786,medbullets,I,I,3,False,False
ID1787,jama,L,L,3,False,False
ID1788,mmlu,L,L,3,False,False
ID1789,medxpert,H,H,3,True,True
ID1790,jama,L,L,3,False,False
ID1791,jama,H,H,3,True,True
ID1792,jama,H,H,3,True,True
ID1793,mmlu,H,L,3,True,False
ID1795,medxpert,H,H,3,True,True
ID1797,jama,H,H,3,True,True
ID1798,mmlu,H,H,3,True,True
ID1799,jama,L,L,3,False,False
ID1800,mmlu,H,L,3,True,False
ID1802,jama,L,L,3,False,False
ID1807,jama,L,L,3,False,False
ID1808,mmlu,H,H,3,True,True
ID1809,jama,L,L,3,False,False
ID1811,jama,H,H,3,True,True
ID1812,medbullets,H,H,3,True,True
ID1817,medxpert,L,L,3,False,False
ID1818,mmlu,I,L,3,False,False
ID1819,jama,L,L,3,False,False
ID1820,jama,H,H,3,True,True
ID1821,medbullets,L,L,3,False,False
ID1822,medbullets,H,L,3,True,False
ID1823,jama,L,L,3,False,False
ID1824,medbullets,L,L,3,False,False
ID1825,medxpert,H,H,3,True,True
ID1826,mmlu,H,H,3,True,True
ID1827,mmlu,I,L,3,False,False
ID1829,jama,H,L,3,True,False
ID1830,medxpert,H,H,3,True,True
ID1831,jama,L,L,3,False,False
ID1833,medbullets,I,I,3,False,False
ID1834,medxpert,I,I,3,False,False
ID1835,jama,I,I,3,False,False
ID1836,jama,H,L,3,True,False
ID1837,jama,L,L,3,False,False
ID1838,medbullets,H,H,3,True,True
ID1840,medxpert,I,L,3,False,False
ID1841,jama,H,L,3,True,False
ID1842,jama,H,H,3,True,True
ID1843,mmlu,H,H,3,True,True
ID1845,medbullets,L,L,3,False,False
ID1846,medbullets,L,H,3,False,True
ID1847,jama,H,L,3,True,False
ID1848,jama,H,H,3,True,True
ID1849,mmlu,H,L,3,True,False
ID1850,jama,L,L,3,False,False
ID1851,mmlu,L,H,3,False,True
ID1852,jama,H,H,3,True,True
ID1855,jama,L,L,3,False,False
ID1856,jama,L,L,3,False,False
ID1858,medxpert,H,L,3,True,False
ID1859,jama,H,L,3,True,False
ID1860,jama,L,H,3,False,True
ID1862,mmlu,L,L,3,False,False
ID1863,mmlu,H,L,3,True,False
ID1865,jama,L,L,3,False,False
ID1866,mmlu,H,L,3,True,False
ID1868,jama,H,L,3,True,False
ID1870,jama,H,H,3,True,True
ID1871,medxpert,H,H,3,True,True
ID1873,mmlu,H,L,3,True,False
ID1874,mmlu,I,I,3,False,False
ID1875,jama,H,H,3,True,True
ID1876,jama,H,L,3,True,False
ID1879,jama,H,H,3,True,True
ID1880,medbullets,L,L,3,False,False
ID1881,mmlu,H,H,3,True,True
ID1882,medbullets,I,L,3,False,False
ID1886,medxpert,L,L,3,False,False
ID1887,jama,I,I,3,False,False
ID1888,medxpert,I,I,3,False,False
ID1889,mmlu,I,I,3,False,False
ID1890,medxpert,L,L,3,False,False
ID1892,medxpert,H,H,3,True,True
ID1893,jama,H,L,3,True,False
ID1895,medbullets,H,H,3,True,True
ID1896,medxpert,I,I,3,False,False
ID1898,medbullets,L,L,3,False,False
ID1899,jama,H,L,3,True,False
ID1900,jama,I,I,3,False,False
ID1902,jama,I,L,3,False,False
ID1903,jama,L,L,3,False,False
ID1904,jama,L,L,3,False,False
ID1905,medxpert,H,L,3,True,False
ID1908,mmlu,H,H,3,True,True
ID1909,jama,I,I,3,False,False
ID1910,medxpert,L,L,3,False,False
ID1911,mmlu,L,L,3,False,False
ID1912,mmlu,H,H,3,True,True
ID1913,medxpert,H,H,3,True,True
ID1915,medxpert,H,H,3,True,True
ID1917,jama,H,L,3,True,False
ID1918,jama,H,L,3,True,False
ID1919,medbullets,I,I,3,False,False
ID1923,medxpert,L,H,3,False,True
ID1924,medxpert,H,H,3,True,True
ID1925,jama,L,L,3,False,False
ID1927,medbullets,H,H,3,True,True
ID1928,jama,H,L,3,True,False
ID1929,medxpert,L,L,3,False,False
ID1931,jama,H,L,3,True,False
ID1932,jama,L,H,3,False,True
ID1933,jama,H,L,3,True,False
ID1934,jama,H,H,3,True,True
ID1937,jama,H,H,3,True,True
ID1938,medbullets,L,H,3,False,True
ID1940,jama,H,L,3,True,False
ID1941,medxpert,L,L,3,False,False
ID1944,medxpert,L,L,3,False,False
ID1945,medbullets,L,L,3,False,False
ID1946,medxpert,H,H,3,True,True
ID1947,medxpert,H,H,3,True,True
ID1948,medxpert,L,L,3,False,False
ID1949,jama,L,L,3,False,False
ID1951,jama,L,L,3,False,False
ID1952,medbullets,L,L,3,False,False
ID1953,jama,L,L,3,False,False
ID1955,medbullets,H,H,3,True,True
ID1956,jama,L,L,3,False,False
ID1957,medxpert,I,I,3,False,False
ID1958,medxpert,H,L,3,True,False
ID1959,jama,H,H,3,True,True
ID1962,medxpert,I,L,3,False,False
ID1963,medbullets,H,H,3,True,True
ID1965,jama,L,H,3,False,True
ID1966,jama,H,H,3,True,True
ID1969,mmlu,H,H,3,True,True
ID1970,jama,I,I,3,False,False
ID1972,mmlu,L,L,3,False,False
ID1974,medbullets,H,H,3,True,True
ID1975,medxpert,L,L,3,False,False
ID1976,medxpert,H,H,3,True,True
ID1977,jama,L,L,3,False,False
ID1979,medxpert,H,L,3,True,False
ID1980,medxpert,I,I,3,False,False
ID1981,jama,I,I,3,False,False
ID1983,medbullets,H,H,3,True,True
ID1984,mmlu,L,L,3,False,False
ID1986,jama,L,L,3,False,False
ID1987,medxpert,H,L,3,True,False
ID1989,mmlu,H,H,3,True,True
ID1990,jama,H,H,3,True,True
ID1991,jama,H,L,3,True,False
ID1993,mmlu,I,L,3,False,False
ID1994,medxpert,H,H,3,True,True
ID1995,mmlu,H,L,3,True,False
