ID_corr,separate_relevant,combined_relevant,delta,combined_more_relevance
ID0177,0.0,4,4.0,True
ID1847,0.0,0,0.0,False
ID0305,0.0,0,0.0,False
ID0801,0.0,0,0.0,False
ID0641,0.0,0,0.0,False
ID0843,0.0,1,1.0,True
ID0790,0.0,4,4.0,True
ID1321,0.0,0,0.0,False
ID0096,0.0,3,3.0,True
ID0525,0.0,4,4.0,True
ID1679,0.0,0,0.0,False
ID1517,0.0,2,2.0,True
ID1421,0.0,4,4.0,True
ID1689,0.0,4,4.0,True
ID0109,0.0,0,0.0,False
ID1802,0.0,0,0.0,False
ID1226,0.0,2,2.0,True
ID1876,0.0,0,0.0,False
ID0275,0.0,0,0.0,False
ID1171,0.0,0,0.0,False
ID0063,0.0,0,0.0,False
ID1851,0.0,0,0.0,False
ID0734,0.0,0,0.0,False
ID1271,0.0,2,2.0,True
7052,0.0,0,0.0,False
ID0876,0.0,1,1.0,True
ID1264,0.0,0,0.0,False
ID0412,0.0,0,0.0,False
ID0415,0.0,0,0.0,False
ID1278,0.0,0,0.0,False
ID0237,0.0,0,0.0,False
ID0747,0.0,11,11.0,True
ID0283,0.0,0,0.0,False
ID1641,0.0,0,0.0,False
ID0861,0.0,2,2.0,True
ID1553,0.0,0,0.0,False
ID1822,0.0,0,0.0,False
7000,0.0,0,0.0,False
ID1371,0.0,1,1.0,True
ID0262,0.0,1,1.0,True
ID1442,0.0,4,4.0,True
ID0284,0.0,5,5.0,True
ID1687,0.0,1,1.0,True
ID1001,0.0,0,0.0,False
ID0719,0.0,0,0.0,False
7063,0.0,2,2.0,True
ID0076,0.0,0,0.0,False
7006,0.0,0,0.0,False
ID0855,0.0,0,0.0,False
ID0613,0.0,2,2.0,True
7026,0.0,0,0.0,False
ID0292,0.0,0,0.0,False
ID1948,0.0,0,0.0,False
ID1607,0.0,0,0.0,False
ID0576,0.0,2,2.0,True
ID1059,0.0,0,0.0,False
ID1975,0.0,0,0.0,False
ID1146,0.0,0,0.0,False
ID1749,0.0,2,2.0,True
ID1020,0.0,0,0.0,False
ID1831,0.0,2,2.0,True
7071,0.0,0,0.0,False
ID0242,0.0,4,4.0,True
ID1697,0.0,0,0.0,False
ID0757,0.0,4,4.0,True
ID0141,0.0,0,0.0,False
ID1178,0.0,0,0.0,False
ID0207,0.0,0,0.0,False
ID1130,0.0,0,0.0,False
7027,0.0,0,0.0,False
7099,0.0,0,0.0,False
ID1515,0.0,3,3.0,True
ID0883,0.0,0,0.0,False
ID1006,0.0,3,3.0,True
ID1650,0.0,3,3.0,True
7095,0.0,0,0.0,False
ID1656,0.0,0,0.0,False
ID0948,0.0,1,1.0,True
ID1360,0.0,0,0.0,False
7090,0.0,0,0.0,False
ID0662,0.0,0,0.0,False
ID1952,0.0,3,3.0,True
ID0111,0.0,4,4.0,True
ID1414,0.0,0,0.0,False
ID1035,0.0,6,6.0,True
ID0382,0.0,0,0.0,False
ID0136,0.0,3,3.0,True
ID1432,0.0,0,0.0,False
ID1026,0.0,0,0.0,False
ID1938,0.0,2,2.0,True
7016,0.0,0,0.0,False
ID0743,0.0,1,1.0,True
7037,0.0,0,0.0,False
ID0353,0.0,4,4.0,True
ID0164,0.0,0,0.0,False
ID0569,0.0,0,0.0,False
7046,0.0,0,0.0,False
ID0211,0.0,1,1.0,True
ID0317,0.0,0,0.0,False
ID0880,0.0,0,0.0,False
ID0744,0.0,0,0.0,False
ID1310,0.0,2,2.0,True
7007,0.0,1,1.0,True
ID1585,0.0,0,0.0,False
ID0925,0.0,0,0.0,False
ID1896,0.0,3,3.0,True
ID0327,0.0,2,2.0,True
ID0605,0.0,0,0.0,False
ID1279,0.0,4,4.0,True
ID1965,0.0,1,1.0,True
ID0162,0.0,0,0.0,False
ID0614,0.0,2,2.0,True
ID1385,0.0,0,0.0,False
ID1837,0.0,0,0.0,False
ID0846,0.0,0,0.0,False
ID1340,0.0,6,6.0,True
ID1376,0.0,0,0.0,False
ID0326,0.0,0,0.0,False
ID0654,0.0,0,0.0,False
ID1382,0.0,1,1.0,True
ID0604,0.0,4,4.0,True
ID0916,0.0,0,0.0,False
ID1910,0.0,0,0.0,False
ID0581,0.0,0,0.0,False
ID1201,0.0,4,4.0,True
ID1377,0.0,0,0.0,False
ID0535,0.0,2,2.0,True
7084,0.0,0,0.0,False
ID1727,0.0,2,2.0,True
ID1918,0.0,0,0.0,False
ID0052,0.0,0,0.0,False
ID1067,0.0,0,0.0,False
ID1676,0.0,0,0.0,False
ID1875,0.0,1,1.0,True
ID0698,0.0,0,0.0,False
ID1330,0.0,0,0.0,False
7058,0.0,0,0.0,False
ID0992,0.0,1,1.0,True
ID1475,0.0,2,2.0,True
ID1751,0.0,0,0.0,False
ID1137,0.0,2,2.0,True
ID1750,0.0,2,2.0,True
ID0523,0.0,3,3.0,True
ID1514,0.0,0,0.0,False
ID1860,0.0,0,0.0,False
ID1898,0.0,0,0.0,False
ID0304,0.0,2,2.0,True
ID0048,0.0,2,2.0,True
ID0357,0.0,4,4.0,True
ID1903,0.0,5,5.0,True
