Origin,question_options,answer_corr,data_source_corr,New_Sentences
ID0605,"What is the most appropriate next step in managing this patient?

A. Perform a biophysical profile to assess fetal well-being  
B. Induce labor with oxytocin infusion  
C. Perform an amniocentesis to assess fetal lung maturity  
D. Administer corticosteroids to promote fetal lung development  
E. Continue with routine prenatal care while awaiting spontaneous labor  
F. Schedule an elective cesarean section at 39 weeks gestation  
G. Perform a trial of labor despite prior uterine surgery  
H. Initiate magnesium sulfate for neuroprotection",E,medxpert,
ID1825,"At this stage, who should the research assistant notify about the experimental test result?

A. The emergency department physician and the surgeon  
B. The surgeon performing the appendectomy  
C. The patient’s insurance provider  
D. The research assistant’s supervisor  
E. The principal investigator of the study, the surgeon, and the patient  
G. The patient and his father  
H. No one else  
I. The patient’s primary care physician  
J. The principal investigator of the study",H,medxpert,"The study involves recruiting patients with abdominal pain, measuring ""serum protein Y"" levels using point-of-care technology, and determining the presence of appendicitis through expert review of clinical, laboratory, imaging, and histopathologic findings"
ID0116,"What Would You Do Next?

A: Review brain MRI and order electroretinogram  
B: Refer for strabismus surgery  
C: Order genetic workup  
D: Treat with clonazepam",A,jama,
ID1886,"Based on these clinical findings and investigations, which of the following statements is accurate?

A. Conservative management is preferred in most cases  
B. Laparoscopy is the not the definitive method of diagnosis  
C. Imaging findings alone are sufficient for diagnosis  
D. The lesions usually appear innocuous  
E. A chocolate cyst is unlikely in this case  
F. Surgical management is the mainstay of treatment  
G. The cystic lesion is most likely malignant  
H. The condition is unlikely to recur after treatment  
I. Hormonal therapy is the first-line treatment for all patients  
J. Pain is unrelated to the menstrual cycle in this condition",F,medxpert,The pain typically begins one week prior to the onset of menstruation
ID1923,"What is the most likely predisposing factor for this patient’s condition?

A. Gastrointestinal instrumentation  
B. Recent urinary catheterization  
C. Recent dental procedure  
D. Colon cancer  
E. Rheumatic heart disease  
F. Bicuspid aortic valve  
G. Chronic kidney disease  
H. Intravenous drug use  
I. Periodontal disease  
J. Valve replacement",D,medxpert,
ID0994,"What is the most appropriate next step in management?

A. Increase dietary fiber intake, and add polyethylene glycol daily  
B. Add a stimulant laxative and continue docusate daily  
C. Stop amitriptyline, and monitor the patient’s depressive symptoms  
D. Initiate bisacodyl suppositories and increase fluid intake  
E. Refer for surgical evaluation of chronic constipation  
F. Perform a colonoscopy to rule out malignancy  
G. Order CT of the abdomen and pelvis with intravenous and oral contrast  
I. Start methylnaltrexone for opioid-induced constipation  
J. Start lubiprostone, and consider senna if no bowel movement in one week",C,medxpert,"Her current medications include daily docusate, prune juice as needed, daily aspirin 81 mg, and amitriptyline 50 mg daily, which was started one month ago for depression."
ID0071,"What is the most likely diagnosis?

A. bilateral sacral extension  
B. bilateral sacral flexion  
C. sacral base posterior  
D. right-on-right sacral torsion  
E. sacral base anterior  
F. right-on-left sacral torsion  
G. unilateral sacral flexion on the right  
H. left-on-left sacral torsion  
I. left-on-right sacral torsion  
J. unilateral sacral extension on the left",D,medxpert,
ID0407,"Which intervention would be most appropriate for this patient?

A. Institution of small, frequent meals  
B. Initiation of metformin therapy  
C. Addition of acarbose with meals  
D. Partial pancreatectomy  
E. Reversal of gastric bypass surgery  
F. Implementation of continuous glucose monitoring  
G. Reduction of the carbohydrate content of meals  
H. Increase in the carbohydrate content of meals  
I. Administration of octreotide before meals  
J. Prescription of glucagon emergency kit",G,medxpert,
ID1294,"What is the most appropriate next step in managing this patient?

A. Perform cervical biopsy immediately  
B. Repeat cervical cytology alone in 12 months  
C. Recommend HPV vaccination and repeat cytology in 3 months  
D. Recommend abstinence and repeat testing in 6 months  
E. Refer for colposcopy  
F. Repeat cervical cytology and human papillomavirus testing in 12 months  
G. Schedule follow-up in 6 months with repeat HPV testing  
H. Perform endocervical curettage  
I. Schedule immediate LEEP procedure  
J. Start antiviral therapy and repeat cytology in 3 months",B,medxpert,
ID0765,"Which of the following adverse effects is this patient most likely to experience after starting the medication?

A. Hepatic steatosis  
B. Gallstones  
C. Acute pancreatitis  
D. Metabolic acidosis  
E. Hyperkalemia  
F. Renal insufficiency  
G. Gastrointestinal bleeding  
H. Facial flushing  
I. Vitamin K deficiency  
J. Fat malabsorption",J,medxpert,
ID1776,"What is the most appropriate next step in management?

A. Serum CA 125 level  
B. Pelvic ultrasound  
C. Referral to infertility specialist  
D. Initiate letrozole  
E. Exploratory laparoscopy  
F. Transvaginal ultrasound-guided biopsy  
G. Endometrial sampling  
H. Empiric treatment with oral contraceptives  
I. Diagnostic hysteroscopy",B,medxpert,
ID0112,"What is the most appropriate recommendation for the parents at this time?

A. Wrap the tooth in a clean tissue and seek dental care immediately  
B. Sterilize tooth and store in cold milk  
C. Place the tooth in hydrogen peroxide for disinfection before replantation  
D. Remove debris and manually replant tooth in socket  
E. Store tooth in tap water and drive to primary care provider  
F. Avoid touching the root of the tooth and store it in the patient’s cheek  
G. Immerse the tooth in saline and wait for dental consultation  
H. Store tooth under the patient's tongue and drive to nearest dentist  
I. Go to emergency department for maxillofacial CT scan  
J. Rinse the tooth with alcohol and consult a dentist for reimplantation",D,medxpert,The parents of a 14-year-old girl contact their primary care provider 10 minutes after their daughter lost her right front tooth during a basketball game.
ID1578,"What is the most appropriate next step in management?

A. Central line placement and immediate chemotherapy administration  
B. Immediate thoracentesis to relieve pressure on the lungs  
C. Emergent tracheostomy and mechanical ventilation  
D. Anticoagulation therapy for suspected superior vena cava thrombosis  
E. Bronchoscopy with biopsy to confirm the diagnosis  
F. Broad-spectrum antibiotics and fluid resuscitation  
G. IV placement and high-dose glucocorticoid therapy  
H. Supplemental oxygen and elevation of the head of the bed  
I. Urethral catheter placement and diuretic therapy  
J. Endotracheal intubation and initiation of positive pressure ventilation",H,medxpert,
ID0483,"What Would You Do Next?

A: Check stool for ova and parasites  
B: Obtain a polymerase chain reaction (PCR) panel for gastrointestinal pathogens  
C: Order measurement of antineutrophil cytoplasmic antibody (ANCA) level  
D: Send blood for fungal culture",A,jama,
ID0770,"What are the characteristics of motion at these spinal levels?  
A. Coupled movements occur only during extension  
B. Pure rotation occurs without associated sidebending  
C. Sidebending occurs with equal translation  
D. Sidebending is limited while rotation remains unrestricted  
E. Sidebending and rotation occur in the same direction.  
F. Rotation precedes sidebending in all movements  
G. Sidebending occurs independently of rotation  
H. Only flexion and extension occur in the specified levels.  
I. Sidebending and rotation occur in opposite directions.  
J. Rotation is limited to 45 degrees bilaterally",E,medxpert,
ID0110,"What Is Your Diagnosis?

A: Papillary carcinoma of the thyroid  
B: High-grade serous carcinoma of gynecological origin  
C: High-grade carcinoma of the breast with occult primary  
D: High-grade papillary carcinoma of unknown primary",B,jama,"A 76-year-old woman presented with a palpable left axillary mass. The patient was treated at an outside hospital with neoadjuvant dose-dense doxorubicin and cyclophosphamide, followed by weekly paclitaxel for 10 weeks."
ID0165,"Which of the following is the most likely diagnosis?

A. Subjective cognitive decline  
B. Early-stage Alzheimer's disease  
C. Vascular cognitive impairment  
D. Pseudodementia  
E. Major depressive disorder  
F. Normal pressure hydrocephalus  
G. Mixed cognitive impairment  
H. Age-associated memory impairment  
I. Dementia  
J. Mild cognitive impairment",I,medxpert,
ID1099,"What Would You Do Next?

A: Aspirate the bullae with a sterile needle and cover with a clean dressing  
B: Perform a skin biopsy for histopathology and direct immunofluorescence  
C: Start oral prednisone (1 mg/kg/d)  
D: Treat with oral cephalexin for 7 days",A,jama,"Results of a basic metabolic panel and complete blood cell count were within reference range except for mild anemia (hemoglobin level, 10.9 g/dL).Patient's right lower extremity with bullae and hyperpigmented macules and patches, characteristic of diabetic dermopathy (left). His extremities were warm with palpable distal pulses. Medications included insulin lispro (sliding scale 3 times daily) and insulin glargine (20 units nightly)"
ID0878,"What Would You Do Next?  

A: Request a magnetic resonance image of orbits and sinuses  
B: Commence high-dose corticosteroids  
C: Commence broad-spectrum antibiotics  
D: Request urgent stroke consult",B,jama,"Dilated fundus examination showed a cherry red spot in the right macula with hyperreflectivity and thickening of the inner retinal layers on optical coherence tomography (Figure 1A and B). Blood tests showed leukocytosis (white blood cell count, 15 000 /µL; to convert to 109 per liter, multiply by 0.001) with neutrophilia (white blood cell count, 12 500 /µL), elevated C-reactive protein (19.4 mg/dL; to convert to milligrams per liter, multiply by 10), elevated plasma viscosity (2.06 mPas), and thrombocytosis (467 ×103/µL; to convert to ×109 per liter, multiply by 1). Kidney function was within normal limits"
ID0303,"Along with betamethasone administration, which of the following is the most appropriate therapeutic intervention?

A. Indomethacin  
B. Cerclage  
C. Amnioinfusion  
D. Progesterone pessary  
E. Magnesium sulfate  
F. Nifedipine  
G. Terbutaline  
H. Ritodrine  
I. Antibiotics for group B streptococcus prophylaxis  
J. Oxytocin",F,medxpert,"A 31-year-old woman, G3P2, presents at 33 weeks' gestation (confirmed by last menstrual period and early ultrasound) with contractions occurring every 10 minutes for the past 5 hours."
ID1929,"Which of the following veins is intended to help prevent this woman's condition from happening?

A. Small saphenous vein  
B. Great saphenous vein  
C. Subcutaneous veins  
D. Anterior tibial vein  
E. Accessory saphenous vein  
F. Perforator veins  
G. Popliteal vein  
H. Inferior vena cava  
I. Deep femoral vein  
J. External iliac vein",F,medxpert,
ID1340,"Which one of the following next steps is best in managing this patient’s type 2 diabetes?

A. Begin a glucagon-like peptide-1 receptor agonist  
B. Initiate sitagliptin  
C. Continue dietary control alone  
E. Start thiazolidinedione therapy  
F. Initiate basal insulin combined with prandial insulin  
G. Initiate metformin  
H. Adjust dietary control and add low-dose insulin  
I. Initiate insulin therapy  
J. Recommend short-acting sulfonylurea therapy",C,medxpert,"She has been controlling her diabetes with dietary measures since diagnosis, and her glycated hemoglobin value has routinely been below 7.0% until last week, when it was 7.4%. A 92-year-old woman presents for management of type 2 diabetes"
ID1722,"Which pathogen is most likely responsible for this clinical presentation?

A. Pseudomonas aeruginosa  
B. Mycoplasma pneumoniae  
C. Haemophilus influenzae  
D. Escherichia coli  
E. Aspergillus fumigatus  
F. Klebsiella pneumoniae  
G. Moraxella catarrhalis  
H. Streptococcus pneumoniae  
I. Burkholderia cepacia  
J. Staphylococcus aureus",J,medxpert,
ID1184,"What is the correct interpretation of this patient’s BP?

A. Borderline BP requiring continued monitoring  
B. Isolated systolic hypertension  
C. Stage 1 hypertension  
D. Secondary hypertension due to renal causes  
E. Stage 2 hypertension  
F. Normal BP for age and height percentile  
G. Normal BP with white coat syndrome  
H. Transient BP elevation due to recent UTI  
I. Stress-induced BP elevation",C,medxpert,
ID1199,"What should be the immediate next step in managing this patient?

A. CT head without contrast  
B. MRI brain with contrast  
C. Echocardiography  
D. Administration of aspirin  
E. Observation and repeat neurological exam in 1 hour  
F. Aspirin  
G. Lumbar puncture  
H. Carotid Doppler ultrasound  
I. CT head with contrast  
J. CT angiogram head and neck",A,medxpert,
ID0357,"What is the mechanism of action of the most likely causative agent?

A. Inhibition of leukotriene receptors  
B. Inhibition of phosphodiesterase  
C. Antagonism of H1 histamine receptors  
D. Antagonism of prostaglandin D2 receptors  
E. Stimulation of adenylyl cyclase  
F. Inhibition of mast cell degranulation  
G. Inhibition of M3 muscarinic receptors  
H. Inhibition of 5-lipoxygenase  
I. Blockade of calcium channels  
J. Activation of beta-2 adrenergic receptors",B,medxpert,
ID1924,"Which diagnostic test would be most appropriate to confirm the suspected diagnosis?

A. Computed tomography of the lumbar spine  
B. Ankle-brachial index  
C. Computerized tomography myelography  
D. Doppler ultrasonography of the lower extremities  
E. Electromyography and nerve conduction studies  
F. Magnetic resonance imaging  
G. X-ray of the lumbosacral spine  
I. Myelography",F,medxpert,
ID1941,"What is the most appropriate management for this patient?

A. Ceftriaxone and azithromycin  
B. Naproxen  
C. Oral clindamycin  
D. Oral doxycycline  
E. Surgical debridement  
F. Dicloxacillin  
G. Warm compresses  
H. Intravenous vancomycin  
I. Observation without treatment  
J. Aspiration and corticosteroid injection",F,medxpert,
ID0902,"What is the most likely diagnosis for this patient?

A. Cuboid somatic dysfunction  
B. Medial tibial torsion  
C. Talus anterior somatic dysfunction  
D. Subtalar joint dysfunction  
E. Distal fibular fracture without displacement  
F. Posterior fibular head dysfunction  
G. Navicular somatic dysfunction  
H. Lateral tibial torsion  
I. Anterior fibular head dysfunction  
J. Plantar fascia strain",I,medxpert,
ID1558,"What Would You Do Next?

A: Obtain serologic test results for Treponema pallidum  
B: Perform a biopsy of the gray-white plaque  
C: Prescribe oral amoxicillin  
D: Start topical nystatin",A,jama,.
ID0758,"Which of the following is the most likely diagnosis in this patient?

A. Renal vein thrombosis  
B. Congestive heart failure  
C. Acute glomerulonephritis  
D. Renal-cell carcinoma  
E. Membranous nephropathy  
F. Nephrotic syndrome  
G. Immunoglobulin A nephropathy  
H. IgA nephropathy  
I. Polycystic kidney disease  
J. Renal-vein thrombosis",D,medxpert,"Her vital signs and cardiopulmonary examination are normal, with no elevation in jugular venous pressure"
ID1299,"What is the most likely cause of this patient’s post-intubation hypotension?

A. Fentanyl  
B. Cisatracurium  
C. Propofol  
D. Atracurium  
E. Etomidate  
F. Ketamine  
G. Rocuronium  
H. Vecuronium  
I. Midazolam  
J. Succinylcholine",E,medxpert,
ID0821,"Which sphenobasilar synchondrosis (SBS) somatic dysfunction most likely explains these findings?

A. Left sidebending and rotation  
B. Right sidebending and rotation  
C. Compression dysfunction  
D. Decompression dysfunction  
E. Bilateral rotation strain  
F. Extension dysfunction  
G. Right torsion  
H. Torsion with right rotation  
I. Flexion dysfunction  
J. Vertical strain superior",A,medxpert,
ID0397,"Which of the following findings is most likely to be identified during further evaluation of this patient?

A. Reduced serum vitamin B12 levels  
B. Positive GM1 ganglioside autoantibodies  
C. Elevated anti-acetylcholine receptor antibodies  
D. Positive ANA with speckled pattern  
E. Positive Campylobacter stool culture  
F. Elevated cerebrospinal fluid protein with normal cell count  
G. Positive anti-acetylcholine receptor antibodies  
H. Positive anti-thyroid peroxidase antibodies  
I. Positive Lyme disease serology  
J. Decreased nerve conduction velocities on electromyography",B,medxpert,
ID1559,"Which of the following is the most appropriate next diagnostic step?

A. Blood cultures and broad-spectrum antibiotics  
B. Serum lipase and amylase testing  
D. Diagnostic peritoneal lavage  
G. Exploratory laparotomy  
H. Admission and serial abdominal exams  
I. Abdominal ultrasound  
J. Chest radiograph",J,medxpert,
ID1108,"What is the most appropriate next step in management?

A. Revision surgery with complete removal of hardware  
B. Observation and repeat imaging in 2 weeks  
C. Administration of broad-spectrum antibiotics without further intervention  
D. Immediate removal of instrumentation and wound irrigation  
E. Surgical debridement followed by delayed closure and retention of instrumentation  
F. Surgical debridement followed by delayed closure and removal of instrumentation  
G. Oral antibiotics and outpatient follow-up  
H. Intravenous antibiotics and hyperbaric oxygen therapy  
I. CT guided aspiration of the fluid collection and cultures  
J. Percutaneous drainage of the fluid collection without surgical intervention",E,medxpert,
ID0737,"After initiating appropriate treatment, what is the most appropriate next step in management?

A. Hepatitis B surface antigen test  
B. Dark-field microscopy  
C. Herpes simplex virus PCR  
D. Liver function tests  
E. CD4+ T-cell count  
F. HIV-1/HIV-2 differentiation immunoassay  
G. Cerebrospinal fluid analysis  
H. Complete blood count with differential  
I. Darkfield microscopy of lesions  
J. NAAT for C. trachomatis and N. gonorrhea",J,medxpert,
ID0786,"Which one of the following cardiac anomalies is most likely to be found on an echocardiogram in this patient?

A. Bicuspid aortic valve  
B. Ventricular septal defect  
C. Tricuspid valve regurgitation  
D. Atrial septal defect  
E. Pulmonary valve stenosis  
F. Hypoplastic left heart syndrome  
G. Mitral valve prolapse  
H. Pulmonary stenosis  
I. Coarctation of the aorta  
J. Aortic root dilation",A,medxpert,
ID1593,"What is the most likely cause of this patient’s pain?

A. Sesamoiditis  
B. Morton's neuroma  
C. Lateral longitudinal arch somatic dysfunction  
D. Plantar fasciitis  
E. Metatarsal stress fractures  
F. Tarsal tunnel syndrome  
G. Peroneal tendinopathy  
H. Flexor hallucis longus tendinitis  
I. Medial tibial stress syndrome  
J. Transverse arch somatic dysfunction",J,medxpert,
ID0063,"What is the most probable diagnosis and what best characterizes this patient's spinal motion pattern?

A. Dextroscoliosis; freedom of motion is sidebent to the right and rotated to the left  
B. Dextroscoliosis; concavity of the curve is to the left and vertebrae rotated to the right  
C. Levoscoliosis; concavity of the curve is to the right and vertebrae rotated to the left  
D. Levoscoliosis; the curve is sidebent to the right and rotated to the left  
E. Levoscoliosis; freedom of motion is sidebent to the right and rotated to the left  
F. Levoscoliosis; restricted with extension and convexity of the curve is to the left  
G. Dextroscoliosis; restricted with flexion and concavity of the curve is to the left  
H. Levoscoliosis; freedom of motion is sidebent to the left and rotated to the right  
I. Dextroscoliosis; convexity of the curve is to the left and vertebrae rotated to the left  
J. Dextroscoliosis; convexity of the curve is to the right and vertebrae rotated to the left",B,medxpert,
ID1284,"Which component of the primary respiratory mechanism is most likely responsible for these new symptoms?

A. Lumbar spine dysfunction  
B. Coccygeal segment dysfunction  
C. Cranial base compression  
D. Thoracic diaphragm restriction  
E. Sphenobasilar synchondrosis restriction  
F. Pelvic diaphragm dysfunction  
G. Peripheral nerves  
H. Sacrum  
I. Reciprocal tension membrane  
J. Autonomic imbalance due to vagus nerve involvement",H,medxpert,"A lumbar puncture reveals elevated opening pressure, significantly increased white blood cell count, reduced glucose levels, and elevated protein levels"
ID0584,"What Would You Do Next?

A: Administer gabapentin  
B: Assess celiac artery flow  
C: Inject a local anesthetic into the area of maximal tenderness  
D: Measure urine porphobilinogen level",C,jama,"She had no associated nausea, vomiting, diarrhea, hematochezia, bloating, or anorexia"
ID1779,"Which finding best explains this patient's prolonged bleeding time?

A. Impaired platelet adhesion to collagen  
B. Vitamin K deficiency  
C. Defective platelet alpha granule release  
D. Decreased fibrinogen  
E. COX-1 and COX-2 inhibition  
F. Impaired von Willebrand factor function  
G. Decreased factor VIII levels  
H. Platelet dysfunction due to uremia  
I. Decreased glycoprotein IIb/IIIa  
J. Decreased thromboxane A2 synthesis",D,medxpert,He reports having a colonoscopy several days ago and denies vomiting blood.
ID1212,"Which therapeutic intervention would be most effective in correcting these metabolic abnormalities?

A. Oral potassium binders to lower serum potassium  
B. Allopurinol to decrease uric acid production  
C. Intravenous saline with mannitol with the goal of a daily urinary output above 2.5 L/day  
D. Calcium gluconate to stabilize cardiac membranes  
E. Phosphate binders to reduce serum phosphorus  
F. Intravenous furosemide to promote diuresis  
G. Intravenous corticosteroids to reduce tumor burden  
H. Sodium bicarbonate infusion to alkalinize the urine  
I. Hemodialysis  
J. Intravenous recombinant uricase enzyme rasburicase",I,medxpert,
ID0965,"What is the most appropriate next step in her management?

A. Administer sodium bicarbonate.  
B. Administer a diuretic to correct hyperglycemia.  
C. Administer dextrose 5% in water.  
D. Perform hemodialysis.  
E. Administer calcium gluconate.  
F. Replace potassium intravenously.  
G. Start IV 5% dextrose.  
H. Administer subcutaneous insulin.  
I. Start IV insulin infusion.  
J. Start continuous bicarbonate infusion.",F,medxpert,| **Finger-stick glucose** | **630 mg/dL** |
ID0658,"When she inquires about her embryo's current developmental stage, which of the following milestones would be expected at this phase of embryological development?

A. Development of the amniotic cavity  
B. Development of somites  
C. Creation of the notochord  
D. Closure of the neural tube  
E. Initial placental development  
F. Cardiac activity visible on ultrasound  
G. Establishment of the yolk sac  
H. Formation of the bilaminar disc  
I. Gastrulation initiation  
J. Formation of the primitive streak",D,medxpert,
ID0992,"Which pathogen is the most probable cause of her cervicitis?

A. *Neisseria gonorrhoeae*  
B. *Mycoplasma genitalium*  
C. *Streptococcus agalactiae*  
D. *Mycoplasma hominis*  
E. *Chlamydia trachomatis*  
F. *Gardnerella vaginalis*  
G. *Ureaplasma urealyticum*  
H. *Candida albicans*  
I. Drug-resistant *Neisseria gonorrhoeae*  
J. *Trichomonas vaginalis*",B,medxpert,
ID1834,"Which spinal level is most likely to demonstrate a sympathetic viscerosomatic reflex associated with this patient's condition?

A. T7  
B. T8  
C. T3  
D. T6  
E. T12  
F. L4  
G. L2  
H. C4  
I. L1  
J. T10",E,medxpert,
ID0680,"What is the most appropriate therapeutic approach for this patient?

A. Surgical resection  
B. Surgical resection, adjuvant chemotherapy, and radiotherapy  
C. Stereotactic body radiation therapy  
D. Immunotherapy with pembrolizumab  
E. Combined chemoradiation therapy  
F. Combination chemotherapy with carboplatin and pemetrexed  
G. Surgical resection and treatment with erlotinib  
H. Palliative care only  
I. Treatment with erlotinib alone  
J. Watchful waiting with regular imaging follow-up",A,medxpert,
ID1058,"Which osteopathic lymphatic technique should be used as the initial treatment for this condition?

A. Sacral rocking technique  
B. Thoracic lymphatic pump  
C. Lymphatic drainage of the lower extremities  
D. Thoracic inlet myofascial release  
E. Rib raising technique  
F. Hepatic pump technique  
G. Pedal pump technique  
H. Upper extremity lymphatic pump  
I. Abdominal diaphragm release  
J. Splenic pump technique",D,medxpert,
ID1117,"What is the most appropriate next step in management?

A. Sputum culture and cytology  
B. Methacholine challenge test  
C. Pulmonary function testing  
D. Omeprazole therapy  
E. High-resolution CT scan of the chest  
F. Empiric antibiotic therapy  
G. Allergy skin testing  
H. Referral for psychiatric evaluation  
I. Trial of inhaled corticosteroids  
J. CT scan of the chest",C,medxpert,
ID0934,"What is the most appropriate treatment for this condition?

A. Ceftriaxone  
B. Penicillin G  
C. Ampicillin  
D. Intravenous immunoglobulin  
E. Acyclovir  
F. Vancomycin plus Piperacillin-Tazobactam  
G. Doxycycline  
H. Ciprofloxacin  
I. Rifampin  
J. Azithromycin",G,medxpert,
ID1746,"Which of the following best characterizes this patient's condition?

A. Vertebrae compressed anteriorly  
B. Aggressive disease course  
C. Vertebrae anteriorly displaced  
D. Vertebrae wedged laterally left  
E. Vertebrae sidebent left  
F. Vertebrae posteriorly displaced  
G. Vertebrae compressed posteriorly  
H. Vertebrae rotated counterclockwise  
I. Vertebrae wedged laterally right  
J. Vertebrae sidebent right",E,medxpert,
ID0141,"What is the most appropriate subsequent step in managing this patient's hyponatremia?

A. Limit intake of free water to 1500 mL daily  
B. Begin oral salt tablets with loop diuretics  
C. Administer isotonic saline infusion  
D. Initiate fluid restriction with urea supplementation  
E. Perform a water deprivation test  
F. Administer hypertonic saline infusion  
G. Discontinue sertraline therapy  
H. Increase dietary sodium intake  
I. Limit intake of all fluids to 1000 mL daily  
J. Administer 1 liter of 0.9% normal saline intravenously",I,medxpert,"A 64-year-old female presents to the emergency department following a fall, resulting in a right distal radius fracture."
ID1396,"Which serum immunoglobulin pattern would most likely be observed if her blood were analyzed?

A. Low IgE, high IgM, and normal IgG  
B. High IgG, high IgE, and low IgM  
C. High IgA, low IgE, and normal IgM  
D. High IgM, low IgA, and low IgE  
E. Normal IgE, low IgG, and high IgM  
F. Low IgG, low IgM, and normal IgA  
G. High IgE, normal IgA, and normal IgG  
H. Normal IgA, high IgE, and low IgM  
I. Low IgA, high IgG, and normal IgE  
J. Low IgA, normal IgG, and normal IgM",J,medxpert,
ID1309,"What is the most accurate diagnosis?

A. T3 FRRSR  
B. T2 FRLSL  
C. T2 ERRSL  
D. T2 FRRSR  
E. T2 ERRSR  
F. T2 ERLSL  
G. T2 FRLSR  
H. T2 NRLSR  
I. T3 ERRSR  
J. T1 FRRSR",D,medxpert,
ID1175,"What Would You Do Next?  
A: Isolate the patient and notify public health authorities  
B: Administer imiquimod  
C: Perform lesion excision by unroofing and curettage  
D: Administer oral acyclovir",A,jama,"He developed a skin rash affecting his trunk, limbs, and genitalia within the previous week."
ID1395,"Given the limited medical resources available, which of the following medications would be most appropriate as the initial treatment?

A. Beta-agonist inhaler  
B. Aspirin  
C. Phenytoin  
D. Mannitol  
E. Furosemide  
F. Supplemental oxygen  
G. Nifedipine  
H. Hypertonic saline  
I. Acetazolamide  
J. Dexamethasone",J,medxpert,
ID0317,"Which combination of diagnostic tests would be most appropriate in this case?

A. Antiphospholipid antibody testing, pelvic ultrasound, and thrombophilia workup  
B. Parental karyotype, thrombophilia workup, and pelvic ultrasound  
C. Antiphospholipid antibody testing, hysterosalpingogram, and thrombophilia workup  
D. Parental karyotype, pelvic ultrasound, and thyroid testing  
E. Antiphospholipid antibody testing, thyroid testing, and parental karyotype  
F. Antiphospholipid antibody testing, hysterosalpingogram, and parental karyotype  
G. Thyroid testing, pelvic ultrasound, and thrombophilia workup  
H. Antiphospholipid antibody testing, pelvic ultrasound, and thyroid testing  
I. Hysterosalpingogram, pelvic ultrasound, and thrombophilia workup  
J. Antiphospholipid antibody testing, thyroid testing, thrombophilia workup, and hysterosalpingogram",F,medxpert,
ID1151,"What is the most appropriate next step in managing this patient's condition?

A. Tramadol and lidocaine patch  
B. Morphine  
C. Morphine and fentanyl patch  
D. Ketamine infusion  
E. Ketorolac and fentanyl  
F. Acetaminophen and gabapentin  
G. Hydromorphone and acetaminophen  
H. Oxycodone and corticosteroids  
I. Buprenorphine patch only  
J. Methadone and ibuprofen",C,medxpert,
ID0753,"What is the most appropriate next step in managing this patient?

A. Administer intravenous metronidazole  
B. Obtain stool culture and sensitivity  
C. Begin oral vancomycin and metronidazole combination therapy  
D. Administer oral metronidazole  
E. Repeat lactic acid level  
F. Start intravenous vancomycin  
G. Computed tomography of abdomen  
H. Perform flexible sigmoidoscopy  
I. Initiate droplet precautions  
J. Initiate total parenteral nutrition",G,medxpert,
ID1171,"What Would You Do Next?

A: Perform B-scan ultrasonography  
B: Genetic testing to assess for ocular diseases  
C: Observation  
D: Obtain fundus autofluorescence",B,jama,". Ocular history included high hyperopia and amblyopia, and abnormal foveal contour was discovered when he was aged 3 years"
ID1913,"Which of the following medications is the most likely cause of this patient’s urinary incontinence?

A. Echinacea  
B. None of the above - this is age-related incontinence  
C. The echinacea supplement  
D. A combination of empagliflozin and doxylamine  
E. Doxylamine  
F. A combination of metformin and empagliflozin  
G. Empagliflozin  
H. Dulaglutide  
I. Metformin  
J. Acetaminophen",E,medxpert,
ID0304,"Among patients with this psychiatric condition, which substance shows the highest rate of use compared to the general population?

A. Inhalants  
B. Marijuana  
C. Alcohol  
D. Benzodiazepines  
E. Synthetic cannabinoids  
F. Prescription opioids  
G. Methamphetamine  
H. Hallucinogens  
I. Nicotine  
J. Cocaine",I,medxpert,"His family became concerned when he began discussing extraterrestrial beings, which has led to job loss and impaired daily functioning"
ID1504,"Which therapeutic intervention is most appropriate for this patient?

A. Watchful waiting with serial echocardiography  
B. Administration of digoxin therapy  
C. Aortic balloon valvuloplasty  
D. Surgical outflow tract repair  
E. Chronic β-blockade therapy  
F. Percutaneous balloon valvuloplasty  
G. Alcohol septal ablation  
H. Dual antiplatelet therapy with aspirin and clopidogrel  
I. Transcatheter mitral valve replacement  
J. Catheter-based ablation of atrial fibrillation",D,medxpert,
ID0907,"What is the next best step in managing this patient?

A. Call a consult for emergent angioembolization of the epigastric arteries  
B. Transfuse fresh frozen plasma  
C. Administer intravenous fluid bolus  
D. Discontinue apixaban immediately and monitor clinically  
E. Obtain CT abdomen and pelvis with intravenous contrast  
F. Administer packed red blood cells immediately  
G. Administer intravenous vitamin K  
H. Initiate broad-spectrum antibiotics for potential infection  
I. Follow serial complete blood counts  
J. Perform bedside ultrasound of the abdomen",C,medxpert,
ID1772,"Antibodies against which viral protein can cross the placenta and potentially cause a false-positive result in this newborn?

A. Tat protein  
B. Vif protein  
C. Pol protein  
D. gp41  
E. gp120  
F. p24  
G. gp160  
H. Integrase  
I. Nef protein  
J. Reverse transcriptase",E,medxpert,
ID1724,"Which of the following is the most likely diagnosis?

A. Normal stress reaction  
B. Acute stress disorder  
C. Bereavement  
D. Situational depression  
E. Substance-induced mood disorder  
F. Acute grief reaction  
G. Adjustment disorder  
H. Generalized anxiety disorder  
I. Major depressive disorder  
J. Dysthymic disorder",A,medxpert,
ID1925,"What Would You Do Next?

A: Administer oral cefazolin  
B: Prescribe hydrocortisone cream  
C: Restart daily oral itraconazole  
D: Treat with oral terbinafine",C,jama,.
