Origin,question_options,answer_corr,data_source_corr,New_Sentences
ID0082,"Which of the following is the most likely etiology of this patient’s symptoms?

A. Amiodarone  
B. Digoxin  
C. Diltiazem  
D. Procainamide",B,medbullets,"He has a history of heart failure with reduced ejection fraction, obesity, diabetes, hypertension, acute coronary syndrome, atrial fibrillation, and peripheral vascular disease."
ID0526,"Which of the following is the most likely diagnosis?

A. Acute lymphoblastic leukemia  
B. Chronic lymphocytic leukemia  
C. Multiple myeloma  
D. Chronic myelogenous leukemia",D,medbullets,"Leukocyte count: 57,500/mm^3 with 35% blasts His temperature is 100°F (37.8°C), blood pressure is 122/90 mmHg, pulse is 84/min, respirations are 16/min, and oxygen saturation is 99% on room air Platelet count: 109,000/mm^3"
ID1313,"Which of the following is the most effective therapy for this patient?

A. Diphenhydramine  
B. Dexamethasone  
C. Fresh frozen plasma  
D. Epinephrine",C,medbullets,"Today, he was hit in the face with a football, followed by significant swelling of his lips and tongue."
ID1552,"Which of the following is the most appropriate next step in management?

A. Stool PCR
B. Ciprofloxacin
C. Stool ova and parasite study
D. Rest and oral rehydration",D,medbullets,The patient is given 1L of normal saline and drinks 1L of oral fluids.
ID0396,"Which of the following is the most appropriate treatment?

A. Sacubitril and valsartan  
B. Furosemide  
C. Ivabradine  
D. Metoprolol",B,medbullets,pH: 7.56 (normal 7.35-7.45)
ID0382,"Which of the following is the most appropriate treatment for this patient?

A. Electroconvulsive therapy  
B. Mirtazapine  
C. Bupropion  
D. Phenelzine",C,medbullets,"He states that since starting the medication, his sexual drive has increased, yet he is unable to achieve orgasm."
ID1371,"Which of the following is the most likely underlying pathophysiology of this patient’s condition?

A. Alpha cell tumor  
B. Hypercortisolism  
C. Beta cell destruction  
D. Insulin resistance",A,medbullets,"His temperature is 97.5°F (36.4°C), blood pressure is 142/82 mmHg, pulse is 85/min, respirations are 15/min, and oxygen saturation is 98% on room air He states that the rash is painful."
ID1693,"Which of the following is the most likely diagnosis?

A. Restrictive cardiomyopathy  
B. Myocardial infarction  
C. Constrictive pericarditis  
D. Pulmonary embolism",C,medbullets,"He has a past medical history of diabetes, obesity, and hypertension."
ID0833,"Which of the following is the most likely diagnosis?

A. Diffuse axonal injury  
B. Epidural hematoma  
C. Concussion  
D. Subarachnoid hemorrhage",C,medbullets,"His temperature is 97.6°F (36.4°C), blood pressure is 122/74 mmHg, pulse is 90/min, respirations are 12/min, and oxygen saturation is 98% of room air The patient is unable to offer a history and repetitively asks the nurses what happened."
ID0309,"Which of the following is the most appropriate next step in management?

A. Magnesium  
B. Labetalol  
C. Ondansetron and morphine  
D. CT head",A,medbullets,"Her temperature is 98.0°F (36.7°C), blood pressure is 194/104 mmHg, pulse is 100/min, respirations are 18/min, and oxygen saturation is 98% on room air While holding her newborn, the mother endorses a headache, blurry vision, and abdominal pain."
ID0901,"Which of the following is the most appropriate management?

A. Diazepam  
B. Observation  
C. Sumatriptan  
D. CT head",B,medbullets,"His temperature is 97.6°F (36.4°C), blood pressure is 100/64 mmHg, pulse is 90/min, respirations are 12/min, and oxygen saturation is 99% on room air After the episode, the child was non-responsive but was breathing on his own."
ID0601,"Which of the following is the most appropriate management for this patient?

A. Testing for HIV, fecal occult blood, and sexually transmitted diseases  
B. CT scan of the abdomen and pelvis  
C. Surgical excision  
D. Topical lidocaine, sitz baths, and fiber supplements",A,medbullets,"Physical exam reveals a small, superficial fissure that is lateral to the anus and lateral to the midline."
ID1882,"Which of the following should be administered first?

A. Penicillin  
B. Piperacillin-tazobactam  
C. Meropenem  
D. Clindamycin",D,medbullets,A 57-year-old man is brought to the emergency department by his wife with confusion.
ID0784,"Which of the following is the most appropriate next step in management?

A. Prednisone taper  
B. Bilateral adrenalectomy, prednisone, and fludrocortisone  
C. Rifamycin, isoniazid, pyrazinamide, ethambutol, and hydrocortisone therapy  
D. Hydrocortisone and immunoglobulin therapy",C,medbullets,Cl-: 96 mEq/L His physical exam is significant for hyperpigmentation of the oral mucosa and temporal muscle wasting He has no history of tobacco use.
ID1668,"Which of the following is the most appropriate next step in management?

A. Digoxin  
B. Albuterol and prednisone  
C. Intubation  
D. Metoprolol",A,medbullets,"His temperature is 97.7°F (36.5°C), blood pressure is 124/82 mmHg, pulse is 140/min, respirations are 32/min, and oxygen saturation is 78% on room air He had a cold recently but has no new medical problems."
ID0845,"Which of the following is most likely to confirm the underlying cause of this patient's symptoms?

A. Perform an echocardiogram  
B. Administer glucagon  
C. Check serum TSH and free T4 levels  
D. Perform a CT scan of the head",C,medbullets,"Her temperature is 95.0°F (35.0°C), blood pressure is 84/54 mmHg, pulse is 50/min, respirations are 9/min, and oxygen saturation is 98% on room air She was last known to be normal the night before."
ID0330,"Which of the following is the most likely diagnosis?

A. Vagal event  
B. Seizure  
C. Blood vessel narrowing  
D. Stroke",C,medbullets,"The patient has a past medical history of diabetes, dyslipidemia, and hypertension."
ID1565,"Which of the following is the most appropriate next step in management?

A. Increase fiber in diet  
B. Colonoscopy  
C. Observation  
D. Sigmoidoscopy",B,medbullets,He had an uncomplicated appendectomy when he was 23 years old.
ID0028,"Which of the following is the most likely diagnosis?

A. Chronic lymphocytic leukemia  
B. Acute lymphoblastic leukemia  
C. Hairy cell leukemia  
D. Chronic myelogenous leukemia",A,medbullets,"Leukocyte count: 67,500/mm^3 He states that he has been a bit more fatigued lately but believes it is secondary to poor sleep at his new house Platelet count: 119,000/mm^3 His temperature is 98.0°F (36.7°C), blood pressure is 141/90 mmHg, pulse is 82/min, respirations are 16/min, and oxygen saturation is 98% on room air."
ID1541,"Which of the following is the most appropriate management of this patient's elevated troponin?

A. Aspirin, heparin, clopidogrel, and cardiac catheterization  
B. Ringer lactate bolus  
C. Metoprolol and aspirin  
D. Obtain a urinalysis and creatine phosphokinase level",B,medbullets,"An ECG is ordered and is pending Troponin: 0.10 mcg/L (normal < 0.01 mcg/L) A 75-year-old man presents to the emergency department with fatigue His temperature is 99.0°F (37.2°C), blood pressure is 100/60 mmHg, pulse is 105/min, and respirations are 22/min."
ID1402,"What Would You Do Next?

A: Perform laser iridotomy  
B: Perform an emergent pars plana vitrectomy/lensectomy  
C: Instill atropine and IOP-lowering drops and place the patient in a supine position  
D: Instill pilocarpine and IOP-lowering drops",C,jama,The remaining zonules are visualized inferior to the lens as wispy white strands.Instill atropine and IOP-lowering drops and place the patient in a supine position The left eye was unremarkable except for a superotemporally subluxated lens (Figure 1B).Slitlamp photography Her medications included oral aspirin and irbesartan.Visual acuity was counting fingers OD (without correction) and 20/30 OS (with correction) Her lenses had been observed for years without intervention.
ID0473,"Which of the following is the most appropriate initial step in management?

A. Octreotide  
B. Ceftriaxone  
C. Nadolol  
D. Platelet transfusion",A,medbullets,"On exam, he has bright red blood in his mouth and pharynx, and also displays a distended abdomen with a fluid wave, jaundice, scattered spider angiomas, and multiple ecchymoses."
ID0363,"Which of the following is the most likely etiology of this patient's symptoms?

A. Intracerebral hemorrhage  
B. Subdural hematoma  
C. Subarachnoid hemorrhage  
D. Epidural hematoma",A,medbullets,A fingerstick blood glucose is 122 mg/dL.
ID1738,"Which of the following is the most likely diagnosis?

A. Premenstrual dysophoric disorder  
B. Premenstrual syndrome  
C. Major depressive disorder  
D. Generalized anxiety disorder",A,medbullets,She experienced menarche at age 12 and has regular periods.
ID1526,"Which of the following is the most likely diagnosis?

A. Overflow incontinence  
B. Urge incontinence  
C. Stress incontinence  
D. Mixed urinary incontinence",B,medbullets,Physical exam is otherwise unremarkable.
ID1938,"Which of the following is contraindicated in the management of this patient?

A. Loperamide  
B. Norepinephrine  
C. Ceftriaxone  
D. Normal saline",A,medbullets,"His temperature is 97.5°F (36.4°C), blood pressure is 62/32 mmHg, pulse is 185/min, respirations are 25/min, and oxygen saturation is 98% on room air He is otherwise healthy and does not take any medications."
ID0535,"Which of the following is the most likely diagnosis?

A. Osteoarthritis  
B. Vertebral compression fracture  
C. Lumbar strain  
D. Disc herniation",C,medbullets,There is tenderness to palpation of his paravertebral lumbar region bilaterally.
ID0162,"Which of the following is the most likely diagnosis?

A. Urethral diverticulum  
B. Overflow incontinence  
C. Stress urinary incontinence  
D. Pelvic organ prolapse",A,medbullets,She does not endorse any loss of urine with coughing or laughter.
ID1193,"What Would You Do Next?

A: Evaluate for congenital adrenal hyperplasia with serum 17-hydroxyprogesterone.
B: Evaluate for primary adrenal insufficiency with a 250-μg corticotropin stimulation test.
C: Evaluate for a pituitary adenoma with magnetic resonance imaging.
D: Evaluate for a laboratory error by repeating tests for serum adrenocorticotropic hormone and cortisol.",B,jama,"Physical examination revealed a body mass index of 20 (calculated as weight in kilograms divided by height in meters squared), normal vital signs, and darkening of the palmar creases and buccal mucosa."
ID1070,"What Would You Do Next?

A: Check angiotensin-converting enzyme level  
B: Stop azathioprine  
C: Commence corticosteroids  
D: Perform a punch skin biopsy",B,jama,"There were no other associated symptoms, including dyspnea, cough, urinary tract symptoms, or gastrointestinal symptoms.His medical history was significant for hypertension, poorly controlled type 2 diabetes, hypercholesterolemia, and biopsy-proven autoimmune hepatitis Synovial fluid analysis showed a noninflammatory picture with a leukocyte count of 700 cells/L; no bacteria or crystals were seen.Tender erythematous papulonodular lesions on extensor surfaces of lower (left) and upper (right) extremities His other regular medications include aspirin, metformin, verapamil, and pravastatin.Examination was remarkable for a temperature of 38°C, an exquisitely tender erythematous papulonodular rash on the extensor surface of his lower and upper limbs, and bilaterally tender knees with a patellar tap (Figure 1) Chest radiograph was also normal."
ID1204,"What Is Your Diagnosis?

A: Fibroepithelial polyps  
B: External hemorrhoids  
C: Granulomatous manifestation of inflammatory bowel disease  
D: Condyloma acuminata",C,jama,"A biopsy specimen from the perianal plaque was obtained (Figure, B and C).A, Multiple flesh-colored perianal papules and a pebbly plaque in a middle-aged woman with Crohn disease Acid-fast and silver stains were negative (not shown)."
ID0216,"What is the next best step in managing this patient’s condition?

A. Repeating the urine dipstick test  
B. 24-hour urine collection  
C. Referring to a nephrologist immediately  
D. Ordering a renal biopsy  
E. Performing a kidney ultrasound  
F. Prescribing a low-protein diet  
G. Testing for urinary Bence Jones proteins  
H. Starting captopril  
I. Measuring serum albumin and creatinine  
J. Initiating corticosteroid therapy",A,medxpert,"A 43-year-old male patient attends a routine primary care visit where urinalysis reveals 3+ protein and 1–2 red blood cells per high-power field, with no other abnormalities."
ID0207,"The most likely location of the damaged structure is:

A. At the sacroiliac joint  
B. Between T12 and L1  
C. Between L3 and L5  
D. Between L4 and L5  
E. Between L1 and L2  
F. At the coccygeal plexus  
G. Between L5 and S1  
H. Within the piriformis muscle  
I. Between L2 and L3  
J. Between L3 and L4",J,medxpert,A straight leg test is positive on the left.
ID0860,"What is the most likely diagnosis?

A. Anticholinergic toxicity  
B. Exertional heat stroke  
C. Malignant hyperthermia  
D. Neuroleptic malignant syndrome  
E. Central nervous system infection  
F. Drug-induced hyperthermia  
G. Septic shock  
H. Nonexertional heat stroke  
I. Thyroid storm  
J. Status epilepticus",B,medxpert,He underwent an appendectomy two months ago.
ID0478,"What Would You Do Next?

A: Perform a serum test for autoantibodies  
B: Perform a tensilon test  
C: Perform magnetic resonance venography  
D: Restart antibiotic treatment and arrange for an otorhinolaryngology follow-up examination",A,jama,"A indicates anterior.The patient was then referred for neuro-ophthalmic evaluation Because of this infection, he went to an emergency department and was prescribed antibiotics for presumed sinusitis."
ID0416,"What is the most likely diagnosis for this patient?

A. T4 NRRSR  
B. T5 NSLSL  
C. T2–T6 NSLRR  
D. T5 ERRSL  
E. T6 FRLSR  
F. T5 NRRSL  
G. T6 ERLSL  
H. T4 FRLSL  
I. T5 FRRSR  
J. T6 FRRSL",I,medxpert,"During the osteopathic structural examination, the examiner notes hypertonic and mildly tender paraspinal muscles in the lower cervical and upper thoracic regions."
ID1664,"What Would You Do Next?

A: Observe the patient  
B: Perform pars plana vitrectomy  
C: Treat with systemic chemotherapy  
D: Treat with combined systemic chemotherapy and pars plana vitrectomy",D,jama,"Results of B-scan ultrasonography confirmed choroidal detachment in the left eye and revealed a small area of suprachoroidal effusion in the right eye in the superotemporal periphery.Treat with combined systemic chemotherapy and pars plana vitrectomy Peripheral capillary nonperfusion, vascular reorganization, neovascularization, and choroidal detachment were noted.Anterior segment spectral domain optical coherence tomographic results showed a shallow anterior chamber and 360° narrow angles in the left eye (Figure, B) There was vitreous hemorrhage with a poor view of the posterior pole (Figure, A).A, Ultra-widefield fundus photograph of the left eye showing posterior vitreous hemorrhage (white arrowhead) and a choroidal detachment temporally (yellow arrowheads) B, Anterior segment spectral domain optical coherence tomography of the left eye showing the narrow angle from suprachoroidal effusion.Results of fundus fluorescein angiography of the left eye showed hypofluorescence corresponding to vitreous hemorrhage Choroidal folds were observed 3 disc diameters temporal to the macula, extending to the periphery."
ID0831,"Which of the following is the most appropriate next step in management?

A. MRI with contrast  
B. Empiric broad-spectrum antibiotics  
C. CT-guided needle aspiration  
D. Bone scan  
E. Surgical debridement  
F. Bone biopsy of the right femur  
G. Anti-inflammatory therapy  
H. Nafcillin therapy  
I. Arthrocentesis  
J. Blood culture and observation",F,medxpert,"Examination shows swelling, tenderness, warmth, and mild erythema over the right upper thigh; range of motion is limited by pain."
ID1717,"What is the most appropriate next step in managing this patient?

A. Dual-energy x-ray absorptiometry  
B. Transesophageal echocardiography  
C. Carotid doppler ultrasound  
D. Mammography screening  
E. 24-hour ambulatory blood pressure monitoring  
F. Spirometry testing  
G. Stress echocardiography  
H. Low-dose CT scan of the chest  
I. Comprehensive metabolic panel  
J. Serum alcohol level measurement",A,medxpert,Her medications include enalapril and low-dose aspirin.
ID0581,"What is the most appropriate next step in managing this patient?

A. Surgical thrombectomy  
B. Inferior vena cava filter  
C. Unfractionated heparin therapy  
E. Aspirin therapy only  
F. Prophylactic antibiotics for cellulitis  
G. Oral warfarin therapy  
H. Compression stockings and observation  
J. Low molecular weight heparin therapy",B,medxpert,"On examination, his temperature is 38.3°C (101.0°F), pulse is 110/min, and blood pressure is 130/80 mm Hg."
ID0957,"What is the most likely underlying pathology in this case?

A. Tetralogy of Fallot  
B. Patent ductus arteriosus  
C. Double outlet right ventricle  
D. Hypoplastic left heart syndrome  
E. Ebstein anomaly  
F. Total anomalous pulmonary venous connection  
G. Tricuspid atresia  
H. Transposition of the great arteries  
I. Atrioventricular septal defect  
J. Truncus arteriosus",J,medxpert,"Current vital signs show: temperature 98.6 ºF, blood pressure 80/40 mmHg, heart rate 200/min, and respiratory rate 70/min A male neonate, aged 2 weeks, is brought to primary care with symptoms of excessive sleepiness, feeding difficulties, and grunting."
ID1713,"What Would You Do Next?  

A: Do nothing; it will resolve with time  
B: Prescribe topical steroids  
C: Prescribe oral anthelmintic therapy  
D: Prescribe oral antibiotics",C,jama,Vesicles were also noted over the Achilles tendon.Serpiginous lesions on the heel (A) and lateral area of the midfoot (B) of the patient A 21-year-old college student presents for evaluation of an intensely pruritic eruption on the ankle and sole of his right foot.
ID1684,"Which of the following vaccines should be administered to this patient at this time?

A. Tetanus/Diphtheria/Pertussis vaccine  
B. Rabies vaccine  
D. Live-attenuated influenza vaccine  
E. Varicella vaccine  
G. Intramuscular flu vaccine  
H. Pneumococcal conjugate vaccine  
I. Hepatitis A vaccine  
J. Hepatitis B vaccine",G,medxpert,She has no immunization records and does not recall receiving any vaccines.
ID0492,"What Is Your Diagnosis?

A: Desmoid fibromatosis  
B: Inflammatory myofibroblastic tumor  
C: Nodular fasciitis  
D: Leiomyosarcoma",C,jama,"B and C, T1- and T2-weighted images demonstrating an enhancing right-flank mass within the right-flank musculature.Because of the concern of malignancy, an ultrasonography-guided core biopsy was performed and demonstrated a myofibroblastic proliferation with immunostains positive for actin and negative for S100 and desmin Follow-up computed tomography was not able to identify the lesion but MRI showed that it was still present but decreased in size (2.4 × 1 cm) with interval resolution of surrounding inflammatory changes Ultrasonography demonstrated a hypoechoic lesion measuring 3.3 × 3.6 cm with internal echoes and no significant flow (Figure 1A) Her case was presented at the soft tissue tumor board, and given that the patient was asymptomatic and pregnant, the decision was made to closely watch the progression of this lesion with serial imaging with a planned resection after delivery.Unfortunately, she developed premature rupture of membranes and lost the pregnancy She subsequently underwent wide local resection of the lesion."
ID0671,"What Is the Diagnosis?

A: Sweet syndrome  
B: Herpes genitalis  
C: Deep fungal or atypical mycobacterial infection  
D: Perivulvar neutrophilic eccrine hidradenitis",D,jama,"A punch biopsy of the perivulvar lesions was performed for histopathologic analysis (Figure, B and C) and tissue culture.A, Perivulvar plaques and nodules that developed after chemotherapy for acute myeloid leukemia B, Spongiosis and hyperplasia of the epidermis with neutrophilic infiltrate within the dermis (hematoxylin-eosin, original magnification ×10)."
ID1915,"Which of the following management strategies is the most appropriate for this patient?

A. Replace hydrochlorothiazide with dapagliflozin  
B. Add hydralazine to current therapy  
C. Add losartan to current therapy  
D. Increase lisinopril dosage beyond 40 mg daily  
E. Add metoprolol to current therapy  
F. Replace hydrochlorothiazide with canagliflozin  
G. Add amlodipine to current therapy  
H. Replace lisinopril with spironolactone  
I. Replace hydrochlorothiazide with furosemide  
J. Initiate sodium bicarbonate therapy",G,medxpert,Proteinuria is confirmed with an albumin-to-creatinine ratio of 760 mg/g (<30).
ID0919,"What is the most significant risk associated with this patient's condition?

A. Hemorrhage  
B. Sepsis  
C. Chronic anemia  
D. Cardiac malformations  
E. Thrombosis  
F. Developmental delay  
G. Fractures  
H. Renal failure  
I. Pulmonary embolism  
J. Immunodeficiency",A,medxpert,"The patient is feeding well with normal urine and stool output, is vigorous, and independently wakes for feeds."
ID0133,"What Would You Do Next?

A: Empirically treat with a topical steroid  
B: Initiate treatment with valacyclovir and send culture for further studies  
C: Order laboratory studies to rule out syphilis  
D: Obtain a biopsy of the lesion for pathological examination",D,jama,"On examination the bright reddish, irregularly shaped plaque measures 4.0 × 1.5 cm and has erosions on the surface (Figure 1) A 61-year-old man presents with a painless plaque on the right side of his scrotum; the plaque first appeared 1.5 years ago and has been slowly enlarging since."
ID1947,"What is the most likely diagnosis in this case?

A. Primary hypothyroidism with secondary precocious puberty  
B. Benign premature adrenarche  
C. Gonadotropin-independent precocious puberty  
D. Central precocious puberty related to a central nervous system lesion  
E. Familial male-limited precocious puberty  
F. Idiopathic central precocious puberty  
G. Late-onset congenital adrenal hyperplasia  
H. McCune-Albright syndrome  
I. Precocious puberty related to a peripheral androgen-secreting tumor  
J. Adrenal carcinoma causing androgen excess",D,medxpert,"His parents note that in the past year, he has developed body odor, acne, and pubic hair growth."
ID1172,"Which one of the following next steps is most appropriate in this patient's evaluation?

A. Biophysical profile testing  
B. Maternal serum screening for PAPP-A  
C. Genetic amniocentesis  
D. Nonstress testing  
E. Middle cerebral artery Doppler assessment  
F. Umbilical artery Doppler flow velocimetry  
G. Repeat ultrasound in 2 weeks  
H. Daily fetal movement counts  
I. Immediate delivery by cesarean section  
J. Serial fundal height measurements only",F,medxpert,She and the baby’s father both have constitutional short stature.
ID1009,"What is the most appropriate management strategy for this patient?

A. Switch amiodarone to dofetilide without additional treatment  
B. Continue amiodarone and add oral prednisone  
C. Perform a bronchoscopy and continue amiodarone until confirmed diagnosis  
D. Stop amiodarone and start oral prednisone plus another antiarrhythmic agent  
E. Stop amiodarone and give no additional treatment  
F. Initiate diuretic therapy to manage suspected pulmonary edema  
G. Start high-dose intravenous methylprednisolone without stopping amiodarone  
H. Discontinue all medications and initiate mechanical ventilation  
I. Stop amiodarone and initiate bronchodilator therapy with albuterol  
J. Stop amiodarone and start high-dose intravenous methylprednisolone plus another antiarrhythmic agent",D,medxpert,"A 62-year-old woman presents with a one-month history of worsening dyspnea, a nonproductive cough, and weight loss."
ID1255,"What is the most likely diagnosis for this patient?

A. Bipolar I disorder with psychotic features  
B. Major depressive disorder with psychotic features  
C. Substance/medication-induced psychotic disorder  
D. Delusional disorder  
E. Schizophreniform disorder  
F. Borderline personality disorder  
G. Psychotic disorder due to another medical condition  
H. Schizophrenia  
I. Schizoaffective disorder",I,medxpert,"He reports that during a family dinner last night, she threatened his parents with a knife, prompting him to call the police."
ID1892,"What is the most appropriate initial management step?

A. Topical erythromycin ointment and discharge  
B. Surgical consultation  
C. Oral trimethoprim-sulfamethoxazole and close follow-up  
F. Oral amoxicillin-clavulanic acid and discharge home  
G. Immediate ophthalmology consultation and admission  
H. Intravenous vancomycin and ceftriaxone  
I. Intravenous clindamycin monotherapy  
J. Intravenous dexamethasone and antihistamines",H,medxpert,"Her vital signs show temperature 38.3°C (101°F), blood pressure 108/65 mmHg, heart rate 117/min, respiratory rate 20/min, and oxygen saturation 99% on room air Neurological examination is unremarkable."
ID0701,"What is the most probable diagnosis?

A. Central cord syndrome  
B. Transverse myelitis  
C. Lumbar spinal stenosis  
D. Spinal epidural hematoma  
E. Anterior cord syndrome  
F. Brown-Séquard syndrome  
G. Cauda equina syndrome  
H. Conus medullaris syndrome  
I. Spinal cord infarction  
J. Sacral plexopathy",H,medxpert,A bladder scan shows 900 mL of retained urine with urinary retention.
ID0509,"What is the most appropriate next step in management?

A. Intramuscular dexamethasone  
B. High-flow nasal cannula oxygen therapy  
C. Titrated oxygen therapy  
D. Oral azithromycin therapy  
E. Nebulized racemic epinephrine therapy  
F. Inhaled ipratropium bromide  
G. Nebulized albuterol and oral prednisone therapy  
H. Intravenous antibiotics and chest physiotherapy  
I. Nebulized hypertonic saline solution  
J. No therapy is indicated at this time",J,medxpert,"His temperature is 38°C (100.4°F), pulse is 135/min, respirations are 35/min, and blood pressure is 80/50 mm Hg."
ID1582,"What is the most appropriate next step in managing this patient?

A. Artificial rupture of membranes  
B. Administration of epidural anesthesia  
C. Placement of the patient in a hands-and-knees position  
D. Administration of terbutaline  
E. Lateral positioning of the patient  
F. Expectant management  
G. Emergency cesarean delivery  
H. Augmentation with oxytocin  
I. Application of vacuum extractor  
J. Manual rotation",F,medxpert,"The fetal heart rate baseline is 140 beats per minute, with accelerations and no decelerations."
ID0042,"Which of the following is the most likely underlying cause of this patient's symptoms?

A. Impaired neutrophil chemotaxis  
B. Defective beta-2 integrin  
C. Defective NADPH oxidase  
D. Abnormal toll-like receptor function  
E. Defective IL-12 receptor signaling  
F. Defective CD40 ligand  
G. Abnormal neutrophil granule formation  
H. Impaired myeloperoxidase function  
I. Defective neutrophil adhesion molecule expression  
J. Defective interferon-gamma production",B,medxpert,His temperature is 39.0°C (102.2°F) and blood pressure is 58/36 mm Hg Umbilical cord separation occurred at the age of 8 weeks.
ID1324,"Which of the following medications operates through the same cellular signaling pathway that was activated in this student's cardiac tissue?

A. Norepinephrine  
B. Epinephrine  
C. Digoxin  
D. Propranolol  
E. Atropine  
F. Clonidine  
G. Adenosine  
H. Verapamil  
I. Dobutamine  
J. Methacholine",F,medxpert,"He experiences lightheadedness and blurred vision immediately before fainting, regains consciousness within 5 seconds, and recovers completely after brief rest."
ID1909,"What Would You Do Next?

A: Fine-needle aspiration biopsy with cytology and cytogenetics  
B: Iodine 125 plaque radiotherapy  
C: Observe with no additional testing or intervention  
D: Cyst paracentesis with complete drainage",C,jama,"Dilated fundus examination revealed normal findings in both eyes.Beginning of dialog window On examination, his best-corrected visual acuity was 20/20 OU, and intraocular pressures were normal in both eyes."
ID1280,"What is the most appropriate next intervention for this patient?

A. Perform manual exploration of uterus  
B. Administer methylergonovine intramuscularly  
C. Initiate crystalloid fluid resuscitation  
D. Initiate tranexamic acid infusion  
E. Provide an additional dose of oxytocin intravenously  
F. Begin misoprostol administration  
G. Administer carboprost intramuscularly  
H. Perform immediate hysterectomy  
I. Insert Bakri balloon  
J. Begin fresh frozen plasma transfusion",B,medxpert,A 22-year-old woman (G2P2) experiences ongoing vaginal bleeding immediately following vaginal delivery.
ID0815,"What is the most appropriate next step in evaluating this patient's condition?

A. Begin clomiphene citrate therapy  
B. Measure her serum human chorionic gonadotropin level  
C. Measure serum testosterone and DHEA-S levels  
D. Perform transvaginal ultrasound to evaluate ovarian structure  
E. Perform endometrial biopsy  
F. Order pelvic MRI to evaluate hypothalamic-pituitary anatomy  
G. Order thyroid function tests and prolactin level  
H. Measure her follicle-stimulating hormone and estradiol levels  
I. Continue to monitor her for one more month  
J. Start progesterone challenge test",I,medxpert,An in-office qualitative urine pregnancy test is negative.
ID1999,"What is the most likely diagnosis?

A. Premenstrual dysphoric disorder  
B. Persistent depressive disorder  
C. Cyclothymic disorder  
D. Generalized anxiety disorder  
E. Bipolar II disorder  
F. Borderline personality disorder  
G. Adjustment disorder with depressed mood  
H. Bipolar I disorder  
I. Substance-induced mood disorder  
J. Major depressive disorder",C,medxpert,"Her history reveals self-reported ""mood swings,"" characterized by several weeks of increased productivity and elevated mood, followed by several weeks of fatigue, guilt, and depressive symptoms Physical examination findings are normal."
ID1416,"What Is Your Diagnosis?

A: Blue rubber bleb nevus syndrome  
B: Familial cerebral cavernous malformations  
C: Glomuvenous malformations  
D: Verrucous venous malformations",B,jama,"The family history was positive for cerebral venous malformations involving the patient’s father and aunt, the father having died of an intracranial hemorrhage in his early 70s.A, Clinical picture B and C, Hematoxylin-eosin stain.Sonography of the skin lesions demonstrated intradermal slow-flow vascular malformations with a maximum diameter of 1.2 cm."
ID0519,"Which pathogen is the most probable cause of her presentation?

A. *Mycoplasma genitalium*  
B. *Klebsiella granulomatis*  
C. *Treponema pallidum*  
D. *Chlamydia trachomatis*  
E. *Escherichia coli*  
F. *Ureaplasma urealyticum*  
G. *Actinomyces israelii*  
H. *Trichomonas vaginalis*  
I. *Mycobacterium tuberculosis*  
J. *Neisseria gonorrhoeae*",I,medxpert,A menstrual fluid sample is sent for microbiological analysis.
ID1141,"Given the laboratory findings below, which pathogen is the most likely cause of her condition?  
A. *Enterococcus faecalis*  
B. *Echinococcus granulosus*  
C. *Staphylococcus aureus*  
D. *Clonorchis sinensis*  
E. *Ascaris lumbricoides*  
F. *Opisthorchis viverrini*  
G. *Escherichia coli*  
H. Hepatitis C virus  
I. *Klebsiella pneumoniae*  
J. *Salmonella typhi*",G,medxpert,"Given the laboratory findings below, which pathogen is the most likely cause of her condition?"
ID1698,"Which of the following medications most likely contributed to this patient's hypothermia?

A. Clozapine  
B. Fluphenazine  
C. Fluoxetine  
D. Olanzapine  
E. Quetiapine  
F. Risperidone  
G. Haloperidol  
H. Aripiprazole  
I. Lithium  
J. Ziprasidone",B,medxpert,The patient is treated with intramuscular haloperidol and diphenhydramine and is admitted to the psychiatric ward.
ID1385,"Given this presentation of acute somatic dysfunction, which cervical spine movement would be most significantly impaired?

A. Rotation  
B. Lateral flexion  
C. Sidebending  
D. Posterior translation  
E. Protraction  
F. Axial compression  
G. Extension  
H. Circumduction  
I. Retraction  
J. Flexion",A,medxpert,Examination reveals increased muscle tension in the left paraspinal region from C2–C4.
ID1021,"What Is Your Diagnosis?

A: Disseminated fusariosis  
B: Invasive aspergillosis  
C: Pseudomonal ecthyma gangrenosum  
D: Sweet syndrome",A,jama,"A biopsy specimen from a skin nodule on the left lateral thigh was obtained for histopathologic examination and tissue culture, and wet mount preparation of a tissue culture colony was performed (Figure, B).A, Physical examination findings demonstrate dusky and pink papulonodules, some with overlying eschar, scattered on the scalp, neck, and extremities During her admission, the patient also developed painful necrotic skin lesions, a nonproductive cough, and altered mental status.Physical examination findings demonstrated dusky, purpuric, and pink papulonodules, some with overlying eschar, scattered on the scalp, neck, trunk, and extremities (Figure, A) The results of a CT scan of the chest demonstrated multifocal bilateral ground-glass patchy opacities, scattered solid bilateral pulmonary nodules, and a moderately sized pericardial effusion."
