Origin,QA_ID,Score,Source_preview
ID1617,Merge Q2710,0.3634109169684707,| Blood pressure | 110/70 mm Hg |
ID1617,Merge Q2710,-0.0,| Respirations | 22/min |
ID1617,Merge Q2710,0.0,| Heart rate | 100/min |
ID1617,Merge Q2710,-0.0,| Temperature | 37.5°C (99.5°F) |
ID1617,Merge Q2710,-0.0,| --- | --- |
ID0828,Merge Q2711,0.2575191422561474,| Blood pressure | 128/88 mm Hg |
ID0828,Merge Q2711,0.1422215194053965,| Oxygen saturation | 93% on room air |
ID0828,Merge Q2711,0.0,| Heart rate | 82/min |
ID0828,Merge Q2711,-0.0,| --- | --- |
ID0828,Merge Q2711,-0.2491303277857318,| Temperature | 38.7°C (101.6°F) |
ID0828,Merge Q2711,-0.2759717859545044,| Respiratory rate | 24/min |
ID0828,Merge Q2711,-2.881050412735904,Physical examination reveals bilateral crackles and decreased breath sounds at the right posterior lung base.
ID1820,Merge Q275,-0.0,.
ID1020,Merge Q276,-1.270527680199525,.
ID1858,Merge Q2820,23.57408353135673,| Potassium (mEq/liter) | 5.7 | 5.4 | 3.5–5.0 |
ID1858,Merge Q2820,7.553439364703613,| Sodium (mEq/liter) | 136 | 134 | 136–145 |
ID1858,Merge Q2820,0.0,| Creatinine (mg/dL) | 1.4 | 1.5 | 0.6–1.1 |
ID1858,Merge Q2820,0.0,| Glucose (mg/dL) | 125 | 115 | 70–100 |
ID1858,Merge Q2820,0.0,| Magnesium (mg/dL) | 2.0 | 2.2 | 1.8–3.0 |
ID1858,Merge Q2820,0.0,An electrocardiogram shows normal sinus rhythm with no abnormalities.
ID1858,Merge Q2820,0.0,| Chloride (mEq/liter) | 101 | 102 | 98–106 |
ID1858,Merge Q2820,0.0,| Carbon dioxide (mEq/liter) | 23 | 24 | 21–30 |
ID1858,Merge Q2820,0.0,| --- | --- | --- | --- |
ID1858,Merge Q2820,0.0,| Blood urea nitrogen (mg/dL) | 26 | 22 | 10–20 |
ID1858,Merge Q2820,0.0,|  | 2 weeks ago | Today | Reference range |
ID1840,Merge Q2838,36.015469616558136,| Serum creatinine | 1.4 mg/dL | Serum creatinine | 1.6 mg/dL |
ID1840,Merge Q2838,12.036426616722766,| **Initial** | | **After 8 hours** | |
ID1840,Merge Q2838,4.120473551922332,| Serum potassium | 4.2 mmol/L | Serum potassium | 4.0 mmol/L |
ID1840,Merge Q2838,0.0,| Urine output | (drained 700 ml) | Urine output | 260 mL |
ID1840,Merge Q2838,0.0,The patient weighs 84 kg and is 175 centimeters tall.
ID1840,Merge Q2838,0.0,| Serum chloride | 102 mmol/L | Serum chloride | 110 mmol/L |
ID1840,Merge Q2838,0.0,| Serum blood urea nitrogen | 64 mg/dL | Serum blood urea nitrogen | 62 mg/dL |
ID1840,Merge Q2838,-0.0,| --- | --- | --- | --- |
ID1840,Merge Q2838,-0.5543405577121144,| Serum sodium | 140 mmol/L | Serum sodium | 142 mmol/L |
ID0254,Merge Q286,-1.0745329670012138,.
ID0514,Merge Q2896,1.55048668384552,A peripheral blood smear shows reticulocytosis and microspherocytes.
ID0514,Merge Q2896,1.3929707723024682,Indirect bilirubin: 2.7 mg/dL
ID0514,Merge Q2896,0.4066427368511625,Lactate dehydrogenase: 480 U/L (Normal: 140-280 U/L)
ID0514,Merge Q2896,0.1063721359266918,"Platelet count: 300,000/mm³"
ID0514,Merge Q2896,-0.1564340085694783,Mean corpuscular volume: 90 µm³
ID0514,Merge Q2896,-0.2660932054056057,Reticulocyte count: 9%
ID0514,Merge Q2896,-0.5843171843908715,Haptoglobin: 10 mg/dL (Normal: 41-165 mg/dL)
ID0514,Merge Q2896,-1.0761693716049194,D-dimer: <250 ng/mL (Normal: <250 ng/mL)
ID0514,Merge Q2896,-1.2439480285099984,"Leukocyte count: 7,000/mm³"
ID1029,Merge Q2898,1.3211576512216374,| Alkaline phosphatase | 79 U/L |
ID1029,Merge Q2898,0.0,| Urea nitrogen | 20 mg/dL |
ID1029,Merge Q2898,-0.0242629796266555,| Creatinine | 0.8 mg/dL |
ID1029,Merge Q2898,-0.1776227972303105,| Hemoglobin | 13.1 g/dL |
ID1029,Merge Q2898,-0.343398600555251,| Serum |  |
ID1029,Merge Q2898,-0.4390179787517096,| Total | 1 mg/dL |
ID1029,Merge Q2898,-0.6121552939941853,"| Leukocyte count | 17,000/mm3 |"
ID1029,Merge Q2898,-0.6480174574661072,| --- | --- |
ID1029,Merge Q2898,-0.9696758414546556,| Bilirubin |  |
ID1029,Merge Q2898,-1.2964110792033716,Urinalysis demonstrates mild pyuria.
ID1029,Merge Q2898,-1.422900625814398,| Direct | 0.3 mg/dL |
ID1538,Merge Q29,-0.0,.
ID1652,Merge Q290,0.4217350956453159,.
ID1353,Merge Q292,-1.6536237001419067,.
ID1551,Merge Q293,-0.0,.
ID1346,Merge Q298,0.0,.
ID1691,Merge Q3003,8.92808798024859,| Aspartate aminotransferase (U/liter) | 334 | 13–35 |
ID1691,Merge Q3003,8.46120345613247,| Alanine aminotransferase (U/liter) | 255 | 5–30 |
ID1691,Merge Q3003,4.324761200574872,| International normalized ratio | 1.1 | — |
ID1691,Merge Q3003,3.2333907298743725,| Gamma-glutamyltransferase (U/liter) | 22 | 5–24 |
ID1691,Merge Q3003,1.6885996587615113,| Alkaline phosphatase (U/liter) | 160 | 100–320 |
ID1691,Merge Q3003,-0.0,"Testing is negative for anti-smooth muscle antibodies, anti-liver-kidney microsomal antibodies, hepatitis B antibodies, "
ID1691,Merge Q3003,0.0,| Serum ceruloplasmin (mg/dL) | 19 | 20.8–43.2 |
ID1691,Merge Q3003,-0.0,| Ferritin (ng/mL) | 110 | 7–140 |
ID1691,Merge Q3003,-0.0,| Total immunoglobulin G (mg/dL) | 1100 | 509–1580 |
ID1691,Merge Q3003,-0.0,| C-reactive protein (mg/liter) | 1 | 0–5 |
ID1691,Merge Q3003,-0.0,| Total bilirubin (mg/dL) | 0.9 | <1.5 |
ID1691,Merge Q3003,0.0,| Mean corpuscular volume (μm3) | 85 | 78–102 |
ID1691,Merge Q3003,-0.0,| Albumin (g/dL) | 4.5 | 3.6–5.2 |
ID1691,Merge Q3003,0.0,| Total protein (g/dL) | 7.0 | 6–8 |
ID1691,Merge Q3003,0.0,| Prothrombin time | 13 | 11–14 |
ID1691,Merge Q3003,-0.0,"| Platelet count (per mm3) | 220,000 | 150,000–450,000 |"
ID1691,Merge Q3003,-0.0,| Hemoglobin (g/dL) | 13 | 12–16 |
ID1691,Merge Q3003,-0.0,| Erythrocyte sedimentation rate (mm/hour) | 4 | 0–20 |
ID1691,Merge Q3003,0.0,"| Leukocyte count (per mm3) | 9000 | 4500–13,500 |"
ID1691,Merge Q3003,0.0,|  | Patient value | Reference range |
ID1691,Merge Q3003,-0.0,| --- | --- | --- |
ID1691,Merge Q3003,-0.0942493282456608,| Hematocrit (%) | 38.5 | 36.0–46.0 |
ID1691,Merge Q3003,-0.8104073606864769,| Direct bilirubin (mg/dL) | 0.1 | 0.2 |
ID1113,Merge Q303,0.1609618251293292,Escape will cancel and close the window.This is a modal window.
ID1113,Merge Q303,0.0366011261940002,.
ID1113,Merge Q303,0.0,This modal can be closed by pressing the Escape key or activating the close button.
ID0292,Merge Q3070,0.0635785907506942,| Urine protein-to-creatinine ratio (mg/mg) | 0.35 | <0.20 |
ID0292,Merge Q3070,0.0424837204161638,"| Platelet count (per mm3) | 350,000 | 146,000–429,000 |"
ID0292,Merge Q3070,0.0,| Alanine aminotransferase (U/liter) | 10 | 2–25 |
ID0292,Merge Q3070,-0.0,| Aspartate aminotransferase (U/liter) | 14 | 4–32 |
ID0292,Merge Q3070,0.0,| --- | --- | --- |
ID0292,Merge Q3070,-0.0,| Creatinine (mg/dL) | 0.7 | 0.4–0.9 |
ID0292,Merge Q3070,-0.0299582709768424,| 24-hour protein excretion (mg) | 325 | 0–254 |
ID0292,Merge Q3070,-0.0316865749223432,| Hematocrit (%) | 37 | 28–40 |
ID0292,Merge Q3070,-0.366818904876709,"A nonstress test is reactive with a baseline heart rate of 140 beats per minute with moderate variability, adequate acce"
ID0292,Merge Q3070,-0.7911437258866527,|  | Patient value | Reference range |
ID1164,Merge Q310,0.0,.
ID1585,Merge Q324,0.0,.
ID0458,Merge Q3284,4.465695227211826,Abdominal radiography demonstrates several radiopaque objects in the stomach.
ID0458,Merge Q3284,0.5613485314475336,  - Na+: 140 mEq/L
ID0458,Merge Q3284,0.4726403136193186,  - BUN: 20 mg/dL
ID0458,Merge Q3284,-0.0,  - Creatinine: 1.0 mg/dL
ID0458,Merge Q3284,-0.2859996987864921,  - HCO3-: 11 mEq/L
ID0458,Merge Q3284,-0.3009795681760155,  - K+: 3.9 mEq/L
ID0458,Merge Q3284,-0.3546810150146484,  - Glucose: 99 mg/dL
ID0458,Merge Q3284,-1.2648485265893818,  - Cl-: 101 mEq/L
ID1031,Merge Q3289,16.637098588008726,  - Creatinine: 2.2 mg/dL (baseline 1.9 mg/dL)
ID1031,Merge Q3289,9.26160139857221,  - Glucose: 156 mg/dL
ID1031,Merge Q3289,1.52070814371109,  - BUN: 29 mg/dL
ID1031,Merge Q3289,0.9435991924886388,- Hemoglobin: 12 g/dL
ID1031,Merge Q3289,0.5465429536101784,"The patient is admitted and treated appropriately, leading to resolution of her symptoms."
ID1031,Merge Q3289,0.1577852014452219,  - HCO₃⁻: 23 mEq/L
ID1031,Merge Q3289,0.0,- Urine:
ID1031,Merge Q3289,0.0,  - Ca²⁺: 9.8 mg/dL
ID1031,Merge Q3289,0.0,  - Protein: Positive
ID1031,Merge Q3289,-0.0,  - Color: Amber
ID1031,Merge Q3289,-0.0,  - Blood: Negative
ID1031,Merge Q3289,0.0,  - K⁺: 5.0 mEq/L
ID1031,Merge Q3289,-0.0,"- Leukocyte count: 5,500/mm³ with normal differential"
ID1031,Merge Q3289,0.0,"- Platelet count: 117,000/mm³"
ID1031,Merge Q3289,-0.0,- Serum:
ID1031,Merge Q3289,0.0,  - Na⁺: 141 mEq/L
ID1031,Merge Q3289,-0.0,  - Cl⁻: 101 mEq/L
ID1031,Merge Q3289,-0.0,- Hematocrit: 36%
ID1742,Merge Q3295,2.9412784576416016,"Despite bimanual uterine massage and administration of oxytocin, the bleeding persists."
ID1742,Merge Q3295,0.9259389935044678,| --- | --- |
ID1742,Merge Q3295,0.7307718312520288,| Hematocrit | 32.3% |
ID1742,Merge Q3295,0.7189504362580189,| Prothrombin time | 14 seconds |
ID1742,Merge Q3295,0.5796604692762931,| Partial thromboplastin time | 38 seconds |
ID1742,Merge Q3295,0.2319850704606796,"| Platelet count | 140,000/mm³ |"
ID1742,Merge Q3295,0.0,"| Leukocyte count | 9,000/mm³ |"
ID1742,Merge Q3295,-0.9709263696445718,| Hemoglobin | 10.8 g/dL |
ID0541,Merge Q335,-0.4825219115994476,.
ID1654,Merge Q3350,9.688231717911178,- Blood pressure: 90/60 mmHg
ID1654,Merge Q3350,1.5524430579387123,- Temperature: 39.1°C (102.4°F)
ID1654,Merge Q3350,0.9234866176593296,The patient is oriented to person and place but not time.
ID1654,Merge Q3350,0.0,- Respirations: 20/min
ID1654,Merge Q3350,0.0,- Pulse: 120/min
ID1357,Merge Q3369,2.5782235840897183,A urine culture has been ordered.
ID1357,Merge Q3369,1.140052273487438,- White blood cells: 2+
ID1357,Merge Q3369,0.2783909903416429,- Nitrites: 1+
ID1357,Merge Q3369,-0.0,- Blood: trace
ID1357,Merge Q3369,-2.021133655822788,- pH: 5
ID0466,Merge Q34,0.2425127141506111,.
ID1789,Merge Q3415,1.187632170866047,- Follicle-Stimulating Hormone (FSH): 16.2 mIU/mL (normal: 4.7–21.5 mIU/mL)
ID1789,Merge Q3415,0.9138284272566972,- K⁺: 4.1 mEq/L
ID1789,Merge Q3415,0.8481066823005676,- Urea nitrogen: 12 mg/dL
ID1789,Merge Q3415,0.7139115593536781,- Ca²⁺: 9.7 mg/dL
ID1789,Merge Q3415,0.6045929377991289,- ALT: 11 U/L
ID1789,Merge Q3415,0.4739089292304542,- Cl⁻: 100 mEq/L
ID1789,Merge Q3415,0.1572037065878729,- HCO₃⁻: 24 mEq/L
ID1789,Merge Q3415,0.1511220186948776,- Glucose: 73 mg/dL
ID1789,Merge Q3415,0.0436731526561464,- Creatinine: 0.9 mg/dL
ID1789,Merge Q3415,-0.0,- Mg²⁺: 1.7 mEq/L
ID1789,Merge Q3415,-0.0609084099329648,- Estrogen: 240 pg/mL (normal: 64–357 pg/mL)
ID1789,Merge Q3415,-0.3855398185959054,- AST: 11 U/L
ID1789,Merge Q3415,-0.874376335176518,An abdominal ultrasound reveals a normal uterus and ovaries.
ID1789,Merge Q3415,-1.3382229888144124,- Na⁺: 139 mEq/L
ID1674,Merge Q343,-0.0,.
ID1084,Merge Q345,-0.6179936524252776,.
ID0422,Merge Q353,-0.0,.
ID0488,Merge Q360,0.5642078380471344,.
ID1859,Merge Q364,0.0,.
ID1981,Merge Q406,0.0,.
ID0660,Merge Q413,-0.3354800558974328,.
ID1247,Merge Q415,2.4761442819932844,.
ID1015,Merge Q421,1.234562296680321,"D, Hematoxylin and eosin stain (original magnification × 200)."
ID1015,Merge Q421,0.0,.
ID1015,Merge Q421,0.0,"B, Hematoxylin and eosin stain (original magnification × 5)."
ID1015,Merge Q421,-1.6001268476247787,"C, Hematoxylin and eosin stain (original magnification × 200)."
ID0683,Merge Q422,0.0,.
ID0494,Merge Q427,-0.0135435732304543,.
ID0904,Merge Q431,0.0,.
ID0859,Merge Q434,-0.0,.
ID0669,Merge Q437,1.3726144284009931,.
ID0669,Merge Q437,0.0,"B, Axial T2-weighted magnetic resonance image showing dysgenesis of the left cerebellar hemisphere (arrowhead) and vermi"
ID0472,Merge Q444,-0.3170115108865484,.
ID0093,Merge Q446,0.0,.
ID0364,Merge Q448,0.0,.
ID1734,Merge Q454,-0.3169128781148133,.
ID1005,Merge Q457,0.0,.
ID1791,Merge Q470,-0.0,.
ID1485,Merge Q478,-0.6952771859756218,.
ID1110,Merge Q481,-0.6281776126311778,.
ID1121,Merge Q486,-0.0,.
ID0522,Merge Q491,0.3201178090588107,.
ID1505,Merge Q492,2.038241528009035,.
ID1321,Merge Q508,4.941417081382966,.
ID1573,Merge Q51,-0.0,.
ID1893,Merge Q52,-0.0151280805289569,Intraocular pressures were 4 mm Hg ODand 13 mm Hg OS.
ID1215,Merge Q523,1.868482818493208,"A, Papules on the back with white atrophic center and an erythematous rim."
ID1215,Merge Q523,0.7876713351463179,"B, Lesions on the thigh similar to those of the back, alongside atrophic white scars."
ID1215,Merge Q523,-1.3680855806326524,.
ID1366,Merge Q528,-0.0,.
ID1464,Merge Q532,-0.0,.
ID0710,Merge Q533,-0.7041436286915277,.
ID0747,Merge Q537,-0.0,.
ID0302,Merge Q539,0.1700958460569381,.
ID0302,Merge Q539,-0.4742225127297044,Nothing proximal to the midtransverse colon was visualized because of a large fecal burden.
ID0703,Merge Q544,-0.0,.
ID1014,Merge Q546,-1.4259308576583862,.
ID1807,Merge Q550,0.561121264212772,.
ID0324,Merge Q552,-0.3940900179679609,.
ID1002,Merge Q560,-0.0684828156616901,.
ID1132,Merge Q569,0.0,.
ID1747,Merge Q57,17.564910226557263,"B, Orbital computed tomography on presentation, demonstrating preseptal and periorbital soft tissue swelling and edema w"
ID1747,Merge Q57,-0.0,.
ID1747,Merge Q57,0.0,There was no substantial proptosis or orbital masses.
ID0837,Merge Q588,0.0,.
ID1679,Merge Q600,0.4196980948780386,.
ID1349,Merge Q606,-2.2973924428224564,.
ID1430,Merge Q618,-0.456421434879303,.
ID1842,Merge Q619,-0.1445489469915628,.
ID1001,Merge Q622,-0.7176284469141019,.
ID1048,Merge Q623,-0.0,.
ID1162,Merge Q634,2.315698318183422,"Right, Immunohistochemical staining of biopsy sample (immunohistochemical stain for CD138, original magnification ×400)."
ID1162,Merge Q634,0.0,.
ID0718,Merge Q636,-0.0,.
ID0453,Merge Q639,-0.142318087350234,.
ID0296,Merge Q654,-0.0,.
ID1347,Merge Q659,-4.405345786532555,.
ID1229,Merge Q662,-0.0,.
ID1197,Merge Q674,27.692636384940048,"A 28-year-old man presented with abdominal pain and diarrhea (10-12 Bristol type 7 stools per day; Bristol scale range, "
ID1197,Merge Q674,-0.0,.
ID1090,Merge Q683,-0.0,.
ID1855,Merge Q690,0.0,.
ID1076,Merge Q694,-0.0,.
ID1354,Merge Q701,-0.3323251648381601,.
ID0400,Merge Q722,-0.0,.
ID1068,Merge Q724,-0.5883965087871527,.
ID0332,Merge Q731,0.0,.
ID1663,Merge Q732,-0.0,.
ID0894,Merge Q74,-1.6965468461383593,.
ID1450,Merge Q740,-0.3629664466124379,.
ID0352,Merge Q747,0.0,.
ID1387,Merge Q759,-0.3389120970643731,.
ID1401,Merge Q761,-1.4632509896442347,Escape will cancel and close the window.This is a modal window.
ID0490,Merge Q771,0.0,Left-heart catheterization demonstrated nonocclusive coronary artery disease.
ID0490,Merge Q771,-1.8734315154415333,.
ID1802,Merge Q779,-0.0,.
ID1266,Merge Q782,15.661151103071248,"Magnetic resonance imaging (MRI) of the brain was reported to have normal results, but on review, we noted thickening an"
ID1266,Merge Q782,4.3479605266928845,"A, Thickening and enlargement of both optic nerves (with greater intensity in the right eye than the left eye)."
ID1966,Merge Q785,-0.0,.
ID0421,Merge Q788,-0.4641975587015619,.
ID0534,Merge Q790,-0.0,.
ID0834,Merge Q794,0.0,"seen.Dome-shaped, red-brown papules and nodules affecting the shoulder (A) and upper extremities (B)"
ID0834,Merge Q794,-0.0944999754428863,.
ID0834,Merge Q794,-0.1794929838591074,of the patient.
ID1244,Merge Q80,0.0,.
ID0826,Merge Q812,-0.5267037461305802,.
ID1513,Merge Q82,-0.0332200202273251,.
ID1531,Merge Q827,-0.0,.
ID1022,Merge Q833,-0.0,.
ID1797,Merge Q848,-0.0,.
ID0602,Merge Q860,0.0,.
ID0726,Merge Q865,0.0,.
ID1017,Merge Q875,-2.8379656650433933,.
ID1459,Merge Q885,0.0,.
ID1986,Merge Q89,2.610737638054468,.
ID1918,Merge Q890,-0.0286173182206751,.
ID1769,Merge Q903,1.0806638015441978,.
ID0471,Merge Q905,0.2790234475394968,.
ID0334,Merge Q908,6.52098576881061,"Right, Pigmented, macular rash on plantar surface of left foot."
ID0334,Merge Q908,0.0,.
ID1887,Merge Q913,-0.0,.
ID1970,Merge Q917,-0.0,.
ID1077,Merge Q921,3.258251819572708,This modal can be closed by pressing the Escape key or activating the close button.Obtain a whole-body fluorodeoxyglucos
ID1077,Merge Q921,-0.7669780850410461,Escape will cancel and close the window.This is a modal window.
ID1959,Merge Q930,-0.0,.
ID0731,Merge Q942,1.352498173713684,This modal can be closed by pressing the Escape key or activating the close button.Perform magnetic resonance imaging of
ID0731,Merge Q942,-0.0,Escape will cancel and close the window.This is a modal window.
ID1672,Merge Q983,0.0,.
ID1574,Merge Q985,0.0560180074375864,.
ID0467,Merge Q990,-0.0,.
ID1651,Merge Q995,0.0,.
