Origin,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,index,Problem ID,Duration,Labeling state,User ID ,ID,centaur_question,sentence_number,answer,data_source,Match
12. No retinal pigment epithelium (RPE) atrophy, macular edema, retinal exudation, or subretinal fluid was noted.  
13. Posterior segment examination and imaging of the right eye demonstrated no abnormalities.  
14. A, Fundus photograph of the left eye demonstrating a nodular, darkly pigmented lesion with well-defined margins located inferonasal to the foveola.  
15. B, Spectral-domain optical coherence tomography (SD-OCT) image of the macula demonstrating an abruptly elevated retinal mass characterized by significant protrusion into the vitreous cavity with enhanced surface reflectivity and deep optical shadowing.  
16. Staging workup (eg, total-body positron emission tomography/computed tomography imaging)  ",16.0,B,jama,True
ID0561,low relevance,low relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,1697.0,25262507.0,192.497,Labeled,579608.0,ID0561,"### Step 1: Read excerpt
1. A 21-year-old woman presented with a 3-year history of progressive depression, bradyphrenia, dyscalculia, and fatigue, necessitating withdrawal from college.
2. She had an ovarian cyst, but her medical history was otherwise unremarkable.
3. There was no history of recreational drug use, tobacco or alcohol consumption, or sexually transmitted diseases.
4. Her mother had died at 32 years of age, after having a chronic neuropsychiatric illness, culminating in a rapidly progressive dementia.
5. A postmortem brain examination reported the presence of multitudinous corpora amylacea, but no specific neuropathological diagnosis was made.Neurologic examination of the patient during the initial consultation revealed a Mini-Mental State Examination score of 24 of 30 (points were missed on attention, calculation, and abstraction), and the patient was abulic, but it was otherwise unremarkable.
6. Magnetic resonance imaging (MRI) of the brain showed scattered small foci of T2 hyperintensity in the white matter affecting the corpus callosum, bifrontal, and biparietal regions, associated with bifrontal and bitemporal atrophy (Figure1A).
7. No lesions were identified in the cerebellum or brainstem.
8. There was no abnormal enhancement.
9. Laboratory investigations including complete blood cell count with differential; electrolytes; liver, renal, and thyroid function tests; vitamin B12 and folate levels; vitamin E; cholesterol and triglycerides; amino acids (serum and urine); syphilis and human immunodeficiency virus serologies; a paraneoplastic panel; and erythrocyte sedimentation rate were unrevealing.
10. Cerebrospinal fluid analysis showed a slight protein elevation, but no pleocytosis, oligoclonal bands, or elevated immunoglobulin G synthesis rate.
11. Arylsulfatase activity was normal.A, Axial T2 sequence showing bifrontal cerebral convexity sulcal enlargement greater than expected for patient's age, punctate bifrontal subcortical fluid-attenuated inversion recovery (FLAIR) hyperintense foci (right greater than left) are noted.
12. B, Brain magnetic resonance imaging axial and coronal T2 FLAIR sequence showing more pronounced global cerebral atrophy, progression of the subcortical FLAIR hyperintense lesions in the frontal predominant distribution, and also affecting the periventricular and deep white matter into the subcortical areas.
13. Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy

### Step 2: Answer QA Details
What Is Your Diagnosis?

A: Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy  
B: Adrenoleukodystrophy  
C: Mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes  
D: Hereditary diffuse leukoencephalopathy with axonal spheroids  

### Step 3: Determine sentence relevance
1. A 21-year-old woman presented with a 3-year history of progressive depression, bradyphrenia, dyscalculia, and fatigue, necessitating withdrawal from college.
2. She had an ovarian cyst, but her medical history was otherwise unremarkable.
3. There was no history of recreational drug use, tobacco or alcohol consumption, or sexually transmitted diseases.
4. Her mother had died at 32 years of age, after having a chronic neuropsychiatric illness, culminating in a rapidly progressive dementia.
5. A postmortem brain examination reported the presence of multitudinous corpora amylacea, but no specific neuropathological diagnosis was made.Neurologic examination of the patient during the initial consultation revealed a Mini-Mental State Examination score of 24 of 30 (points were missed on attention, calculation, and abstraction), and the patient was abulic, but it was otherwise unremarkable.
6. Magnetic resonance imaging (MRI) of the brain showed scattered small foci of T2 hyperintensity in the white matter affecting the corpus callosum, bifrontal, and biparietal regions, associated with bifrontal and bitemporal atrophy (Figure1A).
7. No lesions were identified in the cerebellum or brainstem.
8. There was no abnormal enhancement.
9. Laboratory investigations including complete blood cell count with differential; electrolytes; liver, renal, and thyroid function tests; vitamin B12 and folate levels; vitamin E; cholesterol and triglycerides; amino acids (serum and urine); syphilis and human immunodeficiency virus serologies; a paraneoplastic panel; and erythrocyte sedimentation rate were unrevealing.
10. Cerebrospinal fluid analysis showed a slight protein elevation, but no pleocytosis, oligoclonal bands, or elevated immunoglobulin G synthesis rate.
11. Arylsulfatase activity was normal.A, Axial T2 sequence showing bifrontal cerebral convexity sulcal enlargement greater than expected for patient's age, punctate bifrontal subcortical fluid-attenuated inversion recovery (FLAIR) hyperintense foci (right greater than left) are noted.
12. B, Brain magnetic resonance imaging axial and coronal T2 FLAIR sequence showing more pronounced global cerebral atrophy, progression of the subcortical FLAIR hyperintense lesions in the frontal predominant distribution, and also affecting the periventricular and deep white matter into the subcortical areas.
13. Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy",13.0,D,jama,True
ID0567,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,1678.0,25262501.0,314.005,Labeled,579494.0,ID0567,"### Step 1: Read excerpt
1. A 65-year-old male patient seeks medical attention for episodes of retrosternal pain and dyspnea occurring over the past 10 days.
2. These symptoms manifest during stair climbing or brisk treadmill walking and subside with rest.
3. The previous night, he experienced dizziness and weakness during one such episode.
4. He reports having had a cold 2 weeks prior.
5. His medical history includes type 2 diabetes mellitus diagnosed 4 years ago, managed with glyburide.
6. Physical examination reveals a well-appearing patient with a weak pulse of 62/min, respiratory rate of 20/min, and blood pressure of 134/90 mm Hg.
7. A late systolic ejection murmur is detected at the second right intercostal space during cardiovascular examination.
8. Lung auscultation is normal.

### Step 2: Answer QA Details
What is the most likely pathophysiologic mechanism causing this patient's clinical presentation?

A. Microvascular dysfunction  
B. Impaired diastolic relaxation  
C. Increased left ventricular oxygen demand  
D. Left ventricular outflow tract obstruction  
E. Narrowing of the coronary arterial lumen  
F. Endothelial dysfunction due to diabetes  
G. Decreased coronary perfusion pressure  
H. Coronary artery vasospasm  
I. Autonomic dysfunction affecting coronary blood flow  
J. Lymphocytic infiltration of the myocardium  

### Step 3: Determine sentence relevance
1. A 65-year-old male patient seeks medical attention for episodes of retrosternal pain and dyspnea occurring over the past 10 days.
2. These symptoms manifest during stair climbing or brisk treadmill walking and subside with rest.
3. The previous night, he experienced dizziness and weakness during one such episode.
4. He reports having had a cold 2 weeks prior.
5. His medical history includes type 2 diabetes mellitus diagnosed 4 years ago, managed with glyburide.
6. Physical examination reveals a well-appearing patient with a weak pulse of 62/min, respiratory rate of 20/min, and blood pressure of 134/90 mm Hg.
7. A late systolic ejection murmur is detected at the second right intercostal space during cardiovascular examination.
8. Lung auscultation is normal.",8.0,C,medxpert,True
ID0574,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,1658.0,25262494.0,220.861,Labeled,579516.0,ID0574,"### Step 1: Read excerpt
1. A 15-year-old girl with no prior medical conditions seeks medical attention for increasing upper back pain and muscle tightness, which has worsened since joining her school's gymnastics team.  
2. During the osteopathic structural examination, the following findings are noted: left midthoracic paraspinal muscles are hypertonic, and the transverse processes from T2 to T8 are more anterior on the left side.  
3. These findings remain consistent during both flexion and extension movements.

### Step 2: Answer QA Details
What is the most accurate diagnosis?

A. T2-8 NSRRR  
B. T2-8 ESRRR  
C. T2-8 FSRRL  
D. T2-8 FSLRR  
E. T2-8 NSRLL  
F. T2-8 ESRRL  
G. T2-8 FSRRR  
H. T2-8 NSLRR  
I. T2-8 NSRRL  
J. T2-8 ESLRR  

### Step 3: Determine sentence relevance
1. A 15-year-old girl with no prior medical conditions seeks medical attention for increasing upper back pain and muscle tightness, which has worsened since joining her school's gymnastics team.  
2. During the osteopathic structural examination, the following findings are noted: left midthoracic paraspinal muscles are hypertonic, and the transverse processes from T2 to T8 are more anterior on the left side.  
3. These findings remain consistent during both flexion and extension movements.",3.0,H,medxpert,True
ID0575,not relevant,low relevance,not relevant,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,1656.0,25262493.0,344.996,Labeled,581648.0,ID0575,"### Step 1: Read excerpt
1. A preschool-age girl presented for evaluation of an asymptomatic plaque on the right lower extremity that had been present for 1 year.
2. Prior treatments included triamcinolone ointment and frankincense with no improvement.
3. A potassium hydroxide preparation had negative results for fungal elements.
4. Her medical history and family history were unremarkable.
5. An examination found a 1-cm nummular plaque with centralized micaceous scale and a smooth erythematous border on the right lateral lower leg (Figure, A).
6. A tangential-shave biopsy was performed to characterize the lesion.
7. Histopathological testing revealed an epidermis featuring elongated rete ridges, keratinocyte enlargement, and a few Civatte bodies, with overlying parakeratotic crust and neutrophilic cell debris.
8. Marked epidermotropism of atypical lymphocytes with irregular nuclear contours and halos, both singly and in small collections (Pautrier microabscesses) were also observed (Figure, B and C).
9. Also, lymphocytes were present along the epidermal side of the dermoepidermal junction.
10. Periodic acid–Schiff stained sections failed to show fungal or yeast elements.
11. Immunohistochemical staining was markedly positive for CD3, CD5, and CD8 (Figure, D); CD4 reactivity was less robust and mainly restricted to dermal lymphocytes.
12. Also, CD20 was present in 5% of dermal lymphocytes, and CD30 showed variable staining of 5% of lymphocytes.A, Image of a solitary plaque on the right lateral lower leg.
13. B, Scanning view with hyperkeratosis, epidermal hyperplasia, and a lichenoid-like lymphoid infiltrate (hematoxylin-eosin).
14. C, Biopsy results with marked epidermotropism of atypical lymphocytes (hematoxylin-eosin).
15. D, Biopsy results with robust CD8 signal (magnification ×100).

### Step 2: Answer QA Details
What Is Your Diagnosis?

A: Langerhans cell histiocytosis  
B: Lymphomatoid contact dermatitis  
C: Mycosis fungoides  
D: Pagetoid reticulosis  

### Step 3: Determine sentence relevance
1. A preschool-age girl presented for evaluation of an asymptomatic plaque on the right lower extremity that had been present for 1 year.
2. Prior treatments included triamcinolone ointment and frankincense with no improvement.
3. A potassium hydroxide preparation had negative results for fungal elements.
4. Her medical history and family history were unremarkable.
5. An examination found a 1-cm nummular plaque with centralized micaceous scale and a smooth erythematous border on the right lateral lower leg (Figure, A).
6. A tangential-shave biopsy was performed to characterize the lesion.
7. Histopathological testing revealed an epidermis featuring elongated rete ridges, keratinocyte enlargement, and a few Civatte bodies, with overlying parakeratotic crust and neutrophilic cell debris.
8. Marked epidermotropism of atypical lymphocytes with irregular nuclear contours and halos, both singly and in small collections (Pautrier microabscesses) were also observed (Figure, B and C).
9. Also, lymphocytes were present along the epidermal side of the dermoepidermal junction.
10. Periodic acid–Schiff stained sections failed to show fungal or yeast elements.
11. Immunohistochemical staining was markedly positive for CD3, CD5, and CD8 (Figure, D); CD4 reactivity was less robust and mainly restricted to dermal lymphocytes.
12. Also, CD20 was present in 5% of dermal lymphocytes, and CD30 showed variable staining of 5% of lymphocytes.A, Image of a solitary plaque on the right lateral lower leg.
13. B, Scanning view with hyperkeratosis, epidermal hyperplasia, and a lichenoid-like lymphoid infiltrate (hematoxylin-eosin).
14. C, Biopsy results with marked epidermotropism of atypical lymphocytes (hematoxylin-eosin).
15. D, Biopsy results with robust CD8 signal (magnification ×100).",15.0,D,jama,True
ID0581,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,1638.0,25262487.0,207.026,Labeled,579501.0,ID0581,"### Step 1: Read excerpt
1. A 56-year-old male patient presents with severe right leg pain and swelling four days after undergoing a craniotomy with evacuation of a subdural hematoma.
2. He experiences chills and nausea.
3. His medical history includes type 2 diabetes mellitus and chronic kidney disease requiring hemodialysis for the past 2 years.
4. His pre-admission medications included insulin, enalapril, atorvastatin, and sevelamer.
5. On examination, his temperature is 38.3°C (101.0°F), pulse is 110/min, and blood pressure is 130/80 mm Hg.
6. The right calf appears swollen, warm, and erythematous.
7. Pain is elicited in the right calf upon dorsiflexion of the right foot.
8. Peripheral pulses are palpable bilaterally, and cardiopulmonary examination is unremarkable.

### Step 2: Answer QA Details
What is the most appropriate next step in managing this patient?

A. Surgical thrombectomy  
B. Inferior vena cava filter  
C. Unfractionated heparin therapy  
E. Aspirin therapy only  
F. Prophylactic antibiotics for cellulitis  
G. Oral warfarin therapy  
H. Compression stockings and observation  
J. Low molecular weight heparin therapy  

### Step 3: Determine sentence relevance
1. A 56-year-old male patient presents with severe right leg pain and swelling four days after undergoing a craniotomy with evacuation of a subdural hematoma.
2. He experiences chills and nausea.
3. His medical history includes type 2 diabetes mellitus and chronic kidney disease requiring hemodialysis for the past 2 years.
4. His pre-admission medications included insulin, enalapril, atorvastatin, and sevelamer.
5. On examination, his temperature is 38.3°C (101.0°F), pulse is 110/min, and blood pressure is 130/80 mm Hg.
6. The right calf appears swollen, warm, and erythematous.
7. Pain is elicited in the right calf upon dorsiflexion of the right foot.
8. Peripheral pulses are palpable bilaterally, and cardiopulmonary examination is unremarkable.",8.0,B,medxpert,True
ID0585,high relevance,low relevance,low relevance,not relevant,low relevance,not relevant,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,1625.0,25262483.0,201.669,Labeled,579585.0,ID0585,"### Step 1: Read excerpt
1. A 62-year-old man presents to the emergency department with chest pain and shortness of breath that he experienced while barbecuing.
2. The pain is over his chest and in his left arm.
3. The patient has a medical history of obesity, type 2 diabetes mellitus, and hypertension.
4. His current medications include insulin, metformin, lisinopril, and hydrochlorothiazide.
5. An ECG is performed and is seen in Figure A.
6. His temperature is 99.5°F (37.5°C), pulse is 112/min, blood pressure is 100/70 mmHg, respirations are 18/min, and oxygen saturation is 95% on room air.
7. The patient is appropriately managed and is admitted to the step-down unit.
8. 2 days later, he complains of chest pain.
9. A repeat ECG is performed and is seen in Figure B.

### Step 2: Answer QA Details
Which of the following is the most appropriate next step in management for this patient's underlying condition?

A. Prednisone  
B. Aspirin  
C. Stenting  
D. Ibuprofen  

### Step 3: Determine sentence relevance
1. A 62-year-old man presents to the emergency department with chest pain and shortness of breath that he experienced while barbecuing.
2. The pain is over his chest and in his left arm.
3. The patient has a medical history of obesity, type 2 diabetes mellitus, and hypertension.
4. His current medications include insulin, metformin, lisinopril, and hydrochlorothiazide.
5. An ECG is performed and is seen in Figure A.
6. His temperature is 99.5°F (37.5°C), pulse is 112/min, blood pressure is 100/70 mmHg, respirations are 18/min, and oxygen saturation is 95% on room air.
7. The patient is appropriately managed and is admitted to the step-down unit.
8. 2 days later, he complains of chest pain.
9. A repeat ECG is performed and is seen in Figure B.",9.0,B,medbullets,True
ID0590,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,1608.0,25262478.0,323.072,Labeled,579600.0,ID0590,"**Step 1: Read excerpt**

1. A 71-year-old woman with non-Hodgkin lymphoma receiving maintenance obinutuzumab (anti-CD20 monoclonal antibody) infusions underwent uneventful pars plana vitrectomy of the right eye for vitreomacular traction.  
2. Diluted triamcinolone acetonide (TA) was used to stain the posterior hyaloid.  
3. After removal of 25-gauge trocar cannulas, subconjunctival TA and ceftazidime was injected.  
4. Owing to cystoid changes in the central macula, a short-acting gas tamponade with sulfur hexafluoride was used to tamponade any cystoid abnormalities that may have been unroofed.  
5. Despite unremarkable postoperative day 1 (POD1) examination findings, the patient presented on postoperative week 3 with a painless central scotoma and worsening floaters.  
6. Her visual acuity was 20/400 OD and intraocular pressure was normal.  
7. There was no external hyperemia or chemosis, and the anterior chamber was deep and quiet with no cells or flare.  
8. On dilated fundus examination, there were 15 to 20 cells per high-power field (using a 1 × 1-mm2 high-intensity incidental slit beam) and a white macular lesion with disc edema and scattered intraretinal and peripapillary hemorrhages and mixed venous and arterial sheathing.  
9. Optical coherence tomography of the macula showed atrophy, full-thickness hyperreflectivity, and a residual epiretinal membrane (Figure).  
10. Color fundus photograph (A) of the right eye demonstrating white macular lesion and optic disc edema with scattered intraretinal and peripapillary hemorrhages and vascular sheathing (white arrowheads).  
11. The dashed yellow line shows the location of spectral-domain optical coherence tomography (SD-OCT) (B), which shows full-thickness hyperreflectivity and atrophy, epiretinal membrane (yellow arrowheads), and vitreous cells and debris (red arrowheads).  
12. Perform vitreous tap and injection of intravitreal antibiotics Review medical records to see if gentamicin was given intraoperatively Urgently refer patient to emergency department for embolic stroke workup Begin valganciclovir hydrochloride therapy and sample intraocular fluid for polymerase chain reaction testing  

**Step 2: Answer QA Details**

What Would You Do Next?

A: Perform vitreous tap and injection of intravitreal antibiotics  
B: Review medical records to see if gentamicin was given intraoperatively  
C: Urgently refer patient to emergency department for embolic stroke workup  
D: Begin valganciclovir hydrochloride therapy and sample intraocular fluid for polymerase chain reaction testing  

**Step 3: Determine sentence relevance**

1. A 71-year-old woman with non-Hodgkin lymphoma receiving maintenance obinutuzumab (anti-CD20 monoclonal antibody) infusions underwent uneventful pars plana vitrectomy of the right eye for vitreomacular traction.  
2. Diluted triamcinolone acetonide (TA) was used to stain the posterior hyaloid.  
3. After removal of 25-gauge trocar cannulas, subconjunctival TA and ceftazidime was injected.  
4. Owing to cystoid changes in the central macula, a short-acting gas tamponade with sulfur hexafluoride was used to tamponade any cystoid abnormalities that may have been unroofed.  
5. Despite unremarkable postoperative day 1 (POD1) examination findings, the patient presented on postoperative week 3 with a painless central scotoma and worsening floaters.  
6. Her visual acuity was 20/400 OD and intraocular pressure was normal.  
7. There was no external hyperemia or chemosis, and the anterior chamber was deep and quiet with no cells or flare.  
8. On dilated fundus examination, there were 15 to 20 cells per high-power field (using a 1 × 1-mm2 high-intensity incidental slit beam) and a white macular lesion with disc edema and scattered intraretinal and peripapillary hemorrhages and mixed venous and arterial sheathing.  
9. Optical coherence tomography of the macula showed atrophy, full-thickness hyperreflectivity, and a residual epiretinal membrane (Figure).  
10. Color fundus photograph (A) of the right eye demonstrating white macular lesion and optic disc edema with scattered intraretinal and peripapillary hemorrhages and vascular sheathing (white arrowheads).  
11. The dashed yellow line shows the location of spectral-domain optical coherence tomography (SD-OCT) (B), which shows full-thickness hyperreflectivity and atrophy, epiretinal membrane (yellow arrowheads), and vitreous cells and debris (red arrowheads).  
12. Perform vitreous tap and injection of intravitreal antibiotics Review medical records to see if gentamicin was given intraoperatively Urgently refer patient to emergency department for embolic stroke workup Begin valganciclovir hydrochloride therapy and sample intraocular fluid for polymerase chain reaction testing  ",12.0,D,jama,True
ID0591,high relevance,low relevance,not relevant,not relevant,not relevant,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,1607.0,25262477.0,165.572,Labeled,586841.0,ID0591,"### Step 1: Read excerpt
1. A 67-year-old man visits his primary care provider reporting burning sensations, numbness, and tingling in his left thigh.
2. He notes that these symptoms worsen with light touch, making even wearing jeans uncomfortable.
3. The symptoms began approximately one month ago and have progressively intensified.
4. His medical history includes type 2 diabetes mellitus, managed with oral antidiabetics and insulin (both long-acting and mealtime).
5. His vital signs show: temperature 98.4°F, blood pressure 140/90 mmHg, pulse 92/min, respiratory rate 15/min, and BMI 35.5 kg/m2.
6. Physical examination reveals intact, clean, and dry skin on the lower extremities.
7. A 4.5 x 2.5-cm area on the anterolateral left thigh shows diminished sensation to both light touch and pinprick.
8. The bilateral plantar surfaces of both feet demonstrate symmetric decreased pinprick sensation.
9. Muscle strength testing shows 5/5 in bilateral hip, knee, and ankle.
10. Deep tendon reflexes are +1 bilaterally, and straight leg raise testing is negative.

### Step 2: Answer QA Details
What is the most probable mechanism causing the patient's upper leg paresthesia?

A. Obturator nerve compression at the obturator canal  
B. Microvascular ischemia of vasa nervorum  
C. Peripheral entrapment by inguinal ligament  
D. Radiculopathy of L3-L4 nerve roots  
E. Femoral nerve entrapment at the iliacus tunnel  
F. Sciatic nerve compression at the piriformis muscle  
G. Compression of lateral femoral cutaneous nerve by adipose tissue  
H. Direct nerve compression by herniated disc  
I. Inflammatory demyelination of peripheral nerves  
J. Diabetic polyradiculopathy  

### Step 3: Determine sentence relevance
1. A 67-year-old man visits his primary care provider reporting burning sensations, numbness, and tingling in his left thigh.
2. He notes that these symptoms worsen with light touch, making even wearing jeans uncomfortable.
3. The symptoms began approximately one month ago and have progressively intensified.
4. His medical history includes type 2 diabetes mellitus, managed with oral antidiabetics and insulin (both long-acting and mealtime).
5. His vital signs show: temperature 98.4°F, blood pressure 140/90 mmHg, pulse 92/min, respiratory rate 15/min, and BMI 35.5 kg/m2.
6. Physical examination reveals intact, clean, and dry skin on the lower extremities.
7. A 4.5 x 2.5-cm area on the anterolateral left thigh shows diminished sensation to both light touch and pinprick.
8. The bilateral plantar surfaces of both feet demonstrate symmetric decreased pinprick sensation.
9. Muscle strength testing shows 5/5 in bilateral hip, knee, and ankle.
10. Deep tendon reflexes are +1 bilaterally, and straight leg raise testing is negative.",10.0,C,medxpert,True
ID0596,low relevance,not relevant,not relevant,low relevance,not relevant,not relevant,not relevant,not relevant,high relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,1590.0,25262472.0,149.15,Labeled,349529.0,ID0596,"### Step 1: Read excerpt
1. A 44-year-old White man presented with a 15-year history of dull midline lower back pain associated with bilateral hip pain.
2. He also noted bilateral hand pain along the metacarpophalangeal (MCP) and proximal interphalangeal (PIP) joints and prolonged morning stiffness lasting approximately 45 minutes.
3. Family history was notable for a brother with osteoarthritis, hypogonadism, and type 2 diabetes.
4. Vital signs were within normal limits (heart rate, 92/min; blood pressure, 136/84 mm Hg; respiratory rate, 16/min; oxygen saturation, 97%; temperature, 37.0 °C).
5. Musculoskeletal examination revealed swelling of the second, third, and fifth MCP joints and second and third PIP joints bilaterally as well as decreased knee and hip range of motion with minimal knee effusions.
6. Lower back flexion was decreased with only 4-mm excursion on the modified Schober test.
7. Results of cardiopulmonary, abdominal, neurologic, and dermatologic examinations were unremarkable.
8. Results of laboratory testing, including complete blood cell count, basic metabolic panel, and liver function tests, were within normal limits, and results for HLA-B27 were negative.
9. Erythrocyte sedimentation rate was 8 mm/h and C-reactive protein level was 0.5 mg/dL.
10. A plain radiograph of the hands (Figure, left panel) showed hook-like osteophytes at the second and third MCP joints bilaterally as well as asymmetric joint swelling in multiple MCP and PIP joints.
11. A plain radiograph of the pelvis (Figure, right panel) showed sclerosis and joint narrowing at both sacroiliac joints as well as joint narrowing and osteophytes in the hip joints bilaterally.
12. Plain radiographs of the hands and pelvis at presentation.

### Step 2: Answer QA Details
What Would You Do Next?

A: Check ferritin and transferrin saturation  
B: Check rheumatoid factor (RF)  
C: Order magnetic resonance imaging of the sacroiliac joint  
D: Refer for surgical consultation  

### Step 3: Determine sentence relevance
1. A 44-year-old White man presented with a 15-year history of dull midline lower back pain associated with bilateral hip pain.
2. He also noted bilateral hand pain along the metacarpophalangeal (MCP) and proximal interphalangeal (PIP) joints and prolonged morning stiffness lasting approximately 45 minutes.
3. Family history was notable for a brother with osteoarthritis, hypogonadism, and type 2 diabetes.
4. Vital signs were within normal limits (heart rate, 92/min; blood pressure, 136/84 mm Hg; respiratory rate, 16/min; oxygen saturation, 97%; temperature, 37.0 °C).
5. Musculoskeletal examination revealed swelling of the second, third, and fifth MCP joints and second and third PIP joints bilaterally as well as decreased knee and hip range of motion with minimal knee effusions.
6. Lower back flexion was decreased with only 4-mm excursion on the modified Schober test.
7. Results of cardiopulmonary, abdominal, neurologic, and dermatologic examinations were unremarkable.
8. Results of laboratory testing, including complete blood cell count, basic metabolic panel, and liver function tests, were within normal limits, and results for HLA-B27 were negative.
9. Erythrocyte sedimentation rate was 8 mm/h and C-reactive protein level was 0.5 mg/dL.
10. A plain radiograph of the hands (Figure, left panel) showed hook-like osteophytes at the second and third MCP joints bilaterally as well as asymmetric joint swelling in multiple MCP and PIP joints.
11. A plain radiograph of the pelvis (Figure, right panel) showed sclerosis and joint narrowing at both sacroiliac joints as well as joint narrowing and osteophytes in the hip joints bilaterally.
12. Plain radiographs of the hands and pelvis at presentation.",12.0,A,jama,True
ID0598,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,1585.0,25262470.0,129.919,Labeled,580677.0,ID0598,"### Step 1: Read excerpt
1. A 26-year-old man arrives at the emergency department with complaints of fatigue and dark-colored urine over the past day.
2. He was recently prescribed trimethoprim-sulfamethoxazole for cellulitis of his left leg.
3. He denies nausea, vomiting, or diarrhea and has no significant medical history or current medications.
4. His vital signs include a temperature of 98.6°F (37°C), blood pressure of 115/72 mmHg, pulse of 98/min, and respiratory rate of 14/min.
5. On examination, there is conjunctival icterus, bilateral flank tenderness, and left leg erythema.

### Step 2: Answer QA Details
What is the most likely finding on this patient’s peripheral blood smear?

A. Acanthocytes  
B. Sickle cells  
C. Degmacytes  
D. Heinz bodies  
E. Target cells  
F. Howell-Jolly bodies  
G. Codocytes  
H. Elliptocytes  
I. Spherocytes  
J. Schistocytes  

### Step 3: Determine sentence relevance
1. A 26-year-old man arrives at the emergency department with complaints of fatigue and dark-colored urine over the past day.
2. He was recently prescribed trimethoprim-sulfamethoxazole for cellulitis of his left leg.
3. He denies nausea, vomiting, or diarrhea and has no significant medical history or current medications.
4. His vital signs include a temperature of 98.6°F (37°C), blood pressure of 115/72 mmHg, pulse of 98/min, and respiratory rate of 14/min.
5. On examination, there is conjunctival icterus, bilateral flank tenderness, and left leg erythema.",5.0,C,medxpert,True
ID0599,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,1583.0,25262469.0,98.593,Labeled,579493.0,ID0599,"### Step 1: Read excerpt
1. A 33-year-old man presents to the emergency department with dizziness.
2. He states he has a constant sensation that the room is spinning.
3. He is now having trouble walking and has been vomiting intermittently.
4. He has no past medical history and takes no medications.
5. His temperature is 98.0°F (36.7°C), blood pressure is 122/84 mmHg, pulse is 80/min, respirations are 16/min, and oxygen saturation is 98% on room air.
6. Physical exam reveals a young man who is vomiting.
7. His gait is ataxic and he exhibits rightward nystagmus.
8. His dizziness is constant and unchanged with performance of the Dix-Hallpike maneuver.
9. The head impulse test reveals a corrective saccade and there is no skew deviation.

### Step 2: Answer QA Details
Which of the following is the most appropriate next step in management?

A. Prednisone  
B. Epley maneuver  
C. MRI brain  
D. CT head  

### Step 3: Determine sentence relevance
1. A 33-year-old man presents to the emergency department with dizziness.
2. He states he has a constant sensation that the room is spinning.
3. He is now having trouble walking and has been vomiting intermittently.
4. He has no past medical history and takes no medications.
5. His temperature is 98.0°F (36.7°C), blood pressure is 122/84 mmHg, pulse is 80/min, respirations are 16/min, and oxygen saturation is 98% on room air.
6. Physical exam reveals a young man who is vomiting.
7. His gait is ataxic and he exhibits rightward nystagmus.
8. His dizziness is constant and unchanged with performance of the Dix-Hallpike maneuver.
9. The head impulse test reveals a corrective saccade and there is no skew deviation.",9.0,A,medbullets,True
