Origin,Sentence 1,Sentence 2,Sentence 3,Sentence 4,Sentence 5,Sentence 6,Sentence 7,Sentence 8,Sentence 9,Sentence 10,Sentence 11,Sentence 12,Sentence 13,Sentence 14,Sentence 15,Sentence 16,Sentence 17,Sentence 18,Sentence 19,Sentence 20,Sentence 21,data_source_corr,IRR,high%,Clinician_Student_MJ_High_Sentences,answerable
ID0502,1.0,0.9,0.7,0.7,0.3,1.0,0.5,0.7,0.9,0.3,0.4,0.8,,,,,,,,,,jama,0.372549019607843,66.7,"1. A 47-year-old woman presented with a 7-month history of multiple painful erythematous plaques on her lower legs. | 2. The lesions appeared as erythematous nodules on the left leg with tenderness and pruritus and rapidly progressed to both legs. | 3. Marked lower-leg edema was noted 20 days prior to the visit. | 4. She also had an intermittent fever during the past 3 months that did not respond to antibiotic therapy. | 6. Physical examination revealed ill-defined, indurated erythematous-violaceous plaques on the lower extremities with substantial edema (Figure, A and B). | 7. Complete blood cell count revealed a normal white blood cell count with moderate anemia (hemoglobin level, 87 g/L; normal range 115-150 g/L). | 8. Additional laboratory tests demonstrated an elevated level of serum lactate dehydrogenase (749 U/L; normal range 100-240 U/L) (to convert to μkat/L, multiply by 0.0167). | 9. Quantification of Epstein-Barr virus (EBV) DNA in sera showed a high viral load of EBV in peripheral blood (1 800 000 copies/mL, normal range <500 copies/mL). | 12. C, Lesional skin biopsy specimen revealed dilated vessels filled with atypical large lymphoid cells throughout the dermis (hematoxylin-eosin).",no
ID0503,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.5,1.0,0.5,,,,,,,,,,medbullets,0.2500000000000001,83.3,"1. A 77-year-old man presents to the emergency department acutely obtunded. | 2. The patient lives alone and was found unresponsive by his son. | 3. Generally, the patient manages his own finances, medications, and works part-time. | 4. He has not been responding to phone calls for the past 3 days. | 5. The patient is unable to offer a history. | 6. He has a past medical history of hypothyroidism, depression, and diabetes. | 7. His temperature is 88.0°F (31.1°C), blood pressure is 92/62 mmHg, pulse is 35/min, respirations are 9/min, and oxygen saturation is 92% on room air. | 8. The patient is cold to the touch and moves all extremities to painful stimuli. | 9. His pupils are reactive and sluggish, and he does not follow commands. | 10. There are no signs of trauma or skin infections. | 11. The patient is started on IV fluids and hydrocortisone, is externally warmed, and is started on a norepinephrine drip. | 12. An ECG is performed as seen in Figure A.",no
ID0511,1.0,0.5,0.75,0.625,0.5,0.5,0.375,1.0,0.125,0.125,0.0,0.5,,,,,,,,,,jama,0.5256222547584186,33.3,"1. A woman in her 50s with a history of nasal-type natural killer (NK)/T-cell lymphoma (diagnosed 2 years prior; treated with pembrolizumab and methotrexate, ifosfamide, etoposide, dexamethasone, and pegaspargase) and chronic pulmonary coccidiomycosis being treated with fluconazole was admitted for fever, hypotension, and rash. | 2. Three months prior, pembrolizumab treatment was stopped because of a widespread morbilliform reaction, which had resolved completely 6 to 8 weeks before admission. | 3. The new widespread, asymptomatic skin eruption had been ongoing for 1 to 2 weeks and appeared different from her pembrolizumab reaction. | 4. A complete blood cell count was notable for a normal white blood cell count of 4100/μL, normal absolute neutrophil count of 2940/μL, chronic normocytic anemia (hemoglobin level of 8.2 g/dL), and chronic thrombocytopenia (platelet count of 62 ×103/μL). | 5. Blood culture results showed no growth at 1 week. | 6. Serum β-D-glucan, galactomannan, Coccidioides antibody by complement fixation, and immunodiffusion results were negative. | 8. Total body skin examination findings were notable for widespread, nontender, erythematous patches and thin plaques, some with prominent overlying telangiectases and hyperpigmentation (Figure, A). | 12. D, CD56 immunostaining labels intravascular atypical cells.",no
ID0513,1.0,1.0,0.5,0.5,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,,,,,,,,,,jama,0.4146341463414633,66.7,"1. A girl in her teens presented with a unilateral itchy nodule on her right labium majus of 4 months’ duration. | 2. The patient was born and lived in a rural village in Malawi. | 3. Her medical and family history were unremarkable. | 4. She did not report fever or malaise. | 5. Physical examination revealed a polypoid, rubbery tumor measuring 1.5 cm located on her right labium majus, which obliterated the right labium minus (Figure, A). | 6. She did not present with enlarged lymph nodes, and results of the physical examination were otherwise unremarkable. | 8. A, Polypoid nodule on the right labium majus obliterating the labium minus. | 10. B, Histopathologic analysis of the nodule showed pseudoepitheliomatous hyperplasia with transepidermal elimination of basophilic oval-shaped structures in the epidermis and a dense acute and chronic dermal infiltrate in the dermis. | 11. C, Numerous dermal structures surrounded by a dense acute and chronic inflammatory cell infiltrate with granuloma formation. | 12. D, High-power magnification of the oval parasitic structures with a typical terminal spine.",no
ID0517,1.0,0.8,1.0,0.3333333333333333,1.0,0.5,0.5,0.5,0.9,0.7,0.375,,,,,,,,,,,medbullets,0.5835000000000001,54.5,"1. A 69-year-old man presents to clinic due to shortness of breath, worsening pain in his right shoulder, and episodes of hemoptysis. | 2. His symptoms began 3 months ago. | 3. He has also lost 18 pounds. | 5. He routinely travels both domestically and internationally as a senior shipyard worker and has a 30-pack-year smoking history. | 6. He used to drink 4 cocktails a week. | 7. He has not smoke or drank alcohol in over 7 years. | 8. His temperature is 99.5°F (37.7°C), blood pressure is 140/60 mmHg, pulse is 97/min, and respirations are 13/min. | 9. Physical exam is notable for right pupillary constriction as well as paresthesias in his right fourth and fifth digits. | 10. There is no pain with active shoulder rotation.",no
ID0524,1.0,0.75,0.625,0.5,0.375,0.375,0.375,0.375,0.75,0.5,0.75,0.875,,,,,,,,,,jama,0.3671875,50.0,"1. An 84-year-old man with a history of diabetes mellitus type 2, hypertension, and a transient ischemic attack 4 years earlier presented to the University of Illinois at Chicago emergency department for evaluation of 1 day of decreased vision in his left eye. | 2. He described it as a central “band” of absent vision just below center. | 3. On examination, visual acuity measured 20/40 OD and 20/60 OS, improving to 20/40 with pinhole. | 4. A complete blood cell count, results of a comprehensive metabolic panel, erythrocyte sedimentation rate, C-reactive protein level, and computed tomography of the head without contrast were all normal. | 9. Ophthalmoscopy revealed no vitreous cells, a posterior vitreous separation, cup-disc ratio of 0.3, normal retinal vessels, and a superior parafoveal crescent of translucent retina without associated edema or hemorrhage. | 10. The peripheral retina was normal. | 11. Fundus autofluorescence and fluorescein angiogram showed abnormalities in the superior macula (Figure 1).A, Fundus autofluorescence shows a superior parafoveal and perifoveal dark crescent at presentation, corresponding to the hypofluorescent region in part B. | 12. B, Fluorescein angiography at presentation revealed delayed perfusion with hypofluorescence in the superior parafoveal and perifoveal regions without leakage.",no
ID0525,1.0,0.875,0.5,0.5,0.625,0.625,0.75,1.0,0.75,0.625,,,,,,,,,,,,jama,0.1999999999999999,80.0,"1. A 56-year-old woman with a history of ovarian cancer and surgical colostomy presented with a nontender nodule adjacent to her stoma. | 2. She was diagnosed 6 years ago with recurrent poorly differentiated serous ovarian carcinoma and underwent total abdominal hysterectomy and bilateral salpingo-oophorectomy, with multiple regimens of chemotherapy, most recently with ixabepilone and bevacizumab. | 3. Complications included a large bowel obstruction, for which she underwent a transverse loop colostomy 3 years ago. | 4. The nodule first appeared 1 year prior. | 5. It appeared to increase in size after contact with fecal matter and decrease in size after cleaning of the ostomy site, although it never resolved completely. | 6. She reported no pain at the site but described mild burning with fecal-induced irritation. | 7. She noted “pus-like” drainage from the nodule and received several courses of antibiotics. | 8. Examination revealed a 3-cm firm, pink to violaceous, irregularly shaped multilobulated nodule with a central 1-cm ulcer with undermined borders, overlying an erythematous base (Figure). | 9. The nodule was rock-hard, with a friable yellow-red plaque between the nodule and ostomy site. | 10. The stoma was red, moist, and well-perfused.",no
ID0539,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.0,,,,,,,,,,jama,-0.0686868686868689,66.7,"1. A 22-year-old woman with a history of systemic lupus erythematosus was readmitted with fever and a generalized eruption. | 2. Six days prior to this admission, she had been hospitalized for a photo-induced flare of acute cutaneous lupus erythematosus (ACLE). | 3. At readmission, she was febrile with a temperature of 101.5°F, and on examination, she had a worsening, exquisitely tender rash with several blisters across her right arm. | 4. Physical examination revealed erythematous plaques with superficial desquamation in the malar distribution of the face, nose, ears, and medial forehead (Figure, A), as well as bilateral extensor arms, chest, posterior neck, and upper back. | 5. Several large bullae were located on the right arm (Figure, B). | 6. Numerous flat and raised 2-zoned atypical targets with dusky centers were appreciated on the forearms, abdomen, back (Figure, C), thighs, legs, palms and soles.A, Dusky malar erythema with focal heme crusting. | 9. D, High-power view (original magnification 100×) of punch biopsy obtained from left abdomen demonstrating dyskeratosis with superficial perivascular inflammation and interface changes.Hemogram test results revealed a normocytic anemia (mean corpuscular volume, 99 fL; hemoglobin, 11.7 g/dL [to convert to g/L, multiply by 10.0]; hematocrit, 33.4%), in addition to thrombocytopenia (platelet count, 81 K/μL). | 10. Other pertinent laboratories included hypocomplementemia (C3 of 42 mg/dL; C4 of 3 mg/dL), a speckled antinuclear antibody titer of 1:1280, and an antidouble-stranded DNA titer of 1:80, along with positive anti-Smith, antiribonucleoprotein, and SSA/anti-Ro antibodies. | 11. Bacterial blood, urine, stool and cerebrospinal fluid cultures, and a hepatitis panel revealed no infectious source.",no
ID0551,1.0,0.75,0.5,0.875,1.0,0.5,0.75,0.875,0.5,0.0,0.0,,,,,,,,,,,jama,0.7716262975778547,54.5,"1. A 32-year-old male with a history of end-stage liver disease secondary to alcoholic cirrhosis was transferred to our hospital with a 2-week history of a skin rash that developed at an outside facility where he was being treated for hepatic encephalopathy. | 2. He reported that the lesions began on his face, then spread to his thighs and were mildly pruritic. | 3. He did not have any other involvement and was in no pain. | 4. On physical exam, multiple 1 to 3 cm purple papules with central black and hemorrhagic crusting were noted on his forehead, bilateral cheeks, and anterior thighs (Figure 1, A and B). | 5. On his left flank, he had a large polycyclic, atrophic hyperpigmented plaque with a slightly erythematous and scaly border (Figure 1C). | 6. The scalp, oral mucosa, back, chest, abdomen, arms, palms and soles were all spared. | 7. Multiple toenails were noted to be dystrophic with hyperkeratotic subungual debris. | 8. Over the next few days, the crusted papules and nodules eroded leaving smooth erythematous plaques with punched-out centers. | 9. Testing for the human immunodeficiency virus (HIV) and hepatitis was negative.",no
ID0555,1.0,0.5,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,,,,,,,,,,,jama,-0.2901595744680851,81.8,"1. A man in his 20s presented with a 6-year history of multiple growing papules superimposed on an asymptomatic firm plaque on the occipital scalp. | 2. The lesions were never ulcerated or inflamed, but hemorrhage occurred occasionally after rubbing. | 3. At 3 years of age, scarlike macules appeared on the occipital scalp and coalesced to form a larger plaque with sparse hair. | 4. Simultaneously, multiple brown-red, dome-shaped papules developed on the nose and gradually evolved to involve the cheeks. | 5. Rubbery plaques also developed on the sacrococcygeal area, along with hypopigmented patches on the right buttock. | 7. Physical examination revealed a group of unevenly distributed skin–colored-to-pink, discrete, coalescing papules superimposed on a firm plaque on the occipital scalp (Figure, A). | 8. A biopsy specimen was obtained from one of these papules (Figure, B, C, and D). | 9. Another biopsy from a facial papule demonstrated features of angiofibroma. | 10. A, Clinical photograph shows a firm plaque with superimposed papules and decreased hair density. | 11. Biopsy specimens from one of the papules demonstrate diffuse dense fibrosis (B), capillary vessel proliferation with some ectasia (C) (hematoxylin-eosin), and perifollicular fibroblastic proliferation (D).",no
ID0559,1.0,0.8333333333333334,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8333333333333334,0.5,1.0,1.0,0.5,,,,,,jama,0.6666666666666667,31.2,"1. A visually asymptomatic Hispanic man in his early 20s was referred to the vitreoretinal clinic for a posterior segment abnormality in his left eye found on routine ocular examination. | 2. The patient recalled that the lesion was initially discovered 4 years prior to presentation at a different facility. | 3. He denied any previous ocular trauma and his medical and surgical histories were noncontributory. | 4. Results of a complete review of systems were otherwise negative. | 5. At presentation, his visual acuity was 20/20 OU. | 6. Pupils and extraocular motility were intact. | 7. Intraocular pressures were 11 mm Hg OU. | 8. The anterior segment slitlamp examination was unremarkable in both eyes. | 9. A dilated retinal examination of the left eye revealed the findings depicted in the Figure, A. | 10. No retinal traction was noted. | 11. Spectral-domain optical coherence tomography was subsequently performed (Figure, B). | 12. No retinal pigment epithelium (RPE) atrophy, macular edema, retinal exudation, or subretinal fluid was noted. | 13. Posterior segment examination and imaging of the right eye demonstrated no abnormalities. | 14. A, Fundus photograph of the left eye demonstrating a nodular, darkly pigmented lesion with well-defined margins located inferonasal to the foveola. | 15. B, Spectral-domain optical coherence tomography (SD-OCT) image of the macula demonstrating an abruptly elevated retinal mass characterized by significant protrusion into the vitreous cavity with enhanced surface reflectivity and deep optical shadowing. | 16. Staging workup (eg, total-body positron emission tomography/computed tomography imaging)",no
ID0568,1.0,0.7,0.8,0.5,0.9,0.7,0.5,0.6,0.8,0.3,,,,,,,,,,,,medbullets,0.2498487598306109,70.0,"1. A 27-year-old G1P0000 woman presents to her obstetrician’s office at 24 weeks gestation complaining of new hair growth on her upper lip. | 2. She now needs to shave her face every day or else thick hair appears. | 3. She also has worsening acne that started several weeks ago. | 4. Her pregnancy thus far has been complicated by gestational diabetes, which is managed by diet and exercise. | 5. She has a male fetus based on her 20 week anatomy ultrasound. | 6. The patient has a medical history of polycystic ovary syndrome. | 7. The patient’s temperature is 98.5°F (36.9°C), blood pressure is 121/76 mmHg, pulse is 70/min, and respirations are 13/min. | 8. The cardiopulmonary exam is normal, and the patient’s abdomen has a fundal height of 31 cm. | 9. A pelvic exam reveals an unremarkable closed cervix and a right-sided adnexal mass without tenderness.",no
ID0575,1.0,0.6666666666666666,0.8333333333333334,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,,,,,,,jama,0.3203883495145628,86.7,"1. A preschool-age girl presented for evaluation of an asymptomatic plaque on the right lower extremity that had been present for 1 year. | 2. Prior treatments included triamcinolone ointment and frankincense with no improvement. | 3. A potassium hydroxide preparation had negative results for fungal elements. | 5. An examination found a 1-cm nummular plaque with centralized micaceous scale and a smooth erythematous border on the right lateral lower leg (Figure, A). | 6. A tangential-shave biopsy was performed to characterize the lesion. | 7. Histopathological testing revealed an epidermis featuring elongated rete ridges, keratinocyte enlargement, and a few Civatte bodies, with overlying parakeratotic crust and neutrophilic cell debris. | 8. Marked epidermotropism of atypical lymphocytes with irregular nuclear contours and halos, both singly and in small collections (Pautrier microabscesses) were also observed (Figure, B and C). | 9. Also, lymphocytes were present along the epidermal side of the dermoepidermal junction. | 10. Periodic acid–Schiff stained sections failed to show fungal or yeast elements. | 11. Immunohistochemical staining was markedly positive for CD3, CD5, and CD8 (Figure, D); CD4 reactivity was less robust and mainly restricted to dermal lymphocytes. | 12. Also, CD20 was present in 5% of dermal lymphocytes, and CD30 showed variable staining of 5% of lymphocytes.A, Image of a solitary plaque on the right lateral lower leg. | 13. B, Scanning view with hyperkeratosis, epidermal hyperplasia, and a lichenoid-like lymphoid infiltrate (hematoxylin-eosin). | 14. C, Biopsy results with marked epidermotropism of atypical lymphocytes (hematoxylin-eosin). | 15. D, Biopsy results with robust CD8 signal (magnification ×100).",no
ID0585,1.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,medbullets,0.4857142857142857,33.3,"1. A 62-year-old man presents to the emergency department with chest pain and shortness of breath that he experienced while barbecuing. | 2. The pain is over his chest and in his left arm. | 3. The patient has a medical history of obesity, type 2 diabetes mellitus, and hypertension. | 4. His current medications include insulin, metformin, lisinopril, and hydrochlorothiazide. | 6. His temperature is 99.5°F (37.5°C), pulse is 112/min, blood pressure is 100/70 mmHg, respirations are 18/min, and oxygen saturation is 95% on room air. | 8. 2 days later, he complains of chest pain.",no
ID0586,1.0,0.5,0.5,0.6,0.9,0.4,0.4,0.9,0.6,0.5,0.5,0.9,1.0,0.6,0.6,,,,,,,jama,0.3527508090614887,60.0,"1. At birth, a full-term newborn was noted to have numerous hypopigmented skin macules on the trunk, scalp, neck, face, back, and limbs after an uncomplicated pregnancy (Figure 1A). | 2. The family history was negative for any dermatologic or genetic diseases. | 3. A shave biopsy specimen of the right leg was interpreted as papillomatous epidermal hyperplasia consistent with an epidermal nevus. | 4. Because of the constellation of findings, an initial diagnosis of linear epidermal nevus syndrome was made. | 5. At age 3 months, the patient was referred for ophthalmologic examination owing to a flat, hypopigmented lesion in the left temporal iris noted by the patient’s father. | 8. Dilated ophthalmoscopic examination revealed a well-demarcated hypopigmented lesion originating from the retinal nerve fiber layer and protruding into the vitreous cavity of the right eye (Figure 1B). | 9. A similar lesion was seen along the left inferotemporal arcade (Figure 1C). | 10. B-scan ultrasonography revealed a 4.0 × 2.9 × 2.2-mm lesion with no calcification, no retinal detachment, and no choroidal involvement (Figure 1D). | 11. Given the suspected iris hamartoma and retinal astrocytic hamartoma, a systemic workup was commenced.A, Dermatologic manifestations. | 12. The patient had multiple hypopigmented macules on his scalp, face, neck, back, limbs, and torso (arrowheads). | 13. B, A lesion was discovered in the right eye consistent with a retinal astrocytic hamartoma. | 14. C, A similar smaller lesion was seen in the left eye. | 15. D, B-scan ultrasonography revealed an elevated lesion emanating from the retina with no calcification or choroidal involvement.",no
ID0592,0.875,0.625,0.875,1.0,0.5,0.5,0.75,0.5,0.625,1.0,0.875,1.0,0.625,1.0,1.0,,,,,,,jama,0.3623481781376518,80.0,"1. A 51-year-old man diagnosed as having acute promyelocytic leukemia, undergoing induction therapy with all-trans-retinoic acid (ATRA) and arsenic trioxide that were started 2 weeks prior, presented with sudden loss of vision. | 2. Hospital course was complicated by neutropenic fever, receiving cefepime, acyclovir, vancomycin, and voriconazole for prophylaxis. | 3. Laboratory test results were remarkable for pancytopenia. | 4. On initial examination, his visual acuity was count fingers at 3 ft in both eyes. | 5. Intraocular pressures were 10 mm Hg OD and 11 mm Hg OS. | 6. Pupils were round and reactive without a relative afferent pupillary defect. | 7. Color plates were 1 of 8 OU, with 50% brightness desaturation in the right eye and no red desaturation. | 8. Extraocular movements were full. | 9. Slitlamp examination was negative for any signs of inflammation. | 10. Dilated fundus examination demonstrated bilateral choroidal effusions with diffuse serous retinal detachments (RD) involving the macula without vitritis as well as white centered intraretinal hemorrhages along peripapillary and superior and inferior arcade distributions in both eyes (Figure, A). | 11. Optical coherence tomography demonstrated irregular inner retinal surface and subretinal fluid with septae with loss of the ellipsoid zone (Figure, B). | 12. Review of systems was positive for fever, tachycardia, odynophagia, productive cough with wheezing, and marked peripheral edema in upper extremities and negative for headache, nausea, vomiting, dysacusis, meningismus, or skin changes.Fundus photographs and optical coherence tomography 4 days from presentation demonstrating bilateral choroidal effusions with serous retinal detachment and white centered intraretinal hemorrhages. | 13. Left eye results shown. | 14. A, Left eye color fundus photograph demonstrates peripheral choroidal effusion with areas of stippled subretinal fluid in the macula, areas of intraretinal hemorrhages scattered throughout the posterior pole as well as far temporal periphery. | 15. B, Optical coherence tomography of the left eye demonstrating corrugated inner retina with intraretinal and subretinal fluid with septae from further separation of the external limiting membrane and ellipsoid zone as well as some loss of the ellipsoid zone.",no
ID0603,1.0,0.5,0.5,0.5,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,jama,0.2035398230088494,55.6,"1. A Japanese man in his 50s presented with a 6-month history of worsening pruritic hand dermatitis that progressed to involve his face, trunk, upper extremities, and feet. | 2. He had emigrated from Japan more than 10 years earlier but had no history of recent travel. | 3. He took no medications, had no significant medical or surgical history, and denied personal and family history of atopy. | 4. While he worked as a biomedical researcher, he denied any caustic exposures. | 5. On physical examination, his face, trunk, upper extremities, palms, and soles were marked by 1- to 2-mm erythematous papules and pustules coalescing into large, partially indurated and polycyclic plaques with centrifugal extension and occasional central clearing (Figure, A and B). | 6. Treatment with potent topical corticosteroids was ineffective. | 7. Punch biopsies of lesions on the shoulder (Figure, C) and foot (Figure, D) were performed.A, Annular erythematous plaque studded with papules and pustules on the cheek and temple. | 8. B, Erythematous plaques studded with papules and pustules on the shoulder. | 9. C and D, Lesional specimens under hematoxylin-eosin stain taken from the shoulder (C, original magnification ×400) and plantar foot (D, original magnification ×40).",no
ID0613,1.0,0.9,0.8,0.7,0.6,0.5,0.5,0.4,0.5,0.0,,,,,,,,,,,,medbullets,0.6407818277865822,50.0,"1. A 50-year-old man presents to the emergency department with chest pain. | 2. He states that the pain is dull in quality, started 30 minutes ago, has been gradually worsening, and is worse with exertion. | 3. He also endorses some shortness of breath. | 4. He also believes the pain is worse when leaning back and improved when leaning forward. | 5. His wife noticed he fainted after the pain started but regained consciousness shortly after. | 6. He has a medical history of diabetes and hypertension for which he is on metformin and losartan. | 7. His temperature is 99.2°F (37.3°C), blood pressure is 130/87 mmHg, pulse is 99/min, respirations are 22/min, and oxygen saturation is 100% on room air. | 9. A normal S1 and S2 are auscultated with clear breath sounds.",no
ID0629,1.0,0.625,1.0,0.875,0.75,0.5,0.25,0.5,0.5,0.875,0.5,0.375,0.625,0.75,0.875,0.875,,,,,,jama,0.224764468371467,62.5,"1. A 13-year-old boy with a longstanding history of gait imbalance presented with 2 episodes of acute-onset left hemibody weakness and dysarthria without changes in sensorium in a 24-hour period. | 2. Symptoms lasted approximately 60 minutes each before completely resolving; prior to the day of the events, he had never experienced similar phenomena. | 3. Initial examination following the second event revealed mild-to-moderate dysarthria, pes planovalgus and tight achilles tendons bilaterally, and decreased vibratory and fine touch sensation from the great toe up to the mid shin bilaterally. | 4. Reflexes were absent at the patella and achilles bilaterally. | 5. Bilateral dorsiflexion weakness was present (4 of 5). | 6. There were otherwise no motor deficits, muscle atrophy, or lateralizing neurologic abnormalities. | 8. Results of a comprehensive metabolic panel, complete blood cell count, erythrocyte sedimentation rate, C-reactive protein, and a coagulation panel were within normal limits. | 9. Computed tomography angiogram demonstrated no evidence of extra or intracranial dissection. | 10. Magnetic resonance imaging of the brain with and without contrast (Figure) demonstrated symmetric, bilateral, restricted diffusion, with T2 hyperintensities in the supratentorial white matter and corpus callosum. | 11. Lumbar puncture was obtained and revealed normal cell counts and no oligoclonal bands or evidence of infection. | 13. B, T2 sequence demonstrating bilateral and symmetric increased signal in the supratenorial white matter–sparing U-fibers. | 14. The patient had reportedly always walked on the outside of his feet and had been considered clumsy when compared with other children but had no history of motor delays. | 15. Family history revealed a mother with diminished reflexes, hand tremor, and balance issues with a prior inconclusive electromyogram and nerve conduction study. | 16. A younger brother with attention-deficit/hyperactivity disorder also had similar gait abnormalities.",no
ID0631,1.0,1.0,0.8,0.5,0.5,0.5,0.5,0.7,0.6,0.4,0.4,0.6,1.0,1.0,0.7,0.25,1.0,1.0,0.9,0.375,,jama,0.5041407988299181,60.0,"1. A man in his 30s with an unremarkable medical and ocular history presented to his optometrist with reduced peripheral vision. | 2. The patient reported slowly progressive difficulty with night driving as well as perceiving objects in the periphery over the past 5 years. | 3. The patient was an avid basketball player and was forced to quit recently when he was unable to locate his teammates during play. | 4. He denied changes in color vision. | 5. There was no history of trauma. | 6. He did not use tobacco, alcohol, or drugs. | 7. His parents and both siblings were reportedly healthy with no history of ocular disease. | 8. His visual acuity was 20/20 OU, with no afferent pupillary defect. | 9. The Farnsworth D-15 dichotomous test results were normal in the right eye and tritan deficient in the left eye. | 12. His anterior examination results were unremarkable with no evidence of intraocular inflammation. | 13. The dilated fundus examination results showed minimal optic nerve pallor, vascular attenuation in both eyes, and a subtle area of increased pigmentation in the superior retina of the right eye only (Figure 1A). | 14. The fundus autofluorescence results showed bilateral peripheral mottled hypoautofluorescence contrasting a ring of hyperautofluorescence around the macula (Figure 1B). | 15. Automated perimetry was reliable and showed symmetrical severe bilateral field constriction with a remaining island of 6° of central vision. | 17. A, Widefield photograph (Optos) showing vascular attenuation, with reduced vessel caliber in the macula (asterisks) and vessels sclerosis in the periphery (black arrowhead). | 18. There is a small area of hyperpigmentation in midperiphery just superior to the optic nerve (white arrowhead). | 19. B, Fundus autofluorescence image showing peripheral hypoautofluorescence, with mottling in the midperiphery (particularly nasally) contrasting a ring of hyperautofluorescence in the macula.",no
ID0633,1.0,0.6,0.5,0.5,0.9,1.0,0.5,0.5,0.5,0.5,,,,,,,,,,,,jama,0.2052980132450332,40.0,"1. A 34-year-old female Jehovah’s Witness presented to the emergency department with a 3-day history of colicky lower abdominal pain, nausea without vomiting, and constipation after passing a single small bloody bowel movement. | 2. Physical examination demonstrated a soft, nontender, and nondistended abdomen without peritoneal signs or palpable masses. | 3. Digital rectal examination revealed no stool in the vault and gross blood and pelvic examination were negative. | 4. Surgical history was notable only for a previous cesarean delivery. | 5. Medical history was significant for 2 years of waxing and waning generalized abdominal pain and a hospital admission for small-bowel obstruction 11 months prior that was managed conservatively. | 6. Endoscopic evaluation revealed multiple polyps in the colon, stomach, and duodenum consistent with a diagnosis of juvenile polyposis syndrome. | 7. Admission laboratories demonstrated a lactate level of 18 mg/dL (to convert to millimoles per liter, multiply by 0.111), white blood cell count of 6000/μL (to convert to ×109/L, multiply by 0.001), and hemoglobin level of 13.3 g/dL (to convert to grams per liter, multiply by 10). | 8. Amylase and lipase levels and chemistry findings were normal. | 9. Computed tomography with oral and intravenous contrast was obtained and is shown with imaging from her initial presentation 11 months prior (Figure 1). | 10. Axial and coronal views of computed tomography imaging on initial presentation (A) and 1 year later (B).",no
ID0639,1.0,0.5,0.875,0.875,0.5,0.625,0.75,0.5,,,,,,,,,,,,,,jama,0.1428571428571429,62.5,"1. A woman in her late 20s presented with an asymptomatic hyperpigmentation on the right side of the trunk, right upper arm, and right leg, strictly following the lines of Blaschko (Figure, A and B). | 2. A slight atrophy of the hyperpigmented skin was palpable without any signs of induration. | 3. Clinical images show slightly atrophic hyperpigmented macules following the lines of Blaschko on the right side of the (A) trunk and (B) upper arm. | 4. Histopathologic images of punch biopsy specimen show (C) normal epidermis and dermis with a slight hyperpigmentation of the basal epidermis layer (hematoxylin-eosin stain), and (D) preserved elastic fibers in the reticular dermis (Elastic van Gieson stain). | 5. The first onset was in her childhood, at the age of 6 years, with a small hyperpigmentation on the right side of her lower chest remaining stable for years. | 6. In her early 20s the area of hyperpigmentation started to spread slowly over the above-mentioned areas and became more and more intense. | 7. Intravenous penicillin G therapy with 10 million units 3 times daily over 1 week combined with a UV-A1 phototherapy in 18 sessions with a maximum dose of 40 J/cm2 and a cumulative overall dose of 670 J/cm2 showed no effects. | 8. A punch biopsy was obtained (Figure, C and D).",no
